record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,amount_percentile_flag,balance_usage_ratio
L01_002095,399,TRANSFER,923413.75,C1502232075,2019179.83,1095766.08,C808941559,1690677.7,2614091.45,0,0,L01_02095,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4573
L01_002096,542,TRANSFER,1159770.48,C1890544384,3060959.29,1901188.81,C525620604,400681.31,1560451.79,0,0,L01_02096,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3789
L01_002097,227,TRANSFER,1700486.61,C1371621604,3076150.14,1375663.53,C1500423425,1859133.67,3559620.28,0,0,L01_02097,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5528
L01_002098,43,TRANSFER,1178072.05,C758818858,3020510.99,1842438.94,C1407083386,2713133.55,3891205.6,0,0,L01_02098,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.39
L01_002099,393,TRANSFER,1351599.37,C519237019,2070278.19,718678.82,C1744501422,14429746.63,15781346.0,0,0,L01_02099,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6529
L01_002100,304,TRANSFER,9895970.47,C1074377018,21062578.27,11166607.8,C1773865133,10000000.0,19895970.47,0,0,L01_02100,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4698
L01_002101,399,TRANSFER,2542372.48,C179711882,6772365.7,4229993.22,C1574144038,2564629.34,5107001.82,0,0,L01_02101,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3754
L01_002102,36,TRANSFER,1456220.03,C573896470,2924234.62,1468014.59,C72754208,2355580.54,3811800.57,0,0,L01_02102,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.498
L01_002103,330,TRANSFER,2066600.93,C1781655440,4847430.82,2780829.89,C1161835199,5213038.31,7279639.24,0,0,L01_02103,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4263
L01_002104,214,TRANSFER,944960.24,C1529036458,1707986.2,763025.96,C893548422,9688542.38,10633502.62,0,0,L01_02104,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5533
L01_002105,330,TRANSFER,1067347.8,C852589927,2788972.42,1721624.62,C205091536,1918442.34,2985790.14,0,0,L01_02105,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3827
L01_002106,394,TRANSFER,929410.72,C1951768778,1466999.22,537588.5,C1841453745,69323294.77,70252705.49,0,0,L01_02106,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6335
L01_002107,9,TRANSFER,1372372.62,C890116026,3813568.2,2441195.58,C388527192,106885.07,1479257.69,0,0,L01_02107,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3599
L01_002108,298,TRANSFER,2820913.67,C1858339813,5070012.85,2249099.18,C1154678245,0.0,2820913.67,0,0,L01_02108,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5564
L01_002109,130,TRANSFER,1222442.68,C78194312,3437016.23,2214573.55,C989474203,3218593.75,4441036.43,0,0,L01_02109,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3557
L01_002110,305,TRANSFER,10483521.47,C1982524501,21268904.01,10785382.54,C449049752,10075318.52,20558839.99,0,0,L01_02110,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4929
L01_002111,353,TRANSFER,8425387.0,C94005605,21771413.69,13346026.69,C642584095,26906770.83,35332157.83,0,0,L01_02111,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.387
L01_002112,211,TRANSFER,2027848.44,C399449593,4012783.44,1984935.0,C576544474,3658555.35,5686403.79,0,0,L01_02112,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5053
L01_002113,9,TRANSFER,1634135.82,C1813410435,4671777.8,3037641.98,C1416152350,0.0,1634135.82,0,0,L01_02113,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3498
L01_002114,683,TRANSFER,2806410.79,C1764239250,4742709.88,1936299.09,C60560601,13954921.23,16761332.02,0,0,L01_02114,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5917
L01_002115,15,TRANSFER,1185999.86,C8195928,2096586.46,910586.6,C1996231083,1494944.3,2680944.16,0,0,L01_02115,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5657
L01_002116,377,TRANSFER,1227346.02,C1868401847,2748696.87,1521350.85,C1154783536,2695833.43,3923179.45,0,0,L01_02116,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4465
L01_002117,16,TRANSFER,1602593.2,C1213593129,2600860.78,998267.58,C2034160388,4211101.74,5813694.94,0,0,L01_02117,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6162
L01_002118,302,TRANSFER,15144165.8,C497575737,27168183.32,12024017.52,C2041413818,15581677.79,30725843.59,0,0,L01_02118,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5574
L01_002119,132,TRANSFER,1488149.2,C379972052,4338921.58,2850772.38,C623699780,3771435.06,5259584.26,0,0,L01_02119,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.343
L01_002120,393,TRANSFER,3027979.68,C1176190327,8977155.8,5949176.12,C959407685,10718946.19,13746925.87,0,0,L01_02120,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3373
L01_002121,37,TRANSFER,1387854.19,C1457550397,2865070.92,1477216.73,C573802611,1678005.13,3065859.32,0,0,L01_02121,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4844
L01_002122,495,TRANSFER,2350030.98,C43530506,6779672.6,4429641.62,C1771405396,54003.29,2404034.27,0,0,L01_02122,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3466
L01_002123,544,TRANSFER,1204716.0,C2041461984,2791612.51,1586896.51,C208873739,1667056.94,2871772.94,0,0,L01_02123,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4315
L01_002124,204,TRANSFER,1912726.78,C904837653,3643005.63,1730278.85,C575058174,3957575.95,5870302.73,0,0,L01_02124,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.525
L01_002125,182,TRANSFER,1716548.13,C439816967,4383374.01,2666825.88,C1612821882,0.0,1716548.13,0,0,L01_02125,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3916
L01_002126,234,TRANSFER,1976731.85,C853515836,4918806.06,2942074.21,C399807153,7374624.67,9351356.52,0,0,L01_02126,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4019
L01_002127,164,TRANSFER,1143770.15,C1715020070,3412653.25,2268883.1,C390524510,3568407.52,4712177.67,0,0,L01_02127,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3352
L01_002128,207,TRANSFER,1458588.1,C510943205,2767774.38,1309186.28,C1520941958,9218891.9,10677480.0,0,0,L01_02128,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.527
L01_002129,307,TRANSFER,1601097.67,C1704159296,4015695.86,2414598.19,C253719060,15005.44,1616103.11,0,0,L01_02129,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3987
L01_002130,253,TRANSFER,2042150.8,C1055987941,3222586.73,1180435.93,C1724372149,0.0,2042150.8,0,0,L01_02130,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6337
L01_002131,277,TRANSFER,904009.22,C1293523845,1510119.43,606110.21,C190670035,1888189.19,2792198.41,0,0,L01_02131,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5986
L01_002132,305,TRANSFER,8618064.16,C190370292,12977749.45,4359685.29,C1494768611,461099.72,9079163.88,0,0,L01_02132,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6641
L01_002133,35,TRANSFER,1235462.98,C1385836740,3705389.48,2469926.5,C333683827,4119941.47,5355404.45,0,0,L01_02133,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3334
L01_002134,346,TRANSFER,1871058.0,C2036645061,5058237.93,3187179.93,C1397744686,5314755.47,7185813.47,0,0,L01_02134,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3699
L01_002135,297,TRANSFER,52540183.87,C2120801782,140812133.58,88271949.71,C172409641,174486104.8,227026288.67,0,0,L01_02135,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3731
L01_002136,451,TRANSFER,1707503.05,C1857375499,3866792.82,2159289.77,C432912613,5210696.21,6918199.26,0,0,L01_02136,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4416
L01_002137,253,TRANSFER,1257568.19,C2014360508,2452384.51,1194816.32,C1000608512,335644.23,1593212.42,0,0,L01_02137,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5128
L01_002138,288,TRANSFER,2380325.64,C1572839066,4110575.84,1730250.2,C1167303747,4250806.37,6631132.01,0,0,L01_02138,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5791
L01_002139,132,TRANSFER,1049875.72,C500459973,2023123.22,973247.5,C1725332178,2689115.09,3738990.81,0,0,L01_02139,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5189
L01_002140,345,TRANSFER,943016.3,C2115307059,1946344.94,1003328.64,C2112833188,0.0,943016.3,0,0,L01_02140,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4845
L01_002141,130,TRANSFER,4437890.15,C1604666538,11691466.92,7253576.77,C1365750193,2926394.14,7364284.29,0,0,L01_02141,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3796
L01_002142,228,TRANSFER,1589648.3,C1307889244,3671281.12,2081632.82,C743857965,222038.14,1811686.44,0,0,L01_02142,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.433
L01_002143,353,TRANSFER,2776118.7,C1301653608,4486833.67,1710714.97,C1099745183,19769.47,2795888.17,0,0,L01_02143,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6187
L01_002144,34,TRANSFER,1909313.02,C99929951,2915604.06,1006291.04,C1555806593,507518.29,2416831.31,0,0,L01_02144,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6549
L01_002145,333,TRANSFER,1461717.66,C1955580628,2416947.62,955229.96,C877847380,2771633.86,4233351.52,0,0,L01_02145,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6048
L01_002146,134,TRANSFER,1280191.03,C172173802,2708561.7,1428370.67,C373415859,3462513.96,4742704.99,0,0,L01_02146,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4726
L01_002147,399,TRANSFER,1794586.11,C1007345346,5203921.74,3409335.63,C463910093,780538.84,2575124.95,0,0,L01_02147,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3449
L01_002148,8,TRANSFER,1218906.77,C1607326279,2993761.45,1774854.68,C2104652067,2655286.19,3874192.96,0,0,L01_02148,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4071
L01_002149,328,TRANSFER,1382968.05,C1385779833,3737801.48,2354833.43,C1119996154,8061787.03,9444755.08,0,0,L01_02149,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.37
L01_002150,136,TRANSFER,2101509.64,C1789636981,4622400.52,2520890.88,C2113508466,2653376.05,4754885.69,0,0,L01_02150,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4546
L01_002151,267,TRANSFER,23888522.39,C1666560485,48792286.07,24903763.68,C1320946922,28009319.23,51897841.62,0,0,L01_02151,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4896
L01_002152,39,TRANSFER,904009.22,C46371171,1503006.23,598997.01,C1309136529,2368360.19,3272369.41,0,0,L01_02152,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6015
L01_002153,178,TRANSFER,5480005.95,C50128409,15420186.19,9940180.24,C323332855,123225.3,5603231.25,0,0,L01_02153,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3554
L01_002154,226,TRANSFER,996781.06,C2114077325,2666130.22,1669349.16,C1801714672,1288873.28,2285654.34,0,0,L01_02154,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3739
L01_002155,395,TRANSFER,1412194.27,C1314519108,2474414.53,1062220.26,C2097158360,2832626.78,4244821.05,0,0,L01_02155,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5707
L01_002156,280,TRANSFER,1313311.86,C1375622277,2979104.6,1665792.74,C683268350,1761950.5,3075262.36,0,0,L01_02156,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4408
L01_002157,157,TRANSFER,3515666.53,C868245264,7843670.74,4328004.21,C927654211,4545083.23,8060749.76,0,0,L01_02157,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4482
L01_002158,382,TRANSFER,915868.39,C2075130186,2232554.98,1316686.59,C273642724,1595940.86,2511809.25,0,0,L01_02158,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4102
L01_002159,370,TRANSFER,2188011.7,C360280621,6387419.54,4199407.84,C1536880818,0.0,2188011.7,0,0,L01_02159,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3426
L01_002160,303,TRANSFER,1498701.89,C1229588138,3551409.67,2052707.78,C267907988,1571636.59,3070338.48,0,0,L01_02160,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.422
L01_002161,379,TRANSFER,966682.09,C542182680,2233350.67,1266668.58,C796254160,4703845.59,5670527.68,0,0,L01_02161,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4328
L01_002162,346,TRANSFER,1573812.39,C603864130,2479516.87,905704.48,C1394304548,3632446.53,5206258.92,0,0,L01_02162,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6347
L01_002163,9,TRANSFER,971969.5,C2023754125,1549670.47,577700.97,C1504235831,0.0,971969.5,0,0,L01_02163,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6272
L01_002164,19,TRANSFER,1134759.12,C1172519545,2021028.9,886269.78,C2097106754,4499647.39,5634406.51,0,0,L01_02164,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5615
L01_002165,16,TRANSFER,1045002.04,C658546345,1618401.09,573399.05,C1589405935,4718533.65,5763535.69,0,0,L01_02165,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6457
L01_002166,43,TRANSFER,2332818.64,C1598579689,6100389.2,3767570.56,C1741187453,326994.43,2659813.07,0,0,L01_02166,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3824
L01_002167,122,TRANSFER,1117103.88,C1266315193,2887708.45,1770604.57,C1289493889,5097278.57,6214382.45,0,0,L01_02167,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3868
L01_002168,10,TRANSFER,1729755.86,C1753258529,2947649.89,1217894.03,C447691425,11416949.93,13146705.79,0,0,L01_02168,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5868
L01_002169,285,TRANSFER,1417762.69,C29785945,3904686.24,2486923.55,C2015133088,1722566.09,3140328.78,0,0,L01_02169,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3631
L01_002170,282,TRANSFER,12002941.16,C900900795,20791243.24,8788302.08,C1357984916,12994588.62,24997529.78,0,0,L01_02170,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5773
L01_002171,11,TRANSFER,2305777.51,C1994632330,4500332.11,2194554.6,C1153425780,0.0,2305777.51,0,0,L01_02171,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5124
L01_002172,10,TRANSFER,904009.22,C2058319675,1693629.95,789620.73,C925936450,1847400.85,2751410.07,0,0,L01_02172,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5338
L01_002173,402,TRANSFER,1804572.28,C348980468,3714641.02,1910068.74,C1629512637,5071442.69,6876014.97,0,0,L01_02173,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4858
L01_002174,345,TRANSFER,5089298.26,C1803030689,9578037.18,4488738.92,C257120108,5075320.79,10164619.05,0,0,L01_02174,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5314
L01_002175,231,TRANSFER,1617809.26,C1933366274,3613257.89,1995448.63,C96049831,1667486.18,3285295.44,0,0,L01_02175,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4477
L01_002176,163,TRANSFER,947868.96,C1410551518,2001057.37,1053188.41,C668991257,63016.7,1010885.66,0,0,L01_02176,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4737
L01_002177,323,TRANSFER,1048341.3,C1201075025,3123904.26,2075562.96,C2080056205,284132.69,1332473.99,0,0,L01_02177,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3356
L01_002178,41,TRANSFER,1397706.87,C739557271,2213813.27,816106.4,C345262715,3527947.09,4925653.96,0,0,L01_02178,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6314
L01_002179,297,TRANSFER,3278894.7,C1119489556,5617638.69,2338743.99,C1714126369,3946820.6,7225715.3,0,0,L01_02179,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5837
L01_002180,298,TRANSFER,1143433.85,C2071226216,1805755.15,662321.3,C850488386,2655756.71,3799190.56,0,0,L01_02180,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6332
L01_002181,659,TRANSFER,3341679.05,C605896560,8149559.19,4807880.14,C403305724,10000000.0,13341679.05,0,0,L01_02181,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.41
L01_002182,304,TRANSFER,9712644.38,C273318072,15363110.41,5650466.03,C1940182082,3662924.52,13375568.9,0,0,L01_02182,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6322
L01_002183,94,TRANSFER,976214.55,C172429137,2689138.79,1712924.24,C369751660,1433244.66,2409459.21,0,0,L01_02183,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.363
L01_002184,326,TRANSFER,12085468.97,C1677638789,27408731.11,15323262.14,C835472519,17683406.46,29768875.43,0,0,L01_02184,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4409
L01_002185,203,TRANSFER,2041007.17,C1413005619,4674950.27,2633943.1,C348256295,10759341.78,12800348.95,0,0,L01_02185,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4366
L01_002186,145,TRANSFER,1044600.99,C189642548,2446864.75,1402263.76,C705831080,2228598.28,3273199.27,0,0,L01_02186,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4269
L01_002187,239,TRANSFER,1912505.81,C767447201,3358782.02,1446276.21,C1815712622,2018268.28,3930774.09,0,0,L01_02187,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5694
L01_002188,136,TRANSFER,2622442.7,C1452587793,4711311.29,2088868.59,C1311515272,9802824.43,12425267.13,0,0,L01_02188,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5566
L01_002189,348,TRANSFER,3963574.34,C69187976,7840845.75,3877271.41,C350500421,17598.53,3981172.87,0,0,L01_02189,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5055
L01_002190,260,TRANSFER,1135531.0,C253909625,2714196.87,1578665.87,C548168339,204493.08,1340024.08,0,0,L01_02190,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4184
L01_002191,302,TRANSFER,1422350.52,C1549789539,2581817.47,1159466.95,C613154714,1646456.56,3068807.08,0,0,L01_02191,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5509
L01_002192,18,TRANSFER,1005177.04,C144093973,1683166.53,677989.49,C1339970113,1885398.97,2890576.01,0,0,L01_02192,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5972
L01_002193,178,TRANSFER,3950919.68,C587357334,11675660.37,7724740.69,C733827588,0.0,3950919.68,0,0,L01_02193,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3384
L01_002194,233,TRANSFER,1423962.2,C1232512246,2182895.21,758933.01,C16621358,0.0,1423962.2,0,0,L01_02194,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6523
L01_002195,278,TRANSFER,1658291.99,C1870753449,4484098.0,2825806.01,C408596604,2817105.79,4475397.78,0,0,L01_02195,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3698
L01_002196,360,TRANSFER,5808479.88,C232242151,15578649.29,9770169.41,C12558788,9575707.44,15384187.32,0,0,L01_02196,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3728
L01_002197,326,TRANSFER,1874852.61,C1155966444,3648127.9,1773275.29,C1143992171,4008060.96,5882913.57,0,0,L01_02197,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5139
L01_002198,227,TRANSFER,1796204.32,C1453517872,3059726.15,1263521.83,C1225129404,2793193.75,4589398.07,0,0,L01_02198,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.587
L01_002199,14,TRANSFER,1159450.31,C47694593,1992449.23,832998.92,C333957336,0.0,1159450.31,0,0,L01_02199,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5819
L01_002200,187,TRANSFER,1659172.98,C432232501,4224499.01,2565326.03,C940156715,22231.81,1681404.79,0,0,L01_02200,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3928
L01_002201,133,TRANSFER,1443430.22,C1089637618,3556915.02,2113484.8,C708813800,7197351.33,8640781.55,0,0,L01_02201,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4058
L01_002202,309,TRANSFER,10627181.21,C380091631,28418342.0,17791160.79,C160585452,12326587.49,22953768.7,0,0,L01_02202,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.374
L01_002203,6,TRANSFER,991960.06,C826884252,2882855.91,1890895.85,C1504109395,1665902.1,2657862.16,0,0,L01_02203,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3441
L01_002204,212,TRANSFER,904009.22,C131354106,2294276.9,1390267.68,C1585827223,1896373.35,2800382.57,0,0,L01_02204,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.394
L01_002205,328,TRANSFER,2425098.34,C1218710066,4204580.46,1779482.12,C119512257,1740574.01,4165672.35,0,0,L01_02205,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5768
L01_002206,403,TRANSFER,5049282.1,C1299526712,9417738.82,4368456.72,C1991221714,12740625.84,17789907.94,0,0,L01_02206,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5361
L01_002207,404,TRANSFER,1257177.72,C1260820576,3473947.37,2216769.65,C1545420846,1314996.7,2572174.42,0,0,L01_02207,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3619
L01_002208,305,TRANSFER,1706574.53,C1588976733,3095656.42,1389081.89,C146141464,10000000.0,11706574.53,0,0,L01_02208,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5513
L01_002209,331,TRANSFER,959530.3,C1673648451,1543676.49,584146.19,C2005278295,0.0,959530.3,0,0,L01_02209,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6216
L01_002210,44,TRANSFER,3053552.41,C1699677492,7801582.37,4748029.96,C1262869512,4205434.23,7258986.64,0,0,L01_02210,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3914
L01_002211,297,TRANSFER,1958941.04,C203234483,4121199.66,2162258.62,C1084320881,0.0,1958941.04,0,0,L01_02211,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4753
L01_002212,300,TRANSFER,1302863.74,C1214983080,3752325.85,2449462.11,C464742455,3963141.77,5266005.51,0,0,L01_02212,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3472
