record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,transaction_position,transaction_count_in_scenario,combined_scenario_amount,step_gap_from_previous,balance_usage_ratio,behavior_pattern
L05_001562,228,TRANSFER,51.15,C1788773245,1023.0,971.85,C_LEGIT_337239729,0.0,51.15,0,0,L05_00224,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,308.6,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001563,230,TRANSFER,48.59,C1788773245,971.85,923.26,C_LEGIT_727462054,0.0,48.59,0,0,L05_00224,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,308.6,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_001564,247,TRANSFER,46.16,C1788773245,923.26,877.1,C_LEGIT_275616147,0.0,46.16,0,0,L05_00224,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,308.6,17,0.05,NORMAL_REPEATED_ACTIVITY
L05_001565,263,TRANSFER,43.86,C1788773245,877.1,833.24,C_LEGIT_940298375,0.0,43.86,0,0,L05_00224,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,308.6,16,0.05,NORMAL_REPEATED_ACTIVITY
L05_001566,279,TRANSFER,41.66,C1788773245,833.24,791.58,C_LEGIT_550998415,0.0,41.66,0,0,L05_00224,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,308.6,16,0.05,NORMAL_REPEATED_ACTIVITY
L05_001567,286,TRANSFER,39.58,C1788773245,791.58,752.0,C_LEGIT_597435809,0.0,39.58,0,0,L05_00224,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,308.6,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_001568,305,TRANSFER,37.6,C1788773245,752.0,714.4,C_LEGIT_851218828,0.0,37.6,0,0,L05_00224,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,308.6,19,0.05,NORMAL_REPEATED_ACTIVITY
L05_001569,184,TRANSFER,14.45,C274918855,289.0,274.55,C_LEGIT_292980128,0.0,14.45,0,0,L05_00225,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,87.18,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001570,189,TRANSFER,13.73,C274918855,274.55,260.82,C_LEGIT_918868335,0.0,13.73,0,0,L05_00225,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,87.18,5,0.05,NORMAL_REPEATED_ACTIVITY
L05_001571,209,TRANSFER,13.04,C274918855,260.82,247.78,C_LEGIT_274836361,0.0,13.04,0,0,L05_00225,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,87.18,20,0.05,NORMAL_REPEATED_ACTIVITY
L05_001572,233,TRANSFER,12.39,C274918855,247.78,235.39,C_LEGIT_141049622,0.0,12.39,0,0,L05_00225,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,87.18,24,0.05,NORMAL_REPEATED_ACTIVITY
L05_001573,241,TRANSFER,11.77,C274918855,235.39,223.62,C_LEGIT_344187354,0.0,11.77,0,0,L05_00225,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,87.18,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_001574,248,TRANSFER,11.18,C274918855,223.62,212.44,C_LEGIT_351651322,0.0,11.18,0,0,L05_00225,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,87.18,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_001575,256,TRANSFER,10.62,C274918855,212.44,201.82,C_LEGIT_655220784,0.0,10.62,0,0,L05_00225,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,87.18,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_001576,220,TRANSFER,133466.73,C1657216546,7252881.38,7119414.65,C_LEGIT_769881457,0.0,133466.73,0,0,L05_00226,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,943630.41,0,0.0184,NORMAL_REPEATED_ACTIVITY
L05_001577,225,TRANSFER,132572.17,C1657216546,7119414.65,6986842.48,C_LEGIT_285923698,0.0,132572.17,0,0,L05_00226,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,943630.41,5,0.0186,NORMAL_REPEATED_ACTIVITY
L05_001578,230,TRANSFER,153007.37,C1657216546,6986842.48,6833835.11,C_LEGIT_345671624,0.0,153007.37,0,0,L05_00226,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,943630.41,5,0.0219,NORMAL_REPEATED_ACTIVITY
L05_001579,266,TRANSFER,106507.91,C1657216546,6833835.11,6727327.2,C_LEGIT_866407424,0.0,106507.91,0,0,L05_00226,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,943630.41,36,0.0156,NORMAL_REPEATED_ACTIVITY
L05_001580,293,TRANSFER,116665.36,C1657216546,6727327.2,6610661.84,C_LEGIT_535320558,0.0,116665.36,0,0,L05_00226,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,943630.41,27,0.0173,NORMAL_REPEATED_ACTIVITY
L05_001581,297,TRANSFER,166972.71,C1657216546,6610661.84,6443689.13,C_LEGIT_456324075,0.0,166972.71,0,0,L05_00226,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,943630.41,4,0.0253,NORMAL_REPEATED_ACTIVITY
L05_001582,309,TRANSFER,134438.16,C1657216546,6443689.13,6309250.97,C_LEGIT_586298373,0.0,134438.16,0,0,L05_00226,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,943630.41,12,0.0209,NORMAL_REPEATED_ACTIVITY
L05_001583,313,TRANSFER,1062.85,C2095231123,21257.0,20194.15,C_LEGIT_634880714,0.0,1062.85,0,0,L05_00227,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,6412.44,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001584,322,TRANSFER,1009.71,C2095231123,20194.15,19184.44,C_LEGIT_400216922,0.0,1009.71,0,0,L05_00227,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,6412.44,9,0.05,NORMAL_REPEATED_ACTIVITY
L05_001585,336,TRANSFER,959.22,C2095231123,19184.44,18225.22,C_LEGIT_332768469,0.0,959.22,0,0,L05_00227,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,6412.44,14,0.05,NORMAL_REPEATED_ACTIVITY
L05_001586,339,TRANSFER,911.26,C2095231123,18225.22,17313.96,C_LEGIT_104350958,0.0,911.26,0,0,L05_00227,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,6412.44,3,0.05,NORMAL_REPEATED_ACTIVITY
L05_001587,349,TRANSFER,865.7,C2095231123,17313.96,16448.26,C_LEGIT_456383761,0.0,865.7,0,0,L05_00227,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,6412.44,10,0.05,NORMAL_REPEATED_ACTIVITY
L05_001588,366,TRANSFER,822.41,C2095231123,16448.26,15625.85,C_LEGIT_631663024,0.0,822.41,0,0,L05_00227,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,6412.44,17,0.05,NORMAL_REPEATED_ACTIVITY
L05_001589,391,TRANSFER,781.29,C2095231123,15625.85,14844.56,C_LEGIT_651191195,0.0,781.29,0,0,L05_00227,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,6412.44,25,0.05,NORMAL_REPEATED_ACTIVITY
L05_001590,402,TRANSFER,1060.35,C2041975745,21207.0,20146.65,C_LEGIT_902343499,0.0,1060.35,0,0,L05_00228,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,6397.36,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001591,421,TRANSFER,1007.33,C2041975745,20146.65,19139.32,C_LEGIT_644474988,0.0,1007.33,0,0,L05_00228,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,6397.36,19,0.05,NORMAL_REPEATED_ACTIVITY
L05_001592,429,TRANSFER,956.97,C2041975745,19139.32,18182.35,C_LEGIT_466695959,0.0,956.97,0,0,L05_00228,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,6397.36,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_001593,431,TRANSFER,909.12,C2041975745,18182.35,17273.23,C_LEGIT_545287768,0.0,909.12,0,0,L05_00228,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,6397.36,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_001594,438,TRANSFER,863.66,C2041975745,17273.23,16409.57,C_LEGIT_375437649,0.0,863.66,0,0,L05_00228,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,6397.36,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_001595,440,TRANSFER,820.48,C2041975745,16409.57,15589.09,C_LEGIT_593769794,0.0,820.48,0,0,L05_00228,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,6397.36,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_001596,449,TRANSFER,779.45,C2041975745,15589.09,14809.64,C_LEGIT_936569988,0.0,779.45,0,0,L05_00228,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,6397.36,9,0.05,NORMAL_REPEATED_ACTIVITY
L05_001597,423,TRANSFER,2582.45,C40590407,51649.0,49066.55,C_LEGIT_882278350,0.0,2582.45,0,0,L05_00229,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,15580.58,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001598,445,TRANSFER,2453.33,C40590407,49066.55,46613.22,C_LEGIT_281938807,0.0,2453.33,0,0,L05_00229,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,15580.58,22,0.05,NORMAL_REPEATED_ACTIVITY
L05_001599,472,TRANSFER,2330.66,C40590407,46613.22,44282.56,C_LEGIT_792694558,0.0,2330.66,0,0,L05_00229,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,15580.58,27,0.05,NORMAL_REPEATED_ACTIVITY
L05_001600,475,TRANSFER,2214.13,C40590407,44282.56,42068.43,C_LEGIT_372794838,0.0,2214.13,0,0,L05_00229,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,15580.58,3,0.05,NORMAL_REPEATED_ACTIVITY
L05_001601,479,TRANSFER,2103.42,C40590407,42068.43,39965.01,C_LEGIT_752764203,0.0,2103.42,0,0,L05_00229,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,15580.58,4,0.05,NORMAL_REPEATED_ACTIVITY
L05_001602,486,TRANSFER,1998.25,C40590407,39965.01,37966.76,C_LEGIT_674722881,0.0,1998.25,0,0,L05_00229,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,15580.58,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_001603,494,TRANSFER,1898.34,C40590407,37966.76,36068.42,C_LEGIT_696310200,0.0,1898.34,0,0,L05_00229,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,15580.58,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_001604,369,TRANSFER,3549.74,C1923604063,70994.84,67445.1,C_LEGIT_160533167,0.0,3549.74,0,0,L05_00230,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,21416.49,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001605,373,TRANSFER,3372.25,C1923604063,67445.1,64072.85,C_LEGIT_657513767,0.0,3372.25,0,0,L05_00230,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,21416.49,4,0.05,NORMAL_REPEATED_ACTIVITY
L05_001606,392,TRANSFER,3203.64,C1923604063,64072.85,60869.21,C_LEGIT_768152708,0.0,3203.64,0,0,L05_00230,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,21416.49,19,0.05,NORMAL_REPEATED_ACTIVITY
L05_001607,422,TRANSFER,3043.46,C1923604063,60869.21,57825.75,C_LEGIT_470775561,0.0,3043.46,0,0,L05_00230,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,21416.49,30,0.05,NORMAL_REPEATED_ACTIVITY
L05_001608,424,TRANSFER,2891.29,C1923604063,57825.75,54934.46,C_LEGIT_164566785,0.0,2891.29,0,0,L05_00230,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,21416.49,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_001609,428,TRANSFER,2746.72,C1923604063,54934.46,52187.74,C_LEGIT_667768620,0.0,2746.72,0,0,L05_00230,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,21416.49,4,0.05,NORMAL_REPEATED_ACTIVITY
L05_001610,453,TRANSFER,2609.39,C1923604063,52187.74,49578.35,C_LEGIT_880309361,0.0,2609.39,0,0,L05_00230,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,21416.49,25,0.05,NORMAL_REPEATED_ACTIVITY
L05_001611,252,TRANSFER,5063.45,C201472543,101269.0,96205.55,C_LEGIT_407100228,0.0,5063.45,0,0,L05_00231,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,30549.08,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001612,260,TRANSFER,4810.28,C201472543,96205.55,91395.27,C_LEGIT_484389079,0.0,4810.28,0,0,L05_00231,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,30549.08,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_001613,263,TRANSFER,4569.76,C201472543,91395.27,86825.51,C_LEGIT_703274269,0.0,4569.76,0,0,L05_00231,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,30549.08,3,0.05,NORMAL_REPEATED_ACTIVITY
L05_001614,284,TRANSFER,4341.28,C201472543,86825.51,82484.23,C_LEGIT_463297971,0.0,4341.28,0,0,L05_00231,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,30549.08,21,0.05,NORMAL_REPEATED_ACTIVITY
L05_001615,286,TRANSFER,4124.21,C201472543,82484.23,78360.02,C_LEGIT_709981887,0.0,4124.21,0,0,L05_00231,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,30549.08,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_001616,299,TRANSFER,3918.0,C201472543,78360.02,74442.02,C_LEGIT_116392221,0.0,3918.0,0,0,L05_00231,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,30549.08,13,0.05,NORMAL_REPEATED_ACTIVITY
L05_001617,306,TRANSFER,3722.1,C201472543,74442.02,70719.92,C_LEGIT_228235115,0.0,3722.1,0,0,L05_00231,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,30549.08,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_001618,316,TRANSFER,618.2,C1448137174,12364.0,11745.8,C_LEGIT_805616004,0.0,618.2,0,0,L05_00232,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,3729.76,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001619,324,TRANSFER,587.29,C1448137174,11745.8,11158.51,C_LEGIT_915306397,0.0,587.29,0,0,L05_00232,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,3729.76,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_001620,334,TRANSFER,557.93,C1448137174,11158.51,10600.58,C_LEGIT_713700260,0.0,557.93,0,0,L05_00232,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,3729.76,10,0.05,NORMAL_REPEATED_ACTIVITY
L05_001621,348,TRANSFER,530.03,C1448137174,10600.58,10070.55,C_LEGIT_919765566,0.0,530.03,0,0,L05_00232,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,3729.76,14,0.05,NORMAL_REPEATED_ACTIVITY
L05_001622,355,TRANSFER,503.53,C1448137174,10070.55,9567.02,C_LEGIT_819122878,0.0,503.53,0,0,L05_00232,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,3729.76,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_001623,375,TRANSFER,478.35,C1448137174,9567.02,9088.67,C_LEGIT_527750264,0.0,478.35,0,0,L05_00232,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,3729.76,20,0.05,NORMAL_REPEATED_ACTIVITY
L05_001624,394,TRANSFER,454.43,C1448137174,9088.67,8634.24,C_LEGIT_814830194,0.0,454.43,0,0,L05_00232,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,3729.76,19,0.05,NORMAL_REPEATED_ACTIVITY
L05_001625,192,TRANSFER,576.7,C874254569,11534.0,10957.3,C_LEGIT_467518306,0.0,576.7,0,0,L05_00233,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,3479.39,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001626,201,TRANSFER,547.87,C874254569,10957.3,10409.43,C_LEGIT_851777344,0.0,547.87,0,0,L05_00233,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,3479.39,9,0.05,NORMAL_REPEATED_ACTIVITY
L05_001627,229,TRANSFER,520.47,C874254569,10409.43,9888.96,C_LEGIT_775260887,0.0,520.47,0,0,L05_00233,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,3479.39,28,0.05,NORMAL_REPEATED_ACTIVITY
L05_001628,233,TRANSFER,494.45,C874254569,9888.96,9394.51,C_LEGIT_238529430,0.0,494.45,0,0,L05_00233,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,3479.39,4,0.05,NORMAL_REPEATED_ACTIVITY
L05_001629,238,TRANSFER,469.73,C874254569,9394.51,8924.78,C_LEGIT_483183336,0.0,469.73,0,0,L05_00233,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,3479.39,5,0.05,NORMAL_REPEATED_ACTIVITY
L05_001630,252,TRANSFER,446.24,C874254569,8924.78,8478.54,C_LEGIT_288260672,0.0,446.24,0,0,L05_00233,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,3479.39,14,0.05,NORMAL_REPEATED_ACTIVITY
L05_001631,256,TRANSFER,423.93,C874254569,8478.54,8054.61,C_LEGIT_922874109,0.0,423.93,0,0,L05_00233,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,3479.39,4,0.05,NORMAL_REPEATED_ACTIVITY
L05_001632,369,TRANSFER,28755.77,C1423188652,575115.35,546359.58,C_LEGIT_671045432,0.0,28755.77,0,0,L05_00234,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,173490.85,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001633,392,TRANSFER,27317.98,C1423188652,546359.58,519041.6,C_LEGIT_663318318,0.0,27317.98,0,0,L05_00234,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,173490.85,23,0.05,NORMAL_REPEATED_ACTIVITY
L05_001634,395,TRANSFER,25952.08,C1423188652,519041.6,493089.52,C_LEGIT_281730487,0.0,25952.08,0,0,L05_00234,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,173490.85,3,0.05,NORMAL_REPEATED_ACTIVITY
L05_001635,419,TRANSFER,24654.48,C1423188652,493089.52,468435.04,C_LEGIT_975028497,0.0,24654.48,0,0,L05_00234,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,173490.85,24,0.05,NORMAL_REPEATED_ACTIVITY
L05_001636,426,TRANSFER,23421.75,C1423188652,468435.04,445013.29,C_LEGIT_821467880,0.0,23421.75,0,0,L05_00234,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,173490.85,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_001637,443,TRANSFER,22250.66,C1423188652,445013.29,422762.63,C_LEGIT_678533728,0.0,22250.66,0,0,L05_00234,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,173490.85,17,0.05,NORMAL_REPEATED_ACTIVITY
L05_001638,445,TRANSFER,21138.13,C1423188652,422762.63,401624.5,C_LEGIT_134317286,0.0,21138.13,0,0,L05_00234,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,173490.85,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_001639,651,TRANSFER,532.2,C1841215851,10644.0,10111.8,C_LEGIT_202349343,0.0,532.2,0,0,L05_00235,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,3210.91,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_001640,667,TRANSFER,505.59,C1841215851,10111.8,9606.21,C_LEGIT_133329266,0.0,505.59,0,0,L05_00235,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,3210.91,16,0.05,NORMAL_REPEATED_ACTIVITY
L05_001641,686,TRANSFER,480.31,C1841215851,9606.21,9125.9,C_LEGIT_961704682,0.0,480.31,0,0,L05_00235,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,3210.91,19,0.05,NORMAL_REPEATED_ACTIVITY
L05_001642,690,TRANSFER,456.3,C1841215851,9125.9,8669.6,C_LEGIT_905946542,0.0,456.3,0,0,L05_00235,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,3210.91,4,0.05,NORMAL_REPEATED_ACTIVITY
L05_001643,691,TRANSFER,433.48,C1841215851,8669.6,8236.12,C_LEGIT_815727670,0.0,433.48,0,0,L05_00235,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,3210.91,1,0.05,NORMAL_REPEATED_ACTIVITY
L05_001644,711,TRANSFER,411.81,C1841215851,8236.12,7824.31,C_LEGIT_341891008,0.0,411.81,0,0,L05_00235,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,3210.91,20,0.05,NORMAL_REPEATED_ACTIVITY
L05_001645,739,TRANSFER,391.22,C1841215851,7824.31,7433.09,C_LEGIT_769106652,0.0,391.22,0,0,L05_00235,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,3210.91,28,0.05,NORMAL_REPEATED_ACTIVITY
L05_001646,256,TRANSFER,5978.0,C1806286831,249439.1,243461.1,C_LEGIT_971662585,0.0,5978.0,0,0,L05_00236,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,48900.59,0,0.024,NORMAL_REPEATED_ACTIVITY
L05_001647,289,TRANSFER,5930.67,C1806286831,243461.1,237530.43,C_LEGIT_118687994,0.0,5930.67,0,0,L05_00236,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,48900.59,33,0.0244,NORMAL_REPEATED_ACTIVITY
L05_001648,301,TRANSFER,6557.03,C1806286831,237530.43,230973.4,C_LEGIT_179363940,0.0,6557.03,0,0,L05_00236,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,48900.59,12,0.0276,NORMAL_REPEATED_ACTIVITY
L05_001649,303,TRANSFER,8810.87,C1806286831,230973.4,222162.53,C_LEGIT_684377476,0.0,8810.87,0,0,L05_00236,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,48900.59,2,0.0381,NORMAL_REPEATED_ACTIVITY
