record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,chain_position,senders_in_scenario,common_destination,balance_usage_ratio
S08_002145,683,TRANSFER,813608.3,C1189566998,3093145.81,2279537.51,C_SYN_673846447,0.0,813608.3,1,0,S08_00429,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_673846447,0.263
S08_002146,14,TRANSFER,273531.02,C1822976151,1227497.64,953966.62,C_SYN_491302935,0.0,273531.02,1,0,S08_00430,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_491302935,0.2228
S08_002147,13,TRANSFER,813608.3,C2140955139,3964475.86,3150867.56,C_SYN_491302935,0.0,813608.3,1,0,S08_00430,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_491302935,0.2052
S08_002148,11,TRANSFER,813608.3,C2046212236,2911496.72,2097888.42,C_SYN_491302935,0.0,813608.3,1,0,S08_00430,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_491302935,0.2794
S08_002149,15,TRANSFER,813608.3,C918021535,3822838.85,3009230.55,C_SYN_491302935,0.0,813608.3,1,0,S08_00430,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_491302935,0.2128
S08_002150,12,TRANSFER,78633.29,C730438289,374923.13,296289.84,C_SYN_491302935,0.0,78633.29,1,0,S08_00430,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_491302935,0.2097
S08_002151,79,TRANSFER,294189.03,C795583399,1306485.01,1012295.98,C_SYN_259272248,0.0,294189.03,1,0,S08_00431,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_259272248,0.2252
S08_002152,79,TRANSFER,813608.3,C129173266,3075733.04,2262124.74,C_SYN_259272248,0.0,813608.3,1,0,S08_00431,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_259272248,0.2645
S08_002153,78,TRANSFER,813608.3,C452246325,3738250.07,2924641.77,C_SYN_259272248,0.0,813608.3,1,0,S08_00431,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_259272248,0.2176
S08_002154,79,TRANSFER,240148.62,C1027889278,972133.68,731985.06,C_SYN_259272248,0.0,240148.62,1,0,S08_00431,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_259272248,0.247
S08_002155,77,TRANSFER,813608.3,C1007841851,3131501.7,2317893.4,C_SYN_259272248,0.0,813608.3,1,0,S08_00431,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_259272248,0.2598
S08_002156,575,TRANSFER,40049.77,C1555914661,195760.56,155710.79,C_SYN_426873029,0.0,40049.77,1,0,S08_00432,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_426873029,0.2046
S08_002157,574,TRANSFER,813608.3,C1257033537,3931687.5,3118079.2,C_SYN_426873029,0.0,813608.3,1,0,S08_00432,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_426873029,0.2069
S08_002158,573,TRANSFER,813608.3,C240453053,3077676.62,2264068.32,C_SYN_426873029,0.0,813608.3,1,0,S08_00432,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_426873029,0.2644
S08_002159,578,TRANSFER,813608.3,C1226790883,3258168.14,2444559.84,C_SYN_426873029,0.0,813608.3,1,0,S08_00432,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_426873029,0.2497
S08_002160,573,TRANSFER,189078.73,C51044174,686199.64,497120.91,C_SYN_426873029,0.0,189078.73,1,0,S08_00432,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_426873029,0.2755
S08_002161,14,TRANSFER,233691.2,C303254519,935035.18,701343.98,C_SYN_720349969,0.0,233691.2,1,0,S08_00433,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_720349969,0.2499
S08_002162,12,TRANSFER,789356.83,C1635043471,3111569.63,2322212.8,C_SYN_720349969,0.0,789356.83,1,0,S08_00433,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_720349969,0.2537
S08_002163,12,TRANSFER,813608.3,C1359401876,3717800.57,2904192.27,C_SYN_720349969,0.0,813608.3,1,0,S08_00433,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_720349969,0.2188
S08_002164,13,TRANSFER,266332.14,C1829103316,932802.16,666470.02,C_SYN_720349969,0.0,266332.14,1,0,S08_00433,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_720349969,0.2855
S08_002165,15,TRANSFER,211567.47,C966321708,816698.54,605131.07,C_SYN_720349969,0.0,211567.47,1,0,S08_00433,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_720349969,0.2591
S08_002166,517,TRANSFER,637892.45,C669412993,2380781.81,1742889.36,C_SYN_889470360,0.0,637892.45,1,0,S08_00434,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_889470360,0.2679
S08_002167,519,TRANSFER,383948.87,C1111836717,1411025.03,1027076.16,C_SYN_889470360,0.0,383948.87,1,0,S08_00434,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_889470360,0.2721
S08_002168,517,TRANSFER,813608.3,C1787105861,3360506.9,2546898.6,C_SYN_889470360,0.0,813608.3,1,0,S08_00434,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_889470360,0.2421
S08_002169,514,TRANSFER,384744.82,C1242175696,1444383.46,1059638.64,C_SYN_889470360,0.0,384744.82,1,0,S08_00434,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_889470360,0.2664
S08_002170,517,TRANSFER,356703.44,C1638347245,1626640.95,1269937.51,C_SYN_889470360,0.0,356703.44,1,0,S08_00434,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_889470360,0.2193
S08_002171,520,TRANSFER,337445.25,C1019601527,1627351.13,1289905.88,C_SYN_617506779,0.0,337445.25,1,0,S08_00435,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_617506779,0.2074
S08_002172,521,TRANSFER,59818.56,C2022433273,287768.67,227950.11,C_SYN_617506779,0.0,59818.56,1,0,S08_00435,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_617506779,0.2079
S08_002173,522,TRANSFER,813608.3,C841748102,3348368.82,2534760.52,C_SYN_617506779,0.0,813608.3,1,0,S08_00435,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_617506779,0.243
S08_002174,524,TRANSFER,813608.3,C643077645,3197871.31,2384263.01,C_SYN_617506779,0.0,813608.3,1,0,S08_00435,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_617506779,0.2544
S08_002175,522,TRANSFER,813608.3,C1972455091,3401646.06,2588037.76,C_SYN_617506779,0.0,813608.3,1,0,S08_00435,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_617506779,0.2392
S08_002176,324,TRANSFER,813608.3,C2105244641,3323987.49,2510379.19,C_SYN_599249778,0.0,813608.3,1,0,S08_00436,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_599249778,0.2448
S08_002177,321,TRANSFER,658437.9,C1534323067,3064147.18,2405709.28,C_SYN_599249778,0.0,658437.9,1,0,S08_00436,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_599249778,0.2149
S08_002178,319,TRANSFER,187646.71,C1022630107,806922.19,619275.48,C_SYN_599249778,0.0,187646.71,1,0,S08_00436,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_599249778,0.2325
S08_002179,319,TRANSFER,813608.3,C2127868905,3106695.17,2293086.87,C_SYN_599249778,0.0,813608.3,1,0,S08_00436,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_599249778,0.2619
S08_002180,321,TRANSFER,712688.15,C1819754603,2619215.8,1906527.65,C_SYN_599249778,0.0,712688.15,1,0,S08_00436,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_599249778,0.2721
S08_002181,555,TRANSFER,813608.3,C1466956600,2953498.16,2139889.86,C_SYN_901312983,0.0,813608.3,1,0,S08_00437,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_901312983,0.2755
S08_002182,560,TRANSFER,40831.61,C301439680,145136.41,104304.8,C_SYN_901312983,0.0,40831.61,1,0,S08_00437,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_901312983,0.2813
S08_002183,555,TRANSFER,813608.3,C596895684,3656501.01,2842892.71,C_SYN_901312983,0.0,813608.3,1,0,S08_00437,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_901312983,0.2225
S08_002184,557,TRANSFER,214512.16,C1996863075,912223.42,697711.26,C_SYN_901312983,0.0,214512.16,1,0,S08_00437,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_901312983,0.2352
S08_002185,560,TRANSFER,99373.49,C1415238336,425989.39,326615.9,C_SYN_901312983,0.0,99373.49,1,0,S08_00437,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_901312983,0.2333
S08_002186,107,TRANSFER,68933.2,C930241183,341842.02,272908.82,C_SYN_226628578,0.0,68933.2,1,0,S08_00438,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_226628578,0.2017
S08_002187,107,TRANSFER,328413.49,C839824347,1490773.15,1162359.66,C_SYN_226628578,0.0,328413.49,1,0,S08_00438,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_226628578,0.2203
S08_002188,109,TRANSFER,63486.69,C732183903,263924.8,200438.11,C_SYN_226628578,0.0,63486.69,1,0,S08_00438,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_226628578,0.2405
S08_002189,107,TRANSFER,240250.93,C1885593156,1080804.33,840553.4,C_SYN_226628578,0.0,240250.93,1,0,S08_00438,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_226628578,0.2223
S08_002190,106,TRANSFER,813608.3,C861391825,2932209.13,2118600.83,C_SYN_226628578,0.0,813608.3,1,0,S08_00438,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_226628578,0.2775
S08_002191,258,TRANSFER,191070.39,C831851165,797662.7,606592.31,C_SYN_571110942,0.0,191070.39,1,0,S08_00439,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_571110942,0.2395
S08_002192,258,TRANSFER,683260.06,C1169815425,3008374.93,2325114.87,C_SYN_571110942,0.0,683260.06,1,0,S08_00439,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_571110942,0.2271
S08_002193,257,TRANSFER,265773.73,C530045216,1036916.91,771143.18,C_SYN_571110942,0.0,265773.73,1,0,S08_00439,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_571110942,0.2563
S08_002194,253,TRANSFER,219950.02,C1874713268,1065522.59,845572.57,C_SYN_571110942,0.0,219950.02,1,0,S08_00439,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_571110942,0.2064
S08_002195,254,TRANSFER,525369.26,C1728709251,1908750.53,1383381.27,C_SYN_571110942,0.0,525369.26,1,0,S08_00439,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_571110942,0.2752
S08_002196,618,TRANSFER,813608.3,C558860527,3139758.98,2326150.68,C_SYN_403310195,0.0,813608.3,1,0,S08_00440,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_403310195,0.2591
S08_002197,622,TRANSFER,813608.3,C711020061,3030418.93,2216810.63,C_SYN_403310195,0.0,813608.3,1,0,S08_00440,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_403310195,0.2685
S08_002198,618,TRANSFER,444894.54,C1231272197,1754782.03,1309887.49,C_SYN_403310195,0.0,444894.54,1,0,S08_00440,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_403310195,0.2535
S08_002199,621,TRANSFER,240413.13,C1853995328,1132955.71,892542.58,C_SYN_403310195,0.0,240413.13,1,0,S08_00440,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_403310195,0.2122
S08_002200,620,TRANSFER,361742.84,C2032262875,1750931.19,1389188.35,C_SYN_403310195,0.0,361742.84,1,0,S08_00440,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_403310195,0.2066
S08_002201,404,TRANSFER,486143.97,C862915706,1796533.85,1310389.88,C_SYN_884431499,0.0,486143.97,1,0,S08_00441,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_884431499,0.2706
S08_002202,406,TRANSFER,813608.3,C1700176356,3913428.51,3099820.21,C_SYN_884431499,0.0,813608.3,1,0,S08_00441,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_884431499,0.2079
S08_002203,408,TRANSFER,58100.0,C1549564854,214828.49,156728.49,C_SYN_884431499,0.0,58100.0,1,0,S08_00441,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_884431499,0.2704
S08_002204,409,TRANSFER,813608.3,C1730811201,3486097.59,2672489.29,C_SYN_884431499,0.0,813608.3,1,0,S08_00441,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_884431499,0.2334
S08_002205,409,TRANSFER,728493.26,C1226536635,3126233.71,2397740.45,C_SYN_884431499,0.0,728493.26,1,0,S08_00441,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_884431499,0.233
S08_002206,164,TRANSFER,468407.97,C832956405,2127133.09,1658725.12,C_SYN_110074698,0.0,468407.97,1,0,S08_00442,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_110074698,0.2202
S08_002207,167,TRANSFER,813608.3,C563910229,3210571.57,2396963.27,C_SYN_110074698,0.0,813608.3,1,0,S08_00442,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_110074698,0.2534
S08_002208,165,TRANSFER,174577.03,C45820020,630066.73,455489.7,C_SYN_110074698,0.0,174577.03,1,0,S08_00442,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_110074698,0.2771
S08_002209,164,TRANSFER,130278.8,C638745285,537125.44,406846.64,C_SYN_110074698,0.0,130278.8,1,0,S08_00442,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_110074698,0.2425
S08_002210,164,TRANSFER,500172.88,C1225505650,2172158.5,1671985.62,C_SYN_110074698,0.0,500172.88,1,0,S08_00442,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_110074698,0.2303
S08_002211,258,TRANSFER,251723.12,C1675987267,992305.64,740582.52,C_SYN_553247031,0.0,251723.12,1,0,S08_00443,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_553247031,0.2537
S08_002212,255,TRANSFER,781575.9,C1294517475,2740104.41,1958528.51,C_SYN_553247031,0.0,781575.9,1,0,S08_00443,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_553247031,0.2852
S08_002213,253,TRANSFER,742198.33,C12958453,3109082.92,2366884.59,C_SYN_553247031,0.0,742198.33,1,0,S08_00443,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_553247031,0.2387
S08_002214,255,TRANSFER,813608.3,C761732616,3173680.86,2360072.56,C_SYN_553247031,0.0,813608.3,1,0,S08_00443,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_553247031,0.2564
S08_002215,256,TRANSFER,103063.65,C1656221837,500364.79,397301.14,C_SYN_553247031,0.0,103063.65,1,0,S08_00443,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_553247031,0.206
S08_002216,150,TRANSFER,231925.35,C1268575268,857121.21,625195.86,C_SYN_910321919,0.0,231925.35,1,0,S08_00444,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_910321919,0.2706
S08_002217,154,TRANSFER,284784.45,C1509546835,1298057.36,1013272.91,C_SYN_910321919,0.0,284784.45,1,0,S08_00444,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_910321919,0.2194
S08_002218,152,TRANSFER,50641.97,C574511141,244613.95,193971.98,C_SYN_910321919,0.0,50641.97,1,0,S08_00444,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_910321919,0.207
S08_002219,151,TRANSFER,638916.15,C1261404194,2269900.08,1630983.93,C_SYN_910321919,0.0,638916.15,1,0,S08_00444,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_910321919,0.2815
S08_002220,154,TRANSFER,211363.71,C891632776,745254.08,533890.37,C_SYN_910321919,0.0,211363.71,1,0,S08_00444,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_910321919,0.2836
S08_002221,239,TRANSFER,699554.23,C1082776453,2683072.97,1983518.74,C_SYN_562843457,0.0,699554.23,1,0,S08_00445,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_562843457,0.2607
S08_002222,243,TRANSFER,308763.06,C962776278,1152462.14,843699.08,C_SYN_562843457,0.0,308763.06,1,0,S08_00445,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_562843457,0.2679
S08_002223,240,TRANSFER,74957.26,C2142548606,368464.49,293507.23,C_SYN_562843457,0.0,74957.26,1,0,S08_00445,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_562843457,0.2034
S08_002224,239,TRANSFER,366100.56,C678758026,1524026.02,1157925.46,C_SYN_562843457,0.0,366100.56,1,0,S08_00445,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_562843457,0.2402
S08_002225,241,TRANSFER,243249.8,C1542105987,1139616.01,896366.21,C_SYN_562843457,0.0,243249.8,1,0,S08_00445,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_562843457,0.2134
S08_002226,637,TRANSFER,648534.95,C666616702,3128084.21,2479549.26,C_SYN_544381158,0.0,648534.95,1,0,S08_00446,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_544381158,0.2073
S08_002227,637,TRANSFER,479422.34,C1873752843,2391957.05,1912534.71,C_SYN_544381158,0.0,479422.34,1,0,S08_00446,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_544381158,0.2004
S08_002228,637,TRANSFER,475969.83,C1689608365,1747416.46,1271446.63,C_SYN_544381158,0.0,475969.83,1,0,S08_00446,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_544381158,0.2724
S08_002229,640,TRANSFER,212943.95,C1830932543,800949.49,588005.54,C_SYN_544381158,0.0,212943.95,1,0,S08_00446,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_544381158,0.2659
S08_002230,638,TRANSFER,813608.3,C795499517,3868947.59,3055339.29,C_SYN_544381158,0.0,813608.3,1,0,S08_00446,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_544381158,0.2103
S08_002231,226,TRANSFER,214094.11,C180949126,802016.96,587922.85,C_SYN_258255163,0.0,214094.11,1,0,S08_00447,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_258255163,0.2669
S08_002232,230,TRANSFER,407254.34,C1244061700,1978700.27,1571445.93,C_SYN_258255163,0.0,407254.34,1,0,S08_00447,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_258255163,0.2058
S08_002233,226,TRANSFER,572338.76,C1104965929,2527503.86,1955165.1,C_SYN_258255163,0.0,572338.76,1,0,S08_00447,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_258255163,0.2264
S08_002234,228,TRANSFER,170831.04,C1823325670,728937.52,558106.48,C_SYN_258255163,0.0,170831.04,1,0,S08_00447,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_258255163,0.2344
S08_002235,227,TRANSFER,813608.3,C1566278834,3048668.69,2235060.39,C_SYN_258255163,0.0,813608.3,1,0,S08_00447,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_258255163,0.2669
S08_002236,427,TRANSFER,185947.65,C528801459,738039.23,552091.58,C_SYN_773954533,0.0,185947.65,1,0,S08_00448,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_773954533,0.2519
S08_002237,430,TRANSFER,418696.29,C945386484,1688402.38,1269706.09,C_SYN_773954533,0.0,418696.29,1,0,S08_00448,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_773954533,0.248
S08_002238,430,TRANSFER,48123.82,C1000669457,191239.43,143115.61,C_SYN_773954533,0.0,48123.82,1,0,S08_00448,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_773954533,0.2516
S08_002239,427,TRANSFER,813608.3,C1130458051,3797523.94,2983915.64,C_SYN_773954533,0.0,813608.3,1,0,S08_00448,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_773954533,0.2142
S08_002240,427,TRANSFER,272471.87,C1891860576,1301290.31,1028818.44,C_SYN_773954533,0.0,272471.87,1,0,S08_00448,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_773954533,0.2094
S08_002241,266,TRANSFER,489852.75,C234886676,2007278.5,1517425.75,C_SYN_425937468,0.0,489852.75,1,0,S08_00449,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_425937468,0.244
S08_002242,269,TRANSFER,719759.8,C375980964,2799643.67,2079883.87,C_SYN_425937468,0.0,719759.8,1,0,S08_00449,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_425937468,0.2571
S08_002243,268,TRANSFER,813608.3,C899848338,3229428.53,2415820.23,C_SYN_425937468,0.0,813608.3,1,0,S08_00449,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_425937468,0.2519
S08_002244,271,TRANSFER,122749.09,C1756335617,447792.1,325043.01,C_SYN_425937468,0.0,122749.09,1,0,S08_00449,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_425937468,0.2741
S08_002245,268,TRANSFER,813608.3,C1002795777,3115374.59,2301766.29,C_SYN_425937468,0.0,813608.3,1,0,S08_00449,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_425937468,0.2612
S08_002246,321,TRANSFER,813608.3,C1819294499,3750093.12,2936484.82,C_SYN_887056762,0.0,813608.3,1,0,S08_00450,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_887056762,0.217
S08_002247,321,TRANSFER,73330.85,C1907798985,318788.43,245457.58,C_SYN_887056762,0.0,73330.85,1,0,S08_00450,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_887056762,0.23
S08_002248,320,TRANSFER,813608.3,C1522602099,2911178.86,2097570.56,C_SYN_887056762,0.0,813608.3,1,0,S08_00450,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_887056762,0.2795
S08_002249,321,TRANSFER,335329.39,C336860332,1579838.82,1244509.43,C_SYN_887056762,0.0,335329.39,1,0,S08_00450,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_887056762,0.2123
S08_002250,325,TRANSFER,114747.74,C743585027,442163.08,327415.34,C_SYN_887056762,0.0,114747.74,1,0,S08_00450,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_887056762,0.2595
