record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,cycle_position,cycle_length,next_account,balance_usage_ratio
S09_002025,352,TRANSFER,243300.32,C1996448147,1214849.89,971549.57,C157934073,0.0,243300.32,1,0,S09_00507,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C157934073,0.2003
S09_002026,353,TRANSFER,813608.3,C157934073,3117971.49,2304363.19,C981605235,0.0,813608.3,1,0,S09_00507,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C981605235,0.2609
S09_002027,354,TRANSFER,713811.86,C981605235,2772058.84,2058246.98,C1626336089,0.0,713811.86,1,0,S09_00507,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1626336089,0.2575
S09_002028,355,TRANSFER,277845.28,C1626336089,1043974.34,766129.06,C1996448147,0.0,277845.28,1,0,S09_00507,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1996448147,0.2661
S09_002029,502,TRANSFER,253115.89,C1624568502,898536.59,645420.7,C2131293540,0.0,253115.89,1,0,S09_00508,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C2131293540,0.2817
S09_002030,503,TRANSFER,813608.3,C2131293540,3355151.41,2541543.11,C784720963,0.0,813608.3,1,0,S09_00508,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C784720963,0.2425
S09_002031,504,TRANSFER,62263.76,C784720963,254978.35,192714.59,C670022278,0.0,62263.76,1,0,S09_00508,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C670022278,0.2442
S09_002032,505,TRANSFER,119730.93,C670022278,500104.11,380373.18,C1624568502,0.0,119730.93,1,0,S09_00508,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1624568502,0.2394
S09_002033,568,TRANSFER,50642.21,C1300284724,212797.08,162154.87,C1442404668,0.0,50642.21,1,0,S09_00509,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1442404668,0.238
S09_002034,569,TRANSFER,573502.49,C1442404668,2710622.28,2137119.79,C1706593994,0.0,573502.49,1,0,S09_00509,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1706593994,0.2116
S09_002035,570,TRANSFER,154253.47,C1706593994,737310.56,583057.09,C1039555065,0.0,154253.47,1,0,S09_00509,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1039555065,0.2092
S09_002036,571,TRANSFER,104356.09,C1039555065,386748.12,282392.03,C1300284724,0.0,104356.09,1,0,S09_00509,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1300284724,0.2698
S09_002037,442,TRANSFER,533028.24,C2099327260,2609832.12,2076803.88,C926497939,0.0,533028.24,1,0,S09_00510,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C926497939,0.2042
S09_002038,443,TRANSFER,339942.07,C926497939,1570377.46,1230435.39,C587450985,0.0,339942.07,1,0,S09_00510,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C587450985,0.2165
S09_002039,444,TRANSFER,100591.5,C587450985,479668.58,379077.08,C748447373,0.0,100591.5,1,0,S09_00510,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C748447373,0.2097
S09_002040,445,TRANSFER,479501.75,C748447373,1679438.4,1199936.65,C2099327260,0.0,479501.75,1,0,S09_00510,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C2099327260,0.2855
S09_002041,617,TRANSFER,379752.96,C2075242275,1601819.74,1222066.78,C2006228914,0.0,379752.96,1,0,S09_00511,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C2006228914,0.2371
S09_002042,618,TRANSFER,813608.3,C2006228914,2976266.97,2162658.67,C808246117,0.0,813608.3,1,0,S09_00511,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C808246117,0.2734
S09_002043,619,TRANSFER,813608.3,C808246117,3473675.44,2660067.14,C706631637,0.0,813608.3,1,0,S09_00511,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C706631637,0.2342
S09_002044,620,TRANSFER,74146.0,C706631637,350958.39,276812.39,C2075242275,0.0,74146.0,1,0,S09_00511,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C2075242275,0.2113
S09_002045,422,TRANSFER,52782.17,C809439490,254108.61,201326.44,C1650344642,0.0,52782.17,1,0,S09_00512,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1650344642,0.2077
S09_002046,423,TRANSFER,125975.64,C1650344642,484724.27,358748.63,C1468918775,0.0,125975.64,1,0,S09_00512,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1468918775,0.2599
S09_002047,424,TRANSFER,813608.3,C1468918775,3223153.39,2409545.09,C1235979323,0.0,813608.3,1,0,S09_00512,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1235979323,0.2524
S09_002048,425,TRANSFER,813608.3,C1235979323,2936723.54,2123115.24,C809439490,0.0,813608.3,1,0,S09_00512,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C809439490,0.277
S09_002049,544,TRANSFER,52214.64,C2102962278,201117.7,148903.06,C1897763481,0.0,52214.64,1,0,S09_00513,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1897763481,0.2596
S09_002050,545,TRANSFER,89474.33,C1897763481,436344.95,346870.62,C1308361335,0.0,89474.33,1,0,S09_00513,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1308361335,0.2051
S09_002051,546,TRANSFER,36558.77,C1308361335,140713.06,104154.29,C1905396030,0.0,36558.77,1,0,S09_00513,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1905396030,0.2598
S09_002052,547,TRANSFER,279404.71,C1905396030,1092964.17,813559.46,C2102962278,0.0,279404.71,1,0,S09_00513,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C2102962278,0.2556
S09_002053,13,TRANSFER,208712.91,C522497200,872065.93,663353.02,C1713497188,0.0,208712.91,1,0,S09_00514,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1713497188,0.2393
S09_002054,14,TRANSFER,813608.3,C1713497188,3685459.21,2871850.91,C1845921160,0.0,813608.3,1,0,S09_00514,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1845921160,0.2208
S09_002055,15,TRANSFER,813608.3,C1845921160,3918482.55,3104874.25,C351037349,0.0,813608.3,1,0,S09_00514,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C351037349,0.2076
S09_002056,16,TRANSFER,243465.06,C351037349,1097389.94,853924.88,C522497200,0.0,243465.06,1,0,S09_00514,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C522497200,0.2219
S09_002057,71,TRANSFER,106924.72,C187371951,532521.88,425597.16,C1432637567,0.0,106924.72,1,0,S09_00515,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1432637567,0.2008
S09_002058,72,TRANSFER,813608.3,C1432637567,3151029.55,2337421.25,C901345612,0.0,813608.3,1,0,S09_00515,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C901345612,0.2582
S09_002059,73,TRANSFER,813608.3,C901345612,4058443.74,3244835.44,C277720687,0.0,813608.3,1,0,S09_00515,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C277720687,0.2005
S09_002060,74,TRANSFER,90358.57,C277720687,329451.89,239093.32,C187371951,0.0,90358.57,1,0,S09_00515,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C187371951,0.2743
S09_002061,474,TRANSFER,60250.32,C948357775,211507.15,151256.83,C572056516,0.0,60250.32,1,0,S09_00516,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C572056516,0.2849
S09_002062,475,TRANSFER,813608.3,C572056516,3134126.27,2320517.97,C954057559,0.0,813608.3,1,0,S09_00516,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C954057559,0.2596
S09_002063,476,TRANSFER,78507.3,C954057559,314499.92,235992.62,C971803840,0.0,78507.3,1,0,S09_00516,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C971803840,0.2496
S09_002064,477,TRANSFER,445290.87,C971803840,1558917.43,1113626.56,C948357775,0.0,445290.87,1,0,S09_00516,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C948357775,0.2856
S09_002065,694,TRANSFER,813608.3,C1313701459,3132677.57,2319069.27,C1358541018,0.0,813608.3,1,0,S09_00517,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1358541018,0.2597
S09_002066,695,TRANSFER,813608.3,C1358541018,3075997.84,2262389.54,C1390714569,0.0,813608.3,1,0,S09_00517,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1390714569,0.2645
S09_002067,696,TRANSFER,779932.26,C1390714569,3070625.76,2290693.5,C509023674,0.0,779932.26,1,0,S09_00517,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C509023674,0.254
S09_002068,697,TRANSFER,813608.3,C509023674,3307562.08,2493953.78,C1313701459,0.0,813608.3,1,0,S09_00517,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1313701459,0.246
S09_002069,459,TRANSFER,813608.3,C880807454,3449239.88,2635631.58,C1132003713,0.0,813608.3,1,0,S09_00518,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1132003713,0.2359
S09_002070,460,TRANSFER,270833.47,C1132003713,991304.95,720471.48,C1934096821,0.0,270833.47,1,0,S09_00518,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1934096821,0.2732
S09_002071,461,TRANSFER,242313.0,C1934096821,869986.16,627673.16,C1684439770,0.0,242313.0,1,0,S09_00518,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1684439770,0.2785
S09_002072,462,TRANSFER,321085.1,C1684439770,1267354.77,946269.67,C880807454,0.0,321085.1,1,0,S09_00518,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C880807454,0.2534
S09_002073,471,TRANSFER,229264.14,C1077820273,1071750.74,842486.6,C1342693023,0.0,229264.14,1,0,S09_00519,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1342693023,0.2139
S09_002074,472,TRANSFER,813608.3,C1342693023,3622477.04,2808868.74,C2133704133,0.0,813608.3,1,0,S09_00519,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C2133704133,0.2246
S09_002075,473,TRANSFER,95511.57,C2133704133,344395.95,248884.38,C543731186,0.0,95511.57,1,0,S09_00519,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C543731186,0.2773
S09_002076,474,TRANSFER,553807.87,C543731186,2096269.76,1542461.89,C1077820273,0.0,553807.87,1,0,S09_00519,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1077820273,0.2642
S09_002077,477,TRANSFER,679497.5,C1751706797,2553425.74,1873928.24,C1572075522,0.0,679497.5,1,0,S09_00520,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1572075522,0.2661
S09_002078,478,TRANSFER,813608.3,C1572075522,3748147.5,2934539.2,C1808047678,0.0,813608.3,1,0,S09_00520,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1808047678,0.2171
S09_002079,479,TRANSFER,37362.97,C1808047678,155433.94,118070.97,C257844682,0.0,37362.97,1,0,S09_00520,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C257844682,0.2404
S09_002080,480,TRANSFER,813608.3,C257844682,3106705.09,2293096.79,C1751706797,0.0,813608.3,1,0,S09_00520,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1751706797,0.2619
S09_002081,65,TRANSFER,547673.84,C701208876,2329639.38,1781965.54,C852092983,0.0,547673.84,1,0,S09_00521,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C852092983,0.2351
S09_002082,66,TRANSFER,59475.3,C852092983,279799.88,220324.58,C1537483042,0.0,59475.3,1,0,S09_00521,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1537483042,0.2126
S09_002083,67,TRANSFER,813608.3,C1537483042,3587108.92,2773500.62,C618414709,0.0,813608.3,1,0,S09_00521,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C618414709,0.2268
S09_002084,68,TRANSFER,594276.74,C618414709,2863001.76,2268725.02,C701208876,0.0,594276.74,1,0,S09_00521,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C701208876,0.2076
S09_002085,452,TRANSFER,120723.47,C2128963611,503197.08,382473.61,C164716810,0.0,120723.47,1,0,S09_00522,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C164716810,0.2399
S09_002086,453,TRANSFER,813608.3,C164716810,3703059.3,2889451.0,C855849770,0.0,813608.3,1,0,S09_00522,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C855849770,0.2197
S09_002087,454,TRANSFER,610703.82,C855849770,2547124.44,1936420.62,C751818726,0.0,610703.82,1,0,S09_00522,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C751818726,0.2398
S09_002088,455,TRANSFER,250939.92,C751818726,1124734.81,873794.89,C2128963611,0.0,250939.92,1,0,S09_00522,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C2128963611,0.2231
S09_002089,340,TRANSFER,813608.3,C2071920924,2991909.15,2178300.85,C33003867,0.0,813608.3,1,0,S09_00523,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C33003867,0.2719
S09_002090,341,TRANSFER,44178.54,C33003867,207183.78,163005.24,C185576643,0.0,44178.54,1,0,S09_00523,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C185576643,0.2132
S09_002091,342,TRANSFER,131100.6,C185576643,495421.6,364321.0,C153749806,0.0,131100.6,1,0,S09_00523,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C153749806,0.2646
S09_002092,343,TRANSFER,120575.33,C153749806,459976.37,339401.04,C2071920924,0.0,120575.33,1,0,S09_00523,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C2071920924,0.2621
S09_002093,44,TRANSFER,467271.56,C2080037102,2150413.09,1683141.53,C2146890060,0.0,467271.56,1,0,S09_00524,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C2146890060,0.2173
S09_002094,45,TRANSFER,813608.3,C2146890060,3888551.03,3074942.73,C83716783,0.0,813608.3,1,0,S09_00524,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C83716783,0.2092
S09_002095,46,TRANSFER,246981.3,C83716783,1125971.53,878990.23,C2133697074,0.0,246981.3,1,0,S09_00524,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C2133697074,0.2193
S09_002096,47,TRANSFER,68287.4,C2133697074,323936.71,255649.31,C2080037102,0.0,68287.4,1,0,S09_00524,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C2080037102,0.2108
S09_002097,599,TRANSFER,800040.54,C512104910,3373461.49,2573420.95,C1270571915,0.0,800040.54,1,0,S09_00525,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1270571915,0.2372
S09_002098,600,TRANSFER,170076.75,C1270571915,791189.38,621112.63,C1281115913,0.0,170076.75,1,0,S09_00525,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1281115913,0.215
S09_002099,601,TRANSFER,813608.3,C1281115913,3620471.35,2806863.05,C457312438,0.0,813608.3,1,0,S09_00525,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C457312438,0.2247
S09_002100,602,TRANSFER,813608.3,C457312438,3495801.69,2682193.39,C512104910,0.0,813608.3,1,0,S09_00525,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C512104910,0.2327
S09_002101,515,TRANSFER,674587.74,C245150695,3065894.76,2391307.02,C1006069167,0.0,674587.74,1,0,S09_00526,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1006069167,0.22
S09_002102,516,TRANSFER,597527.48,C1006069167,2826595.46,2229067.98,C970782239,0.0,597527.48,1,0,S09_00526,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C970782239,0.2114
S09_002103,517,TRANSFER,318771.78,C970782239,1436739.19,1117967.41,C1649316716,0.0,318771.78,1,0,S09_00526,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1649316716,0.2219
S09_002104,518,TRANSFER,187599.41,C1649316716,830831.27,643231.86,C245150695,0.0,187599.41,1,0,S09_00526,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C245150695,0.2258
S09_002105,226,TRANSFER,813608.3,C1783547245,3521219.06,2707610.76,C460323361,0.0,813608.3,1,0,S09_00527,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C460323361,0.2311
S09_002106,227,TRANSFER,227944.53,C460323361,943461.56,715517.03,C1713788990,0.0,227944.53,1,0,S09_00527,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1713788990,0.2416
S09_002107,228,TRANSFER,813608.3,C1713788990,3650374.11,2836765.81,C1391290780,0.0,813608.3,1,0,S09_00527,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1391290780,0.2229
S09_002108,229,TRANSFER,729915.94,C1391290780,3576175.66,2846259.72,C1783547245,0.0,729915.94,1,0,S09_00527,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1783547245,0.2041
S09_002109,553,TRANSFER,82698.74,C444553303,383636.67,300937.93,C755292723,0.0,82698.74,1,0,S09_00528,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C755292723,0.2156
S09_002110,554,TRANSFER,813608.3,C755292723,3083363.93,2269755.63,C1607165727,0.0,813608.3,1,0,S09_00528,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1607165727,0.2639
S09_002111,555,TRANSFER,299497.67,C1607165727,1260517.76,961020.09,C712714920,0.0,299497.67,1,0,S09_00528,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C712714920,0.2376
S09_002112,556,TRANSFER,601893.92,C712714920,2573662.42,1971768.5,C444553303,0.0,601893.92,1,0,S09_00528,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C444553303,0.2339
S09_002113,271,TRANSFER,226142.71,C1973953788,931380.0,705237.29,C1983948000,0.0,226142.71,1,0,S09_00529,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1983948000,0.2428
S09_002114,272,TRANSFER,190602.85,C1983948000,831729.61,641126.76,C166270036,0.0,190602.85,1,0,S09_00529,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C166270036,0.2292
S09_002115,273,TRANSFER,55918.57,C166270036,256550.52,200631.95,C2139453053,0.0,55918.57,1,0,S09_00529,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C2139453053,0.218
S09_002116,274,TRANSFER,177434.88,C2139453053,644196.28,466761.4,C1973953788,0.0,177434.88,1,0,S09_00529,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1973953788,0.2754
S09_002117,429,TRANSFER,268858.55,C1646870468,1024508.53,755649.98,C480906798,0.0,268858.55,1,0,S09_00530,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C480906798,0.2624
S09_002118,430,TRANSFER,351848.39,C480906798,1353700.98,1001852.59,C1694767044,0.0,351848.39,1,0,S09_00530,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1694767044,0.2599
S09_002119,431,TRANSFER,503059.04,C1694767044,2060483.15,1557424.11,C264740859,0.0,503059.04,1,0,S09_00530,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C264740859,0.2441
S09_002120,432,TRANSFER,743133.35,C264740859,3506466.74,2763333.39,C1646870468,0.0,743133.35,1,0,S09_00530,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1646870468,0.2119
S09_002121,337,TRANSFER,141731.09,C235366587,617325.95,475594.86,C12971577,0.0,141731.09,1,0,S09_00531,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C12971577,0.2296
S09_002122,338,TRANSFER,813608.3,C12971577,3719852.55,2906244.25,C1166930467,0.0,813608.3,1,0,S09_00531,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1166930467,0.2187
S09_002123,339,TRANSFER,57906.93,C1166930467,241220.41,183313.48,C1752996296,0.0,57906.93,1,0,S09_00531,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1752996296,0.2401
S09_002124,340,TRANSFER,813608.3,C1752996296,2946426.0,2132817.7,C235366587,0.0,813608.3,1,0,S09_00531,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C235366587,0.2761
S09_002125,274,TRANSFER,537174.97,C1271823496,2123020.01,1585845.04,C1131636324,0.0,537174.97,1,0,S09_00532,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1131636324,0.253
S09_002126,275,TRANSFER,618572.11,C1131636324,2351746.63,1733174.52,C2101069652,0.0,618572.11,1,0,S09_00532,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C2101069652,0.263
S09_002127,276,TRANSFER,684097.29,C2101069652,2512251.19,1828153.9,C1287928071,0.0,684097.29,1,0,S09_00532,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1287928071,0.2723
S09_002128,277,TRANSFER,204237.33,C1287928071,868623.88,664386.55,C1271823496,0.0,204237.33,1,0,S09_00532,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1271823496,0.2351
S09_002129,559,TRANSFER,369734.16,C1507760033,1321581.06,951846.9,C477686481,0.0,369734.16,1,0,S09_00533,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C477686481,0.2798
S09_002130,560,TRANSFER,421835.93,C477686481,1770679.31,1348843.38,C1947918479,0.0,421835.93,1,0,S09_00533,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1947918479,0.2382
S09_002131,561,TRANSFER,813608.3,C1947918479,3755500.2,2941891.9,C524318517,0.0,813608.3,1,0,S09_00533,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C524318517,0.2166
S09_002132,562,TRANSFER,396939.72,C524318517,1641605.81,1244666.09,C1507760033,0.0,396939.72,1,0,S09_00533,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1507760033,0.2418
