record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,previous_activity_step,dormant_gap,reactivation_position,balance_usage_ratio,scenario_transaction_count,scenario_total_amount
L07_001659,372,PAYMENT,37808.9,C782206760,416737.10500000004,378928.205,C_L07_220260818,0.0,37808.9,0,0,L07_000332,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,132,4,0.09072602258443005,5,150989.27000000002
L07_001660,376,TRANSFER,18229.83,C782206760,378928.205,360698.375,C_L07_883954100,0.0,18229.83,0,0,L07_000332,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,132,5,0.04810892870853992,5,150989.27000000002
L07_001661,423,TRANSFER,140672.31,C244140230,5541490.68,5400818.37,C_L07_223868941,0.0,140672.31,0,0,L07_000333,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,1,0.02538528315272742,5,696302.28
L07_001662,426,TRANSFER,114449.36,C244140230,5400818.37,5286369.01,C_L07_816468728,0.0,114449.36,0,0,L07_000333,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,2,0.021191114412536707,5,696302.28
L07_001663,433,TRANSFER,249398.45,C244140230,5286369.01,5036970.56,C_L07_943685924,0.0,249398.45,0,0,L07_000333,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,3,0.047177646798440206,5,696302.28
L07_001664,434,PAYMENT,162817.78,C244140230,5036970.56,4874152.779999999,C_L07_394462251,0.0,162817.78,0,0,L07_000333,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,4,0.03232454469616754,5,696302.28
L07_001665,436,TRANSFER,28964.38,C244140230,4874152.779999999,4845188.399999999,C_L07_370133180,0.0,28964.38,0,0,L07_000333,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,5,0.005942444011777572,5,696302.28
L07_001666,353,PAYMENT,5541.72,C782206760,511687.645,506145.92500000005,C_L07_456001727,0.0,5541.72,0,0,L07_000334,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,120,1,0.01083027908559332,5,127841.66
L07_001667,356,TRANSFER,40751.59,C782206760,506145.92500000005,465394.3350000001,C_L07_555343697,0.0,40751.59,0,0,L07_000334,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,120,2,0.08051351989053353,5,127841.66
L07_001668,363,PAYMENT,7610.76,C782206760,465394.3350000001,457783.57500000007,C_L07_814992918,0.0,7610.76,0,0,L07_000334,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,120,3,0.016353357631652302,5,127841.66
L07_001669,366,PAYMENT,39620.86,C782206760,457783.57500000007,418162.7150000001,C_L07_282099939,0.0,39620.86,0,0,L07_000334,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,120,4,0.08654932628371385,5,127841.66
L07_001670,368,PAYMENT,34316.73,C782206760,418162.7150000001,383845.9850000001,C_L07_239169574,0.0,34316.73,0,0,L07_000334,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,120,5,0.08206549452884626,5,127841.66
L07_001671,837,PAYMENT,12666.45,C469551489,511687.645,499021.195,C_L07_730610940,0.0,12666.45,0,0,L07_000335,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,1,0.024754261948224294,5,92435.37
L07_001672,841,TRANSFER,9784.96,C469551489,499021.195,489236.235,C_L07_223925619,0.0,9784.96,0,0,L07_000335,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,2,0.01960830541476299,5,92435.37
L07_001673,844,TRANSFER,21292.41,C469551489,489236.235,467943.825,C_L07_165745265,0.0,21292.41,0,0,L07_000335,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,3,0.0435217354658941,5,92435.37
L07_001674,851,CASH_OUT,16306.75,C469551489,467943.825,451637.075,CASHOUT_L07_000335,0.0,0.0,0,0,L07_000335,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,4,0.0348476657427844,5,92435.37
L07_001675,856,TRANSFER,32384.8,C469551489,451637.075,419252.275,C_L07_329607886,0.0,32384.8,0,0,L07_000335,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,5,0.07170536209853896,5,92435.37
L07_001676,338,TRANSFER,51114.67,C782206760,511687.645,460572.97500000003,C_L07_494929828,0.0,51114.67,0,0,L07_000336,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,105,1,0.09989428218459329,5,150166.38
L07_001677,345,TRANSFER,35507.14,C782206760,460572.97500000003,425065.835,C_L07_242692970,0.0,35507.14,0,0,L07_000336,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,105,2,0.07709340740194319,5,150166.38
L07_001678,346,TRANSFER,21651.35,C782206760,425065.835,403414.48500000004,C_L07_790480664,0.0,21651.35,0,0,L07_000336,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,105,3,0.05093646258349603,5,150166.38
L07_001679,353,TRANSFER,13653.55,C782206760,403414.48500000004,389760.93500000006,C_L07_522100344,0.0,13653.55,0,0,L07_000336,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,105,4,0.033844967168196745,5,150166.38
L07_001680,354,TRANSFER,28239.67,C782206760,389760.93500000006,361521.2650000001,C_L07_576530942,0.0,28239.67,0,0,L07_000336,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,105,5,0.07245382352133364,5,150166.38
L07_001681,790,TRANSFER,7517.67,C469551489,511687.645,504169.97500000003,C_L07_997834913,0.0,7517.67,0,0,L07_000337,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,81,1,0.014691912289576583,5,85334.54
L07_001682,796,TRANSFER,22298.77,C469551489,504169.97500000003,481871.205,C_L07_649320287,0.0,22298.77,0,0,L07_000337,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,81,2,0.044228675061421495,5,85334.54
L07_001683,800,PAYMENT,26820.26,C469551489,481871.205,455050.945,C_L07_984291321,0.0,26820.26,0,0,L07_000337,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,81,3,0.05565856544592657,5,85334.54
L07_001684,806,PAYMENT,19993.27,C469551489,455050.945,435057.675,C_L07_752998310,0.0,19993.27,0,0,L07_000337,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,81,4,0.043936333326370744,5,85334.54
L07_001685,812,TRANSFER,8704.57,C469551489,435057.675,426353.105,C_L07_764495179,0.0,8704.57,0,0,L07_000337,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,81,5,0.020007852981791436,5,85334.54
L07_001686,764,TRANSFER,48825.43,C469551489,511687.645,462862.215,C_L07_519688448,0.0,48825.43,0,0,L07_000338,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,55,1,0.09542038092399123,5,148709.57
L07_001687,765,PAYMENT,34148.74,C469551489,462862.215,428713.47500000003,C_L07_174157975,0.0,34148.74,0,0,L07_000338,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,55,2,0.07377733349869571,5,148709.57
L07_001688,772,TRANSFER,11365.57,C469551489,428713.47500000003,417347.905,C_L07_170461110,0.0,11365.57,0,0,L07_000338,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,55,3,0.026510876524233343,5,148709.57
L07_001689,776,TRANSFER,21290.12,C469551489,417347.905,396057.78500000003,C_L07_806283868,0.0,21290.12,0,0,L07_000338,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,55,4,0.05101288336406049,5,148709.57
L07_001690,779,TRANSFER,33079.71,C469551489,396057.78500000003,362978.075,C_L07_471388418,0.0,33079.71,0,0,L07_000338,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,55,5,0.08352243347520615,5,148709.57
L07_001691,829,PAYMENT,35569.0,C469551489,511687.645,476118.645,C_L07_799391057,0.0,35569.0,0,0,L07_000339,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,120,1,0.06951311087450626,5,181797.43
L07_001692,832,TRANSFER,38928.55,C469551489,476118.645,437190.09500000003,C_L07_893453694,0.0,38928.55,0,0,L07_000339,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,120,2,0.0817622884732859,5,181797.43
L07_001693,838,TRANSFER,40895.93,C469551489,437190.09500000003,396294.16500000004,C_L07_859149120,0.0,40895.93,0,0,L07_000339,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,120,3,0.09354267278173353,5,181797.43
L07_001694,843,PAYMENT,32347.46,C469551489,396294.16500000004,363946.705,C_L07_475569464,0.0,32347.46,0,0,L07_000339,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,120,4,0.08162487075730726,5,181797.43
L07_001695,847,PAYMENT,34056.49,C469551489,363946.705,329890.215,C_L07_347377488,0.0,34056.49,0,0,L07_000339,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,120,5,0.09357548655372494,5,181797.43
L07_001696,835,PAYMENT,15524.68,C469551489,511687.645,496162.965,C_L07_188955613,0.0,15524.68,0,0,L07_000340,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,126,1,0.03034015019065,5,113196.42
L07_001697,840,TRANSFER,24936.43,C469551489,496162.965,471226.53500000003,C_L07_994719872,0.0,24936.43,0,0,L07_000340,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,126,2,0.05025854761247647,5,113196.42
L07_001698,846,PAYMENT,22346.97,C469551489,471226.53500000003,448879.56500000006,C_L07_415595759,0.0,22346.97,0,0,L07_000340,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,126,3,0.04742298733240903,5,113196.42
L07_001699,852,PAYMENT,31645.47,C469551489,448879.56500000006,417234.0950000001,C_L07_717834792,0.0,31645.47,0,0,L07_000340,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,126,4,0.07049879849175134,5,113196.42
L07_001700,855,TRANSFER,18742.87,C469551489,417234.0950000001,398491.2250000001,C_L07_118912555,0.0,18742.87,0,0,L07_000340,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,126,5,0.04492171235430795,5,113196.42
L07_001701,376,TRANSFER,15131.72,C782206760,511687.645,496555.92500000005,C_L07_342616907,0.0,15131.72,0,0,L07_000341,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,143,1,0.029572181677359043,5,117596.62999999999
L07_001702,382,TRANSFER,29970.85,C782206760,496555.92500000005,466585.07500000007,C_L07_118057867,0.0,29970.85,0,0,L07_000341,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,143,2,0.0603574511773271,5,117596.62999999999
L07_001703,387,TRANSFER,7825.41,C782206760,466585.07500000007,458759.6650000001,C_L07_490863945,0.0,7825.41,0,0,L07_000341,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,143,3,0.01677166806074969,5,117596.62999999999
L07_001704,392,TRANSFER,33203.39,C782206760,458759.6650000001,425556.2750000001,C_L07_606202876,0.0,33203.39,0,0,L07_000341,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,143,4,0.07237643701740865,5,117596.62999999999
L07_001705,395,PAYMENT,31465.26,C782206760,425556.2750000001,394091.0150000001,C_L07_533938616,0.0,31465.26,0,0,L07_000341,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,143,5,0.0739391282621787,5,117596.62999999999
L07_001706,339,TRANSFER,27125.45,C782206760,511687.645,484562.195,C_L07_208125263,0.0,27125.45,0,0,L07_000342,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,106,1,0.053011735313640417,5,164194.19
L07_001707,342,TRANSFER,38452.14,C782206760,484562.195,446110.055,C_L07_653534509,0.0,38452.14,0,0,L07_000342,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,106,2,0.07935439536301424,5,164194.19
L07_001708,347,CASH_OUT,41006.46,C782206760,446110.055,405103.595,CASHOUT_L07_000342,0.0,0.0,0,0,L07_000342,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,106,3,0.0919200532254311,5,164194.19
L07_001709,350,TRANSFER,30555.49,C782206760,405103.595,374548.105,C_L07_714638706,0.0,30555.49,0,0,L07_000342,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,106,4,0.07542636100279486,5,164194.19
L07_001710,354,PAYMENT,27054.65,C782206760,374548.105,347493.45499999996,C_L07_251609182,0.0,27054.65,0,0,L07_000342,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,106,5,0.07223277768285599,5,164194.19
L07_001711,327,PAYMENT,12174.57,C782206760,511687.645,499513.075,C_L07_558648206,0.0,12174.57,0,0,L07_000343,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,94,1,0.02379297237086895,5,133209.52
L07_001712,331,CASH_OUT,49741.71,C782206760,499513.075,449771.365,CASHOUT_L07_000343,0.0,0.0,0,0,L07_000343,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,94,2,0.09958039636900395,5,133209.52
L07_001713,338,PAYMENT,17711.78,C782206760,449771.365,432059.58499999996,C_L07_382548039,0.0,17711.78,0,0,L07_000343,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,94,3,0.03937951896959914,5,133209.52
L07_001714,344,CASH_OUT,33490.02,C782206760,432059.58499999996,398569.56499999994,CASHOUT_L07_000343,0.0,0.0,0,0,L07_000343,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,94,4,0.07751250328123145,5,133209.52
L07_001715,345,TRANSFER,20091.44,C782206760,398569.56499999994,378478.12499999994,C_L07_814910886,0.0,20091.44,0,0,L07_000343,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,94,5,0.0504088665174422,5,133209.52
L07_001716,413,CASH_OUT,42678.08,C244140230,5541490.68,5498812.6,CASHOUT_L07_000344,0.0,0.0,0,0,L07_000344,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,108,1,0.007701552247309744,5,435748.05
L07_001717,418,TRANSFER,39986.74,C244140230,5498812.6,5458825.859999999,C_L07_800382687,0.0,39986.74,0,0,L07_000344,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,108,2,0.007271886297779997,5,435748.05
L07_001718,424,TRANSFER,203284.04,C244140230,5458825.859999999,5255541.819999999,C_L07_810454404,0.0,203284.04,0,0,L07_000344,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,108,3,0.03723951729062851,5,435748.05
L07_001719,431,TRANSFER,123846.98,C244140230,5255541.819999999,5131694.839999999,C_L07_204469553,0.0,123846.98,0,0,L07_000344,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,108,4,0.02356502606994763,5,435748.05
L07_001720,437,TRANSFER,25952.21,C244140230,5131694.839999999,5105742.629999999,C_L07_508018557,0.0,25952.21,0,0,L07_000344,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,108,5,0.00505723952985482,5,435748.05
L07_001721,438,CASH_OUT,209176.31,C244140230,5541490.68,5332314.37,CASHOUT_L07_000345,0.0,0.0,0,0,L07_000345,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,133,1,0.0377472997933473,5,590424.37
L07_001722,445,TRANSFER,49571.02,C244140230,5332314.37,5282743.350000001,C_L07_706903368,0.0,49571.02,0,0,L07_000345,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,133,2,0.009296342368501426,5,590424.37
L07_001723,450,TRANSFER,71638.75,C244140230,5282743.350000001,5211104.600000001,C_L07_523452291,0.0,71638.75,0,0,L07_000345,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,133,3,0.013560899186972616,5,590424.37
L07_001724,455,TRANSFER,81697.5,C244140230,5211104.600000001,5129407.100000001,C_L07_104100902,0.0,81697.5,0,0,L07_000345,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,133,4,0.01567757822401032,5,590424.37
L07_001725,461,PAYMENT,178340.79,C244140230,5129407.100000001,4951066.3100000005,C_L07_130095894,0.0,178340.79,0,0,L07_000345,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,133,5,0.03476830489824058,5,590424.37
L07_001726,385,PAYMENT,243819.65,C244140230,5541490.68,5297671.029999999,C_L07_960294912,0.0,243819.65,0,0,L07_000346,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,80,1,0.04399892810069655,5,1075238.53
L07_001727,392,CASH_OUT,225907.41,C244140230,5297671.029999999,5071763.619999999,CASHOUT_L07_000346,0.0,0.0,0,0,L07_000346,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,80,2,0.04264277806619488,5,1075238.53
L07_001728,398,PAYMENT,188364.06,C244140230,5071763.619999999,4883399.56,C_L07_282873061,0.0,188364.06,0,0,L07_000346,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,80,3,0.03713975534214665,5,1075238.53
L07_001729,405,CASH_OUT,235342.31,C244140230,4883399.56,4648057.25,CASHOUT_L07_000346,0.0,0.0,0,0,L07_000346,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,80,4,0.04819231093185421,5,1075238.53
L07_001730,406,PAYMENT,181805.1,C244140230,4648057.25,4466252.15,C_L07_214703502,0.0,181805.1,0,0,L07_000346,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,80,5,0.03911421271758217,5,1075238.53
L07_001731,368,TRANSFER,55978.45,C244140230,5541490.68,5485512.2299999995,C_L07_762126346,0.0,55978.45,0,0,L07_000347,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,1,0.010101695235549869,5,680870.5900000001
L07_001732,371,CASH_OUT,206849.16,C244140230,5485512.2299999995,5278663.069999999,CASHOUT_L07_000347,0.0,0.0,0,0,L07_000347,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,2,0.037708267036349316,5,680870.5900000001
L07_001733,376,TRANSFER,185120.89,C244140230,5278663.069999999,5093542.18,C_L07_607114953,0.0,185120.89,0,0,L07_000347,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,3,0.03506965448355469,5,680870.5900000001
L07_001734,380,PAYMENT,54463.13,C244140230,5093542.18,5039079.05,C_L07_514408865,0.0,54463.13,0,0,L07_000347,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,4,0.010692584467809393,5,680870.5900000001
L07_001735,385,PAYMENT,178458.96,C244140230,5039079.05,4860620.09,C_L07_948307406,0.0,178458.96,0,0,L07_000347,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,5,0.03541499512693694,5,680870.5900000001
L07_001736,423,PAYMENT,236192.59,C244140230,5541490.68,5305298.09,C_L07_970856022,0.0,236192.59,0,0,L07_000348,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,1,0.04262257281284465,5,1039425.63
L07_001737,428,PAYMENT,142620.76,C244140230,5305298.09,5162677.33,C_L07_680438842,0.0,142620.76,0,0,L07_000348,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,2,0.026882704342066483,5,1039425.63
L07_001738,434,TRANSFER,249645.57,C244140230,5162677.33,4913031.76,C_L07_542394826,0.0,249645.57,0,0,L07_000348,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,3,0.04835583439416695,5,1039425.63
L07_001739,436,PAYMENT,241648.55,C244140230,4913031.76,4671383.21,C_L07_416358421,0.0,241648.55,0,0,L07_000348,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,4,0.04918522041062482,5,1039425.63
L07_001740,438,TRANSFER,169318.16,C244140230,4671383.21,4502065.05,C_L07_533622270,0.0,169318.16,0,0,L07_000348,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,118,5,0.036245829637256415,5,1039425.63
L07_001741,356,PAYMENT,26911.44,C244140230,511687.645,484776.205,C_L07_396485895,0.0,26911.44,0,0,L07_000349,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,51,1,0.05259349187530216,5,96136.27
L07_001742,360,CASH_OUT,5733.54,C244140230,484776.205,479042.66500000004,CASHOUT_L07_000349,0.0,0.0,0,0,L07_000349,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,51,2,0.011827189414133889,5,96136.27
L07_001743,365,TRANSFER,15322.34,C244140230,479042.66500000004,463720.325,C_L07_810539071,0.0,15322.34,0,0,L07_000349,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,51,3,0.031985334750924535,5,96136.27
L07_001744,367,CASH_OUT,41255.25,C244140230,463720.325,422465.075,CASHOUT_L07_000349,0.0,0.0,0,0,L07_000349,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,51,4,0.08896580066875438,5,96136.27
L07_001745,370,CASH_OUT,6913.7,C244140230,422465.075,415551.375,CASHOUT_L07_000349,0.0,0.0,0,0,L07_000349,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,51,5,0.01636513976924601,5,96136.27
L07_001746,362,TRANSFER,45324.83,C244140230,511687.645,466362.815,C_L07_969289118,0.0,45324.83,0,0,L07_000350,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,57,1,0.08857909789867996,5,156252.23
L07_001747,364,PAYMENT,43966.42,C244140230,466362.815,422396.395,C_L07_639126830,0.0,43966.42,0,0,L07_000350,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,57,2,0.09427514069705578,5,156252.23
L07_001748,370,TRANSFER,15162.8,C244140230,422396.395,407233.59500000003,C_L07_336441136,0.0,15162.8,0,0,L07_000350,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,57,3,0.03589708666902803,5,156252.23
L07_001749,373,TRANSFER,35068.81,C244140230,407233.59500000003,372164.78500000003,C_L07_690724633,0.0,35068.81,0,0,L07_000350,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,57,4,0.08611472734708932,5,156252.23
L07_001750,379,TRANSFER,16729.37,C244140230,372164.78500000003,355435.41500000004,C_L07_858058776,0.0,16729.37,0,0,L07_000350,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,57,5,0.044951512540338814,5,156252.23
L07_001751,837,TRANSFER,42671.55,C469551489,511687.645,469016.09500000003,C_L07_328913920,0.0,42671.55,0,0,L07_000351,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,1,0.08339374698015231,5,153556.51
L07_001752,841,TRANSFER,26378.81,C469551489,469016.09500000003,442637.28500000003,C_L07_419181276,0.0,26378.81,0,0,L07_000351,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,2,0.05624286731567282,5,153556.51
L07_001753,847,TRANSFER,34101.79,C469551489,442637.28500000003,408535.49500000005,C_L07_689306404,0.0,34101.79,0,0,L07_000351,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,3,0.07704228982879288,5,153556.51
L07_001754,848,CASH_OUT,14393.49,C469551489,408535.49500000005,394142.00500000006,CASHOUT_L07_000351,0.0,0.0,0,0,L07_000351,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,4,0.03523192030107444,5,153556.51
L07_001755,854,TRANSFER,36010.87,C469551489,394142.00500000006,358131.13500000007,C_L07_210692611,0.0,36010.87,0,0,L07_000351,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,128,5,0.09136521746774998,5,153556.51
L07_001756,410,CASH_OUT,18889.92,C244140230,511687.645,492797.72500000003,CASHOUT_L07_000352,0.0,0.0,0,0,L07_000352,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,105,1,0.03691689683068271,5,163977.07
L07_001757,413,PAYMENT,30523.14,C244140230,492797.72500000003,462274.585,C_L07_535430180,0.0,30523.14,0,0,L07_000352,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,105,2,0.061938475872631106,5,163977.07
L07_001758,414,TRANSFER,42519.7,C244140230,462274.585,419754.885,C_L07_309637995,0.0,42519.7,0,0,L07_000352,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,105,3,0.09197931571340873,5,163977.07
L07_001759,421,TRANSFER,36792.98,C244140230,419754.885,382961.905,C_L07_972774940,0.0,36792.98,0,0,L07_000352,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,105,4,0.08765348853533891,5,163977.07
L07_001760,426,PAYMENT,35251.33,C244140230,382961.905,347710.575,C_L07_830567113,0.0,35251.33,0,0,L07_000352,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,105,5,0.09204918175869216,5,163977.07
L07_001761,769,TRANSFER,26822.51,C469551489,511687.645,484865.135,C_L07_752152611,0.0,26822.51,0,0,L07_000353,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,60,1,0.052419694440736395,5,102863.04
L07_001762,776,PAYMENT,12110.12,C469551489,484865.135,472755.015,C_L07_916354068,0.0,12110.12,0,0,L07_000353,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,60,2,0.024976264791651808,5,102863.04
L07_001763,780,TRANSFER,26472.82,C469551489,472755.015,446282.195,C_L07_512962747,0.0,26472.82,0,0,L07_000353,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,60,3,0.055996909942880244,5,102863.04
L07_001764,783,TRANSFER,17013.61,C469551489,446282.195,429268.585,C_L07_430692588,0.0,17013.61,0,0,L07_000353,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,60,4,0.03812298628673725,5,102863.04
L07_001765,785,TRANSFER,20443.98,C469551489,429268.585,408824.60500000004,C_L07_259791478,0.0,20443.98,0,0,L07_000353,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,60,5,0.0476251482507158,5,102863.04
L07_001766,300,PAYMENT,43183.99,C782206760,511687.645,468503.655,C_L07_142269239,0.0,43183.99,0,0,L07_000354,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,67,1,0.08439521732051981,5,119870.09
L07_001767,307,CASH_OUT,20436.73,C782206760,468503.655,448066.92500000005,CASHOUT_L07_000354,0.0,0.0,0,0,L07_000354,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,67,2,0.04362128188733127,5,119870.09
L07_001768,314,TRANSFER,15561.66,C782206760,448066.92500000005,432505.2650000001,C_L07_820960854,0.0,15561.66,0,0,L07_000354,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,67,3,0.03473065993433905,5,119870.09
L07_001769,316,TRANSFER,22903.68,C782206760,432505.2650000001,409601.5850000001,C_L07_812474492,0.0,22903.68,0,0,L07_000354,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,67,4,0.05295584089594839,5,119870.09
L07_001770,319,PAYMENT,17784.03,C782206760,409601.5850000001,391817.55500000005,C_L07_705331994,0.0,17784.03,0,0,L07_000354,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,67,5,0.043417873981127286,5,119870.09
L07_001771,310,PAYMENT,12064.51,C782206760,511687.645,499623.135,C_L07_438720334,0.0,12064.51,0,0,L07_000355,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,77,1,0.02357788021244875,5,108048.20999999999
L07_001772,314,TRANSFER,38908.26,C782206760,499623.135,460714.875,C_L07_576746301,0.0,38908.26,0,0,L07_000355,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,77,2,0.07787521688722442,5,108048.20999999999
L07_001773,319,TRANSFER,11773.17,C782206760,460714.875,448941.705,C_L07_256371448,0.0,11773.17,0,0,L07_000355,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,77,3,0.025554134756339265,5,108048.20999999999
L07_001774,324,TRANSFER,4675.89,C782206760,448941.705,444265.815,C_L07_441042755,0.0,4675.89,0,0,L07_000355,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,77,4,0.010415361165877874,5,108048.20999999999
L07_001775,325,TRANSFER,40626.38,C782206760,444265.815,403639.435,C_L07_923776210,0.0,40626.38,0,0,L07_000355,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,77,5,0.09144610867707657,5,108048.20999999999
