record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,chain_position,chain_role,step_gap_from_previous,cashout_ratio,sender_balance_usage_ratio,destination_balance_usage_ratio,scenario_total_amount,newbalanceOrg
L06_001676,182,CASH_OUT,33762.93,C406730404,3750788.83,0.0,CASHOUT_L06_000838,0.0,0.0,0,0,L06_000838,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.6235917151176305,0.11317432524467663,0.009001554481007666,87905.62,3717025.9
L06_001677,133,TRANSFER,91946.07,C1535231134,656422.64,564476.5700000001,C708813800,6172374.27,6264320.34,0,0,L06_000839,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5532869318486275,0.14007144848020478,0.008121002317707142,142818.63,
L06_001678,138,CASH_OUT,50872.56,C708813800,6264320.34,0.0,CASHOUT_L06_000839,0.0,0.0,0,0,L06_000839,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.5532869318486275,0.14007144848020478,0.008121002317707142,142818.63,6213447.78
L06_001679,19,TRANSFER,35412.03,C865177739,246304.97,210892.94,C1771939633,457646.86,493058.89,0,0,L06_000840,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.514786639422389,0.14377310372584037,0.036972540947390685,53641.67,
L06_001680,23,CASH_OUT,18229.64,C1771939633,493058.89,0.0,CASHOUT_L06_000840,0.0,0.0,0,0,L06_000840,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.514786639422389,0.14377310372584037,0.036972540947390685,53641.67,474829.25
L06_001681,207,TRANSFER,12712.37,C775485015,127322.0,114609.63,C32884824,12134984.25,12147696.62,0,0,L06_000841,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3961253817462078,0.09984425315342203,0.0004145386699655659,17748.06,
L06_001682,208,CASH_OUT,5035.69,C32884824,12147696.62,0.0,CASHOUT_L06_000841,0.0,0.0,0,0,L06_000841,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.3961253817462078,0.09984425315342203,0.0004145386699655659,17748.06,12142660.93
L06_001683,142,TRANSFER,9363.24,C906568323,93407.0,84043.76,C355159623,101707.92,111071.16,0,0,L06_000842,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5629592919612352,0.10024130953782907,0.04745714369058539,14634.36,
L06_001684,146,CASH_OUT,5271.12,C355159623,111071.16,0.0,CASHOUT_L06_000842,0.0,0.0,0,0,L06_000842,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.5629592919612352,0.10024130953782907,0.04745714369058539,14634.36,105800.04000000001
L06_001685,232,TRANSFER,8990.5,C1019280292,82038.0,73047.5,C506941138,170556.6,179547.1,0,0,L06_000843,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4423748854337937,0.10958945854360175,0.022151123577044685,12967.67,
L06_001686,236,CASH_OUT,3977.17,C506941138,179547.1,0.0,CASHOUT_L06_000843,0.0,0.0,0,0,L06_000843,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.4423748854337937,0.10958945854360175,0.022151123577044685,12967.67,175569.93
L06_001687,280,TRANSFER,16448.48,C1229755405,191729.0,175280.52,C1174590893,0.0,16448.48,0,0,L06_000844,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3534849811510211,0.08579025603847096,0.3534849420736749,22262.77,
L06_001688,284,CASH_OUT,5814.29,C1174590893,16448.48,0.0,CASHOUT_L06_000844,0.0,0.0,0,0,L06_000844,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.3534849811510211,0.08579025603847096,0.3534849420736749,22262.77,10634.189999999999
L06_001689,300,TRANSFER,10620.37,C2014402776,80588.0,69967.63,C1821022288,3436768.0,3447388.37,0,0,L06_000845,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.29799605227522563,0.1317859979153224,0.0009180369776556391,13785.2,
L06_001690,305,CASH_OUT,3164.83,C1821022288,3447388.37,0.0,CASHOUT_L06_000845,0.0,0.0,0,0,L06_000845,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.29799605227522563,0.1317859979153224,0.0009180369776556391,13785.2,3444223.54
L06_001691,204,TRANSFER,12041.62,C1988097712,97279.81,85238.19,C1696026958,2744158.94,2756200.56,0,0,L06_000846,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4602770333276256,0.12378334209328741,0.002010913168089625,17584.1,
L06_001692,208,CASH_OUT,5542.48,C1696026958,2756200.56,0.0,CASHOUT_L06_000846,0.0,0.0,0,0,L06_000846,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.4602770333276256,0.12378334209328741,0.002010913168089625,17584.1,2750658.08
L06_001693,205,TRANSFER,15399.71,C1227094178,607476.0,592076.29,C511524367,186969.63,202369.34,0,0,L06_000847,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.43747259861295995,0.025350318366486903,0.033290368985736674,22136.66,
L06_001694,210,CASH_OUT,6736.95,C511524367,202369.34,521397.25,CASHOUT_L06_000847,0.0,0.0,0,0,L06_000847,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.43747259861295995,0.025350318366486903,0.033290368985736674,22136.66,195632.38999999998
L06_001695,15,TRANSFER,19587.95,C1176738479,237522.13,217934.18,C847668958,1122381.87,1141969.82,0,0,L06_000848,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.20145006303853097,0.08246789467575084,0.0034554240671614243,23533.940000000002,
L06_001696,19,CASH_OUT,3945.99,C847668958,1141969.82,0.0,CASHOUT_L06_000848,0.0,0.0,0,0,L06_000848,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.20145006303853097,0.08246789467575084,0.0034554240671614243,23533.940000000002,1138023.83
L06_001697,372,TRANSFER,21984.61,C1275668853,181671.0,159686.39,C315037382,299823.27,321807.88,0,0,L06_000849,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5801249573084298,0.12101331527871813,0.03963178278915979,34738.43,
L06_001698,377,CASH_OUT,12753.82,C315037382,321807.88,0.0,CASHOUT_L06_000849,0.0,0.0,0,0,L06_000849,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.5801249573084298,0.12101331527871813,0.03963178278915979,34738.43,309054.06
L06_001699,397,TRANSFER,135632.67,C1787481961,925775.16,790142.49,C2112620794,722251.51,857884.18,0,0,L06_000850,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.46568474748235233,0.1465071389472148,0.07362540477200546,198794.74000000002,
L06_001700,399,CASH_OUT,63162.07,C2112620794,857884.18,826496.79,CASHOUT_L06_000850,0.0,0.0,0,0,L06_000850,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.46568474748235233,0.1465071389472148,0.07362540477200546,198794.74000000002,794722.1100000001
L06_001701,18,TRANSFER,15875.79,C999811945,127371.0,111495.20999999999,C110753720,230664.65,246540.44,0,0,L06_000851,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5898656887771705,0.12464210848623314,0.037983951030508424,25240.370000000003,
L06_001702,22,CASH_OUT,9364.58,C110753720,246540.44,0.0,CASHOUT_L06_000851,0.0,0.0,0,0,L06_000851,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.5898656887771705,0.12464210848623314,0.037983951030508424,25240.370000000003,237175.86000000002
L06_001703,21,TRANSFER,37082.94,C1109950131,490137.57,453054.63,C1092417574,332918.11,370001.05,0,0,L06_000852,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4755576197618435,0.07565822795424558,0.04766221609371109,54718.01,
L06_001704,22,CASH_OUT,17635.07,C1092417574,370001.05,425666.88,CASHOUT_L06_000852,0.0,0.0,0,0,L06_000852,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.4755576197618435,0.07565822795424558,0.04766221609371109,54718.01,352365.98
L06_001705,307,TRANSFER,8829.31,C840710063,61918.0,53088.69,C596134648,369782.11,378611.42,0,0,L06_000853,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4044426915230368,0.14259682160276493,0.009431701769587405,12400.259999999998,
L06_001706,310,CASH_OUT,3570.95,C596134648,378611.42,0.0,CASHOUT_L06_000853,0.0,0.0,0,0,L06_000853,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.4044426915230368,0.14259682160276493,0.009431701769587405,12400.259999999998,375040.47
L06_001707,143,TRANSFER,8945.73,C2107621337,105178.0,96232.27,C1216496708,262941.48,271887.20999999996,0,0,L06_000854,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5961364195895011,0.08505324307364658,0.01961430991917568,14278.61,
L06_001708,147,CASH_OUT,5332.88,C1216496708,271887.20999999996,0.0,CASHOUT_L06_000854,0.0,0.0,0,0,L06_000854,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.5961364195895011,0.08505324307364658,0.01961430991917568,14278.61,266554.32999999996
L06_001709,474,TRANSFER,8948.74,C1490938786,145809.0,136860.26,C575588377,190299.15,199247.88999999998,0,0,L06_000855,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2735502826525339,0.06137302909971264,0.012285851559080501,11396.67,
L06_001710,475,CASH_OUT,2447.93,C575588377,199247.88999999998,0.0,CASHOUT_L06_000855,0.0,0.0,0,0,L06_000855,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.2735502826525339,0.06137302909971264,0.012285851559080501,11396.67,196799.96
L06_001711,238,TRANSFER,13414.87,C962922682,98599.17,85184.3,C1247584170,5678112.71,5691527.58,0,0,L06_000856,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3698635147786311,0.1360545935630087,0.000871764202186296,18376.54,
L06_001712,243,CASH_OUT,4961.67,C1247584170,5691527.58,0.0,CASHOUT_L06_000856,0.0,0.0,0,0,L06_000856,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.3698635147786311,0.1360545935630087,0.000871764202186296,18376.54,5686565.91
L06_001713,306,TRANSFER,11980.19,C1045405456,102523.36,90543.17,C1830441668,3634430.96,3646411.15,0,0,L06_000857,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6076058679783196,0.11685327129348863,0.0019962724170586193,19259.42,
L06_001714,311,CASH_OUT,7279.23,C1830441668,3646411.15,0.0,CASHOUT_L06_000857,0.0,0.0,0,0,L06_000857,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.6076058679783196,0.11685327129348863,0.0019962724170586193,19259.42,3639131.92
L06_001715,181,TRANSFER,15077.07,C1152325109,187094.75,172017.68,C1055181815,2104630.65,2119707.7199999997,0,0,L06_000858,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.22990183530126437,0.08058521150379687,0.001635249033295968,18543.32,
L06_001716,183,CASH_OUT,3466.25,C1055181815,2119707.7199999997,0.0,CASHOUT_L06_000858,0.0,0.0,0,0,L06_000858,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.22990183530126437,0.08058521150379687,0.001635249033295968,18543.32,2116241.4699999997
L06_001717,210,TRANSFER,18601.71,C941516754,127093.0,108491.29000000001,C598409349,797877.56,816479.27,0,0,L06_000859,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.49646305749905545,0.14636297829148734,0.011310832178262162,27836.769999999997,
L06_001718,211,CASH_OUT,9235.06,C598409349,816479.27,114182.51,CASHOUT_L06_000859,0.0,0.0,0,0,L06_000859,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.49646305749905545,0.14636297829148734,0.011310832178262162,27836.769999999997,807244.21
L06_001719,686,TRANSFER,13126.15,C1967862361,329191.0,316064.85,C1764417941,0.0,13126.15,0,0,L06_000860,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.22081923192466568,0.03987396374749006,0.22081950914776993,16024.66,
L06_001720,689,CASH_OUT,2898.51,C1764417941,13126.15,0.0,CASHOUT_L06_000860,0.0,0.0,0,0,L06_000860,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.22081923192466568,0.03987396374749006,0.22081950914776993,16024.66,10227.64
L06_001721,136,TRANSFER,15409.87,C1893168127,105891.0,90481.13,C1542685211,0.0,15409.87,0,0,L06_000861,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.627266144131383,0.1455257765060298,0.6272661612330279,25075.96,
L06_001722,137,CASH_OUT,9666.09,C1542685211,15409.87,0.0,CASHOUT_L06_000861,0.0,0.0,0,0,L06_000861,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.627266144131383,0.1455257765060298,0.6272661612330279,25075.96,5743.780000000001
L06_001723,131,TRANSFER,9196.97,C1681581803,62296.0,53099.03,C279766569,793638.47,802835.44,0,0,L06_000862,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4315137877373428,0.14763339540259407,0.004943254622640974,13165.59,
L06_001724,133,CASH_OUT,3968.62,C279766569,802835.44,0.0,CASHOUT_L06_000862,0.0,0.0,0,0,L06_000862,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.4315137877373428,0.14763339540259407,0.004943254622640974,13165.59,798866.82
L06_001725,43,TRANSFER,8688.97,C906070313,65084.0,56395.03,C595765340,314949.88,323638.85,0,0,L06_000863,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2739549570460592,0.13350393337840327,0.007355081134418813,11069.359999999999,
L06_001726,45,CASH_OUT,2380.39,C595765340,323638.85,19399.38,CASHOUT_L06_000863,0.0,0.0,0,0,L06_000863,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.2739549570460592,0.13350393337840327,0.007355081134418813,11069.359999999999,321258.45999999996
L06_001727,188,TRANSFER,13920.17,C309238015,370571.61,356651.44,C530376093,10370293.93,10384214.1,0,0,L06_000864,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5458183606733635,0.03756404868683815,0.0007316759772894128,21518.05,
L06_001728,193,CASH_OUT,7597.88,C530376093,10384214.1,0.0,CASHOUT_L06_000864,0.0,0.0,0,0,L06_000864,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.5458183606733635,0.03756404868683815,0.0007316759772894128,21518.05,10376616.219999999
L06_001729,275,TRANSFER,24145.16,C9681909,250665.48,226520.32,C2005491909,1310250.83,1334395.99,0,0,L06_000865,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6110676544442146,0.0963242325987607,0.011056935205568176,38899.49,
L06_001730,277,CASH_OUT,14754.33,C2005491909,1334395.99,238932.23,CASHOUT_L06_000865,0.0,0.0,0,0,L06_000865,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.6110676544442146,0.0963242325987607,0.011056935205568176,38899.49,1319641.66
L06_001731,307,TRANSFER,9476.23,C605786437,65876.78,56400.55,C702880350,8947728.77,8957205.0,0,0,L06_000866,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.42178545139505763,0.14384780191138669,0.00044622625026445194,13473.17,
L06_001732,310,CASH_OUT,3996.94,C702880350,8957205.0,0.0,CASHOUT_L06_000866,0.0,0.0,0,0,L06_000866,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.42178545139505763,0.14384780191138669,0.00044622625026445194,13473.17,8953208.06
L06_001733,178,TRANSFER,9103.13,C1335253255,148734.0,139630.87,C1801786279,6859.16,15962.289999999999,0,0,L06_000867,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.44533971180400755,0.06120409590275256,0.25397295751424137,13157.119999999999,
L06_001734,182,CASH_OUT,4053.99,C1801786279,15962.289999999999,0.0,CASHOUT_L06_000867,0.0,0.0,0,0,L06_000867,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.44533971180400755,0.06120409590275256,0.25397295751424137,13157.119999999999,11908.3
L06_001735,210,TRANSFER,12942.16,C1408471615,103067.0,90124.84,C1958810137,104260.25,117202.41,0,0,L06_000868,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5338738269046767,0.12557035714632228,0.058953395241616614,19851.64,
L06_001736,213,CASH_OUT,6909.48,C1958810137,117202.41,0.0,CASHOUT_L06_000868,0.0,0.0,0,0,L06_000868,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.5338738269046767,0.12557035714632228,0.058953395241616614,19851.64,110292.93000000001
L06_001737,179,TRANSFER,9706.18,C480342288,126608.0,116901.82,C1453684033,110725.94,120432.12,0,0,L06_000869,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3530669816793407,0.07666324402881335,0.02845528252761805,13133.11,
L06_001738,182,CASH_OUT,3426.93,C1453684033,120432.12,0.0,CASHOUT_L06_000869,0.0,0.0,0,0,L06_000869,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.3530669816793407,0.07666324402881335,0.02845528252761805,13133.11,117005.19
L06_001739,132,TRANSFER,17696.75,C1024706481,213062.57,195365.82,C1942021848,1306480.04,1324176.79,0,0,L06_000870,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3574881386660227,0.08305893428395236,0.004777594689603342,24023.13,
L06_001740,134,CASH_OUT,6326.38,C1942021848,1324176.79,76336.54,CASHOUT_L06_000870,0.0,0.0,0,0,L06_000870,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.3574881386660227,0.08305893428395236,0.004777594689603342,24023.13,1317850.4100000001
L06_001741,18,TRANSFER,59787.99,C1329221179,561492.0,501704.01,C1426855526,1127137.41,1186925.4,0,0,L06_000871,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2654407632608738,0.10648057318715137,0.013370823473825736,75658.16,
L06_001742,23,CASH_OUT,15870.17,C1426855526,1186925.4,172906.85,CASHOUT_L06_000871,0.0,0.0,0,0,L06_000871,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.2654407632608738,0.10648057318715137,0.013370823473825736,75658.16,1171055.23
L06_001743,282,TRANSFER,8980.35,C47645291,94934.01,85953.65999999999,C1818417613,4019820.33,4028800.68,0,0,L06_000872,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.21499802725601158,0.0945957091668202,0.0004792393948861228,10911.11,
L06_001744,285,CASH_OUT,1930.76,C1818417613,4028800.68,0.0,CASHOUT_L06_000872,0.0,0.0,0,0,L06_000872,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.21499802725601158,0.0945957091668202,0.0004792393948861228,10911.11,4026869.9200000004
L06_001745,210,TRANSFER,14289.38,C996521231,266007.44,251718.06,C1413597807,2497324.29,2511613.67,0,0,L06_000873,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5919286976420324,0.0537179711965951,0.003367671589396948,22747.67,
L06_001746,213,CASH_OUT,8458.29,C1413597807,2511613.67,212193.05,CASHOUT_L06_000873,0.0,0.0,0,0,L06_000873,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.5919286976420324,0.0537179711965951,0.003367671589396948,22747.67,2503155.38
L06_001747,228,TRANSFER,12912.13,C902478711,114777.0,101864.87,C1127135762,249089.02,262001.15,0,0,L06_000874,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2210942823243779,0.11249753870548977,0.01089613537955845,15766.93,
L06_001748,232,CASH_OUT,2854.8,C1127135762,262001.15,0.0,CASHOUT_L06_000874,0.0,0.0,0,0,L06_000874,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.2210942823243779,0.11249753870548977,0.01089613537955845,15766.93,259146.35
L06_001749,184,TRANSFER,14869.7,C525212990,133357.87,118488.17,C38736021,3797980.09,3812849.79,0,0,L06_000875,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4066888519225019,0.11150223080197667,0.0015860420244879355,20917.04,
L06_001750,189,CASH_OUT,6047.34,C38736021,3812849.79,85786.66,CASHOUT_L06_000875,0.0,0.0,0,0,L06_000875,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.4066888519225019,0.11150223080197667,0.0015860420244879355,20917.04,3806802.45
L06_001751,11,TRANSFER,111881.38,C1838781284,751691.89,639810.51,C1293398294,2906787.67,3018669.05,0,0,L06_000876,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6191539977354625,0.14883941344637894,0.02294779548622596,181153.18,
L06_001752,12,CASH_OUT,69271.8,C1293398294,3018669.05,20646.87,CASHOUT_L06_000876,0.0,0.0,0,0,L06_000876,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.6191539977354625,0.14883941344637894,0.02294779548622596,181153.18,2949397.25
L06_001753,322,TRANSFER,28909.67,C632115460,246276.0,217366.33000000002,C164686154,394922.73,423832.39999999997,0,0,L06_000877,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4876426885373297,0.11738728093683509,0.03326218099418544,43007.259999999995,
L06_001754,324,CASH_OUT,14097.59,C164686154,423832.39999999997,0.0,CASHOUT_L06_000877,0.0,0.0,0,0,L06_000877,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.4876426885373297,0.11738728093683509,0.03326218099418544,43007.259999999995,409734.80999999994
L06_001755,374,TRANSFER,9771.43,C430593828,66996.2,57224.77,C1999134241,3547608.37,3557379.8000000003,0,0,L06_000878,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4098715673390761,0.14585051092450022,0.0011258370556891338,13776.460000000001,
L06_001756,377,CASH_OUT,4005.03,C1999134241,3557379.8000000003,0.0,CASHOUT_L06_000878,0.0,0.0,0,0,L06_000878,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.4098715673390761,0.14585051092450022,0.0011258370556891338,13776.460000000001,3553374.7700000005
L06_001757,403,TRANSFER,43098.66,C511272747,427031.87,383933.20999999996,C2022742901,1074448.5,1117547.16,0,0,L06_000879,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3413085750779675,0.10092609715523107,0.013162701787010046,57808.600000000006,
L06_001758,404,CASH_OUT,14709.94,C2022742901,1117547.16,103508.0,CASHOUT_L06_000879,0.0,0.0,0,0,L06_000879,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.3413085750779675,0.10092609715523107,0.013162701787010046,57808.600000000006,1102837.22
L06_001759,330,TRANSFER,31747.98,C852589927,219659.83,187911.84999999998,C205091536,1918442.34,1950190.32,0,0,L06_000880,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5170283901431906,0.1445324800624675,0.008416927225851474,48162.59,
L06_001760,334,CASH_OUT,16414.61,C205091536,1950190.32,0.0,CASHOUT_L06_000880,0.0,0.0,0,0,L06_000880,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.5170283901431906,0.1445324800624675,0.008416927225851474,48162.59,1933775.71
L06_001761,119,TRANSFER,9030.55,C564802034,61612.0,52581.45,C564940555,0.0,9030.55,0,0,L06_000881,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.39597612542111466,0.14657128481464649,0.39597588186766036,12606.43,
L06_001762,123,CASH_OUT,3575.88,C564940555,9030.55,0.0,CASHOUT_L06_000881,0.0,0.0,0,0,L06_000881,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.39597612542111466,0.14657128481464649,0.39597588186766036,12606.43,5454.669999999999
L06_001763,20,TRANSFER,8827.04,C1561802081,80412.0,71584.95999999999,C984677901,1959448.84,1968275.8800000001,0,0,L06_000882,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2150777095278316,0.10977267074565986,0.0009645497459431347,10725.54,
L06_001764,25,CASH_OUT,1898.5,C984677901,1968275.8800000001,0.0,CASHOUT_L06_000882,0.0,0.0,0,0,L06_000882,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.2150777095278316,0.10977267074565986,0.0009645497459431347,10725.54,1966377.3800000001
L06_001765,35,TRANSFER,27090.71,C2112812273,242442.45,215351.74000000002,C2095595269,88129.23,115219.94,0,0,L06_000883,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.22596879658203456,0.11174078631856756,0.05313021339882663,33212.369999999995,
L06_001766,38,CASH_OUT,6121.66,C2095595269,115219.94,160455.2,CASHOUT_L06_000883,0.0,0.0,0,0,L06_000883,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.22596879658203456,0.11174078631856756,0.05313021339882663,33212.369999999995,109098.28
L06_001767,370,TRANSFER,9040.16,C1001558686,87514.21,78474.05,C1828563450,17687589.81,17696629.97,0,0,L06_000884,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.29195640131101686,0.10329933847314623,0.0001491430856877435,11679.49,
L06_001768,374,CASH_OUT,2639.33,C1828563450,17696629.97,0.0,CASHOUT_L06_000884,0.0,0.0,0,0,L06_000884,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.29195640131101686,0.10329933847314623,0.0001491430856877435,11679.49,17693990.64
L06_001769,21,TRANSFER,70662.54,C504028258,483432.0,412769.46,C2027916459,0.0,70662.54,0,0,L06_000885,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6076646093452235,0.14616852008141784,0.607664541919948,113601.66,
L06_001770,26,CASH_OUT,42939.12,C2027916459,70662.54,117591.19,CASHOUT_L06_000885,0.0,0.0,0,0,L06_000885,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.6076646093452235,0.14616852008141784,0.607664541919948,113601.66,27723.41999999999
L06_001771,10,TRANSFER,194435.54,C359428829,1539555.79,1345120.25,C1725548614,16761.59,211197.13,0,0,L06_000886,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5027121798641287,0.12629327320447414,0.46281457517912294,292180.65,
L06_001772,15,CASH_OUT,97745.11,C1725548614,211197.13,1518057.23,CASHOUT_L06_000886,0.0,0.0,0,0,L06_000886,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.5027121798641287,0.12629327320447414,0.46281457517912294,292180.65,113452.02
