record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,cycle_position,cycle_length,step_gap_from_previous,scenario_step_window,scenario_total_amount,balance_usage_ratio,historical_pattern,cycle_pattern
L09_001438,456,TRANSFER,32330.13,CL000360_2,2151138.55,2118808.42,CL000360_3,1647973.68,1680303.81,0,0,L09_000360,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,9,305388.43,0.015029,NORMAL,A->B->C->D->A
L09_001439,459,TRANSFER,32818.65,CL000360_3,1680303.81,1647485.16,CL000360_4,2136084.98,2168903.63,0,0,L09_000360,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,9,305388.43,0.019531,NORMAL,A->B->C->D->A
L09_001440,462,TRANSFER,141461.66,CL000360_4,2168903.63,2027441.97,CL000360_1,2148585.12,2290046.78,0,0,L09_000360,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,9,305388.43,0.065223,NORMAL,A->B->C->D->A
L09_001441,549,TRANSFER,81423.95,CL000361_1,2105958.02,2024534.07,CL000361_2,2550752.96,2632176.91,0,0,L09_000361,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,8,320408.95,0.038664,NORMAL,A->B->C->D->A
L09_001442,551,TRANSFER,86103.08,CL000361_2,2632176.91,2546073.83,CL000361_3,2556771.37,2642874.45,0,0,L09_000361,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,8,320408.95,0.032712,NORMAL,A->B->C->D->A
L09_001443,554,TRANSFER,80404.73,CL000361_3,2642874.45,2562469.72,CL000361_4,2054144.8,2134549.53,0,0,L09_000361,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,8,320408.95,0.030423,NORMAL,A->B->C->D->A
L09_001444,557,TRANSFER,72477.19,CL000361_4,2134549.53,2062072.34,CL000361_1,2024534.07,2097011.26,0,0,L09_000361,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,8,320408.95,0.033954,NORMAL,A->B->C->D->A
L09_001445,716,TRANSFER,48482.56,CL000362_1,1279321.53,1230838.97,CL000362_2,1536599.48,1585082.04,0,0,L09_000362,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,8,305999.25,0.037897,NORMAL,A->B->C->D->A
L09_001446,719,TRANSFER,114190.94,CL000362_2,1585082.04,1470891.1,CL000362_3,2385199.52,2499390.46,0,0,L09_000362,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,8,305999.25,0.072041,NORMAL,A->B->C->D->A
L09_001447,722,TRANSFER,88048.38,CL000362_3,2499390.46,2411342.08,CL000362_4,2261459.61,2349507.99,0,0,L09_000362,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,8,305999.25,0.035228,NORMAL,A->B->C->D->A
L09_001448,724,TRANSFER,55277.37,CL000362_4,2349507.99,2294230.62,CL000362_1,1230838.97,1286116.34,0,0,L09_000362,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,8,305999.25,0.023527,NORMAL,A->B->C->D->A
L09_001449,195,TRANSFER,102597.49,CL000363_1,2461738.6,2359141.11,CL000363_2,1389386.46,1491983.95,0,0,L09_000363,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,258617.15,0.041677,NORMAL,A->B->C->D->A
L09_001450,196,TRANSFER,78520.17,CL000363_2,1491983.95,1413463.78,CL000363_3,1288021.79,1366541.96,0,0,L09_000363,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,5,258617.15,0.052628,NORMAL,A->B->C->D->A
L09_001451,198,TRANSFER,47052.65,CL000363_3,1366541.96,1319489.31,CL000363_4,1666073.68,1713126.33,0,0,L09_000363,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,5,258617.15,0.034432,NORMAL,A->B->C->D->A
L09_001452,200,TRANSFER,30446.84,CL000363_4,1713126.33,1682679.49,CL000363_1,2359141.11,2389587.95,0,0,L09_000363,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,5,258617.15,0.017773,NORMAL,A->B->C->D->A
L09_001453,243,TRANSFER,40548.98,CL000364_1,2439559.12,2399010.14,CL000364_2,1807263.99,1847812.97,0,0,L09_000364,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,242488.33,0.016621,NORMAL,A->B->C->D->A
L09_001454,245,TRANSFER,56361.73,CL000364_2,1847812.97,1791451.24,CL000364_3,2400601.67,2456963.4,0,0,L09_000364,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,7,242488.33,0.030502,NORMAL,A->B->C->D->A
L09_001455,247,TRANSFER,85867.29,CL000364_3,2456963.4,2371096.11,CL000364_4,2051351.44,2137218.73,0,0,L09_000364,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,7,242488.33,0.034949,NORMAL,A->B->C->D->A
L09_001456,250,TRANSFER,59710.33,CL000364_4,2137218.73,2077508.4,CL000364_1,2399010.14,2458720.47,0,0,L09_000364,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,242488.33,0.027938,NORMAL,A->B->C->D->A
L09_001457,423,TRANSFER,70861.41,CL000365_1,1764416.86,1693555.45,CL000365_2,1504067.86,1574929.27,0,0,L09_000365,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,364037.88,0.040161,NORMAL,A->B->C->D->A
L09_001458,424,TRANSFER,113775.73,CL000365_2,1574929.27,1461153.54,CL000365_3,1419032.52,1532808.25,0,0,L09_000365,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,364037.88,0.072242,NORMAL,A->B->C->D->A
L09_001459,427,TRANSFER,93435.02,CL000365_3,1532808.25,1439373.23,CL000365_4,2491442.33,2584877.35,0,0,L09_000365,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,364037.88,0.060957,NORMAL,A->B->C->D->A
L09_001460,429,TRANSFER,85965.72,CL000365_4,2584877.35,2498911.63,CL000365_1,1693555.45,1779521.17,0,0,L09_000365,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,6,364037.88,0.033257,NORMAL,A->B->C->D->A
L09_001461,290,TRANSFER,152074.97,CL000366_1,1578498.45,1426423.48,CL000366_2,1372346.37,1524421.34,0,0,L09_000366,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,445726.47,0.096342,NORMAL,A->B->C->D->A
L09_001462,291,TRANSFER,34756.45,CL000366_2,1524421.34,1489664.89,CL000366_3,2210076.9,2244833.35,0,0,L09_000366,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,7,445726.47,0.0228,NORMAL,A->B->C->D->A
L09_001463,294,TRANSFER,123888.24,CL000366_3,2244833.35,2120945.11,CL000366_4,2155706.05,2279594.29,0,0,L09_000366,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,445726.47,0.055188,NORMAL,A->B->C->D->A
L09_001464,297,TRANSFER,135006.81,CL000366_4,2279594.29,2144587.48,CL000366_1,1426423.48,1561430.29,0,0,L09_000366,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,445726.47,0.059224,NORMAL,A->B->C->D->A
L09_001465,422,TRANSFER,111825.37,CL000367_1,1651216.99,1539391.62,CL000367_2,2354015.93,2465841.3,0,0,L09_000367,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,305053.17,0.067723,NORMAL,A->B->C->D->A
L09_001466,425,TRANSFER,96644.06,CL000367_2,2465841.3,2369197.24,CL000367_3,1671206.3,1767850.36,0,0,L09_000367,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,305053.17,0.039193,NORMAL,A->B->C->D->A
L09_001467,426,TRANSFER,64897.76,CL000367_3,1767850.36,1702952.6,CL000367_4,2537186.56,2602084.32,0,0,L09_000367,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,7,305053.17,0.03671,NORMAL,A->B->C->D->A
L09_001468,429,TRANSFER,31685.98,CL000367_4,2602084.32,2570398.34,CL000367_1,1539391.62,1571077.6,0,0,L09_000367,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,305053.17,0.012177,NORMAL,A->B->C->D->A
L09_001469,507,TRANSFER,24662.86,CL000368_1,2240702.14,2216039.28,CL000368_2,1838810.48,1863473.34,0,0,L09_000368,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,3,281039.39,0.011007,NORMAL,A->B->C->D->A
L09_001470,508,TRANSFER,52834.86,CL000368_2,1863473.34,1810638.48,CL000368_3,1619078.64,1671913.5,0,0,L09_000368,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,3,281039.39,0.028353,NORMAL,A->B->C->D->A
L09_001471,509,TRANSFER,135335.66,CL000368_3,1671913.5,1536577.84,CL000368_4,1473442.75,1608778.41,0,0,L09_000368,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,3,281039.39,0.080947,NORMAL,A->B->C->D->A
L09_001472,510,TRANSFER,68206.01,CL000368_4,1608778.41,1540572.4,CL000368_1,2216039.28,2284245.29,0,0,L09_000368,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,3,281039.39,0.042396,NORMAL,A->B->C->D->A
L09_001473,293,TRANSFER,120676.83,CL000369_1,1882335.59,1761658.76,CL000369_2,1567397.95,1688074.78,0,0,L09_000369,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,547392.03,0.06411,NORMAL,A->B->C->D->A
L09_001474,295,TRANSFER,150451.22,CL000369_2,1688074.78,1537623.56,CL000369_3,2185427.68,2335878.9,0,0,L09_000369,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,547392.03,0.089126,NORMAL,A->B->C->D->A
L09_001475,297,TRANSFER,126415.19,CL000369_3,2335878.9,2209463.71,CL000369_4,1462607.55,1589022.74,0,0,L09_000369,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,547392.03,0.054119,NORMAL,A->B->C->D->A
L09_001476,299,TRANSFER,149848.79,CL000369_4,1589022.74,1439173.95,CL000369_1,1761658.76,1911507.55,0,0,L09_000369,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,6,547392.03,0.094302,NORMAL,A->B->C->D->A
L09_001477,46,TRANSFER,65976.39,CL000370_1,1501978.93,1436002.54,CL000370_2,1387694.66,1453671.05,0,0,L09_000370,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,249063.27,0.043926,NORMAL,A->B->C->D->A
L09_001478,48,TRANSFER,26641.78,CL000370_2,1453671.05,1427029.27,CL000370_3,2158606.18,2185247.96,0,0,L09_000370,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,5,249063.27,0.018327,NORMAL,A->B->C->D->A
L09_001479,50,TRANSFER,18716.05,CL000370_3,2185247.96,2166531.91,CL000370_4,1665035.81,1683751.86,0,0,L09_000370,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,5,249063.27,0.008565,NORMAL,A->B->C->D->A
L09_001480,51,TRANSFER,137729.05,CL000370_4,1683751.86,1546022.81,CL000370_1,1436002.54,1573731.59,0,0,L09_000370,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,249063.27,0.081799,NORMAL,A->B->C->D->A
L09_001481,630,TRANSFER,79344.17,CL000371_1,2207912.63,2128568.46,CL000371_2,1952356.51,2031700.68,0,0,L09_000371,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,9,249230.9,0.035936,NORMAL,A->B->C->D->A
L09_001482,633,TRANSFER,15934.19,CL000371_2,2031700.68,2015766.49,CL000371_3,2502864.67,2518798.86,0,0,L09_000371,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,9,249230.9,0.007843,NORMAL,A->B->C->D->A
L09_001483,636,TRANSFER,124349.62,CL000371_3,2518798.86,2394449.24,CL000371_4,2108346.25,2232695.87,0,0,L09_000371,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,9,249230.9,0.049369,NORMAL,A->B->C->D->A
L09_001484,639,TRANSFER,29602.92,CL000371_4,2232695.87,2203092.95,CL000371_1,2128568.46,2158171.38,0,0,L09_000371,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,9,249230.9,0.013259,NORMAL,A->B->C->D->A
L09_001485,498,TRANSFER,155139.17,CL000372_1,1799961.67,1644822.5,CL000372_2,2291180.11,2446319.28,0,0,L09_000372,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,404753.98,0.08619,NORMAL,A->B->C->D->A
L09_001486,501,TRANSFER,115023.68,CL000372_2,2446319.28,2331295.6,CL000372_3,1994096.87,2109120.55,0,0,L09_000372,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,5,404753.98,0.047019,NORMAL,A->B->C->D->A
L09_001487,502,TRANSFER,87046.1,CL000372_3,2109120.55,2022074.45,CL000372_4,1367233.35,1454279.45,0,0,L09_000372,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,404753.98,0.041271,NORMAL,A->B->C->D->A
L09_001488,503,TRANSFER,47545.03,CL000372_4,1454279.45,1406734.42,CL000372_1,1644822.5,1692367.53,0,0,L09_000372,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,404753.98,0.032693,NORMAL,A->B->C->D->A
L09_001489,281,TRANSFER,137235.78,CL000373_1,2386206.09,2248970.31,CL000373_2,1822222.19,1959457.97,0,0,L09_000373,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,363812.73,0.057512,NORMAL,A->B->C->D->A
L09_001490,282,TRANSFER,91385.49,CL000373_2,1959457.97,1868072.48,CL000373_3,2415897.25,2507282.74,0,0,L09_000373,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,363812.73,0.046638,NORMAL,A->B->C->D->A
L09_001491,284,TRANSFER,92813.56,CL000373_3,2507282.74,2414469.18,CL000373_4,1359170.69,1451984.25,0,0,L09_000373,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,363812.73,0.037018,NORMAL,A->B->C->D->A
L09_001492,287,TRANSFER,42377.9,CL000373_4,1451984.25,1409606.35,CL000373_1,2248970.31,2291348.21,0,0,L09_000373,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,363812.73,0.029186,NORMAL,A->B->C->D->A
L09_001493,881,TRANSFER,16898.76,CL000374_1,1905195.47,1888296.71,CL000374_2,1587826.88,1604725.64,0,0,L09_000374,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,3,224927.4,0.00887,NORMAL,A->B->C->D->A
L09_001494,882,TRANSFER,33837.7,CL000374_2,1604725.64,1570887.94,CL000374_3,2325212.1,2359049.8,0,0,L09_000374,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,3,224927.4,0.021086,NORMAL,A->B->C->D->A
L09_001495,883,TRANSFER,66927.49,CL000374_3,2359049.8,2292122.31,CL000374_4,1560514.2,1627441.69,0,0,L09_000374,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,3,224927.4,0.028371,NORMAL,A->B->C->D->A
L09_001496,884,TRANSFER,107263.45,CL000374_4,1627441.69,1520178.24,CL000374_1,1888296.71,1995560.16,0,0,L09_000374,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,3,224927.4,0.065909,NORMAL,A->B->C->D->A
L09_001497,807,TRANSFER,170171.81,CL000375_1,1781277.75,1611105.94,CL000375_2,1960050.93,2130222.74,0,0,L09_000375,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,359934.47,0.095534,NORMAL,A->B->C->D->A
L09_001498,809,TRANSFER,116082.41,CL000375_2,2130222.74,2014140.33,CL000375_3,1396145.12,1512227.53,0,0,L09_000375,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,5,359934.47,0.054493,NORMAL,A->B->C->D->A
L09_001499,810,TRANSFER,28056.73,CL000375_3,1512227.53,1484170.8,CL000375_4,2135485.2,2163541.93,0,0,L09_000375,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,359934.47,0.018553,NORMAL,A->B->C->D->A
L09_001500,812,TRANSFER,45623.52,CL000375_4,2163541.93,2117918.41,CL000375_1,1611105.94,1656729.46,0,0,L09_000375,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,5,359934.47,0.021087,NORMAL,A->B->C->D->A
L09_001501,876,TRANSFER,93017.41,CL000376_1,2158608.92,2065591.51,CL000376_2,2018283.23,2111300.64,0,0,L09_000376,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,373781.16,0.043091,NORMAL,A->B->C->D->A
L09_001502,877,TRANSFER,129504.86,CL000376_2,2111300.64,1981795.78,CL000376_3,1845885.74,1975390.6,0,0,L09_000376,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,373781.16,0.061339,NORMAL,A->B->C->D->A
L09_001503,879,TRANSFER,110423.77,CL000376_3,1975390.6,1864966.83,CL000376_4,1560777.99,1671201.76,0,0,L09_000376,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,373781.16,0.0559,NORMAL,A->B->C->D->A
L09_001504,882,TRANSFER,40835.12,CL000376_4,1671201.76,1630366.64,CL000376_1,2065591.51,2106426.63,0,0,L09_000376,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,373781.16,0.024435,NORMAL,A->B->C->D->A
L09_001505,713,TRANSFER,103452.52,CL000377_1,1473258.04,1369805.52,CL000377_2,2363254.84,2466707.36,0,0,L09_000377,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,340506.31,0.07022,NORMAL,A->B->C->D->A
L09_001506,714,TRANSFER,105432.75,CL000377_2,2466707.36,2361274.61,CL000377_3,1327475.46,1432908.21,0,0,L09_000377,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,5,340506.31,0.042742,NORMAL,A->B->C->D->A
L09_001507,717,TRANSFER,102920.19,CL000377_3,1432908.21,1329988.02,CL000377_4,1552745.01,1655665.2,0,0,L09_000377,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,5,340506.31,0.071826,NORMAL,A->B->C->D->A
L09_001508,718,TRANSFER,28700.85,CL000377_4,1655665.2,1626964.35,CL000377_1,1369805.52,1398506.37,0,0,L09_000377,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,340506.31,0.017335,NORMAL,A->B->C->D->A
L09_001509,887,TRANSFER,112131.27,CL000378_1,1825416.08,1713284.81,CL000378_2,1412758.85,1524890.12,0,0,L09_000378,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,423884.14,0.061428,NORMAL,A->B->C->D->A
L09_001510,888,TRANSFER,129497.22,CL000378_2,1524890.12,1395392.9,CL000378_3,1397981.23,1527478.45,0,0,L09_000378,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,423884.14,0.084922,NORMAL,A->B->C->D->A
L09_001511,890,TRANSFER,88165.07,CL000378_3,1527478.45,1439313.38,CL000378_4,2439009.2,2527174.27,0,0,L09_000378,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,423884.14,0.057719,NORMAL,A->B->C->D->A
L09_001512,893,TRANSFER,94090.58,CL000378_4,2527174.27,2433083.69,CL000378_1,1713284.81,1807375.39,0,0,L09_000378,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,423884.14,0.037232,NORMAL,A->B->C->D->A
L09_001513,157,TRANSFER,137600.8,CL000379_1,2157448.28,2019847.48,CL000379_2,2050317.97,2187918.77,0,0,L09_000379,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,361783.96,0.063779,NORMAL,A->B->C->D->A
L09_001514,158,TRANSFER,140604.16,CL000379_2,2187918.77,2047314.61,CL000379_3,2106706.32,2247310.48,0,0,L09_000379,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,7,361783.96,0.064264,NORMAL,A->B->C->D->A
L09_001515,161,TRANSFER,35534.7,CL000379_3,2247310.48,2211775.78,CL000379_4,2439576.78,2475111.48,0,0,L09_000379,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,361783.96,0.015812,NORMAL,A->B->C->D->A
L09_001516,164,TRANSFER,48044.3,CL000379_4,2475111.48,2427067.18,CL000379_1,2019847.48,2067891.78,0,0,L09_000379,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,361783.96,0.019411,NORMAL,A->B->C->D->A
L09_001517,15,TRANSFER,77412.84,CL000380_1,1436847.33,1359434.49,CL000380_2,1605602.95,1683015.79,0,0,L09_000380,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,354202.56,0.053877,NORMAL,A->B->C->D->A
L09_001518,18,TRANSFER,33166.19,CL000380_2,1683015.79,1649849.6,CL000380_3,2213234.88,2246401.07,0,0,L09_000380,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,354202.56,0.019706,NORMAL,A->B->C->D->A
L09_001519,20,TRANSFER,153649.61,CL000380_3,2246401.07,2092751.46,CL000380_4,1383089.53,1536739.14,0,0,L09_000380,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,7,354202.56,0.068398,NORMAL,A->B->C->D->A
L09_001520,22,TRANSFER,89973.92,CL000380_4,1536739.14,1446765.22,CL000380_1,1359434.49,1449408.41,0,0,L09_000380,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,7,354202.56,0.058549,NORMAL,A->B->C->D->A
L09_001521,652,TRANSFER,81582.59,CL000381_1,1369526.81,1287944.22,CL000381_2,2444443.5,2526026.09,0,0,L09_000381,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,426039.29,0.05957,NORMAL,A->B->C->D->A
L09_001522,653,TRANSFER,103229.86,CL000381_2,2526026.09,2422796.23,CL000381_3,2550212.88,2653442.74,0,0,L09_000381,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,426039.29,0.040867,NORMAL,A->B->C->D->A
L09_001523,655,TRANSFER,102588.13,CL000381_3,2653442.74,2550854.61,CL000381_4,2139381.47,2241969.6,0,0,L09_000381,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,426039.29,0.038662,NORMAL,A->B->C->D->A
L09_001524,658,TRANSFER,138638.71,CL000381_4,2241969.6,2103330.89,CL000381_1,1287944.22,1426582.93,0,0,L09_000381,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,426039.29,0.061838,NORMAL,A->B->C->D->A
L09_001525,466,TRANSFER,148528.98,CL000382_1,1507988.56,1359459.58,CL000382_2,2328937.35,2477466.33,0,0,L09_000382,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,8,379189.32,0.098495,NORMAL,A->B->C->D->A
L09_001526,469,TRANSFER,19501.6,CL000382_2,2477466.33,2457964.73,CL000382_3,2212044.74,2231546.34,0,0,L09_000382,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,8,379189.32,0.007872,NORMAL,A->B->C->D->A
L09_001527,471,TRANSFER,159801.44,CL000382_3,2231546.34,2071744.9,CL000382_4,1802337.69,1962139.13,0,0,L09_000382,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,8,379189.32,0.07161,NORMAL,A->B->C->D->A
L09_001528,474,TRANSFER,51357.3,CL000382_4,1962139.13,1910781.83,CL000382_1,1359459.58,1410816.88,0,0,L09_000382,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,8,379189.32,0.026174,NORMAL,A->B->C->D->A
L09_001529,708,TRANSFER,149861.24,CL000383_1,2001848.42,1851987.18,CL000383_2,1412740.5,1562601.74,0,0,L09_000383,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,424329.94,0.074861,NORMAL,A->B->C->D->A
L09_001530,710,TRANSFER,111275.7,CL000383_2,1562601.74,1451326.04,CL000383_3,2503940.07,2615215.77,0,0,L09_000383,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,5,424329.94,0.071212,NORMAL,A->B->C->D->A
L09_001531,712,TRANSFER,115888.56,CL000383_3,2615215.77,2499327.21,CL000383_4,2105245.03,2221133.59,0,0,L09_000383,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,5,424329.94,0.044313,NORMAL,A->B->C->D->A
L09_001532,713,TRANSFER,47304.44,CL000383_4,2221133.59,2173829.15,CL000383_1,1851987.18,1899291.62,0,0,L09_000383,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,424329.94,0.021297,NORMAL,A->B->C->D->A
L09_001533,533,TRANSFER,44856.37,CL000384_1,1803056.32,1758199.95,CL000384_2,2409567.94,2454424.31,0,0,L09_000384,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,247113.8,0.024878,NORMAL,A->B->C->D->A
L09_001534,535,TRANSFER,48716.98,CL000384_2,2454424.31,2405707.33,CL000384_3,1971126.86,2019843.84,0,0,L09_000384,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,5,247113.8,0.019849,NORMAL,A->B->C->D->A
L09_001535,536,TRANSFER,72278.94,CL000384_3,2019843.84,1947564.9,CL000384_4,2295192.14,2367471.08,0,0,L09_000384,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,247113.8,0.035784,NORMAL,A->B->C->D->A
L09_001536,538,TRANSFER,81261.51,CL000384_4,2367471.08,2286209.57,CL000384_1,1758199.95,1839461.46,0,0,L09_000384,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,5,247113.8,0.034324,NORMAL,A->B->C->D->A
L09_001537,842,TRANSFER,37084.5,CL000385_1,1511959.42,1474874.92,CL000385_2,2285615.72,2322700.22,0,0,L09_000385,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,331891.48,0.024527,NORMAL,A->B->C->D->A
L09_001538,844,TRANSFER,133991.32,CL000385_2,2322700.22,2188708.9,CL000385_3,2341273.26,2475264.58,0,0,L09_000385,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,7,331891.48,0.057688,NORMAL,A->B->C->D->A
L09_001539,847,TRANSFER,127312.88,CL000385_3,2475264.58,2347951.7,CL000385_4,2551747.13,2679060.01,0,0,L09_000385,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,331891.48,0.051434,NORMAL,A->B->C->D->A
L09_001540,849,TRANSFER,33502.78,CL000385_4,2679060.01,2645557.23,CL000385_1,1474874.92,1508377.7,0,0,L09_000385,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,7,331891.48,0.012505,NORMAL,A->B->C->D->A
L09_001541,702,TRANSFER,85843.3,CL000386_1,2505442.55,2419599.25,CL000386_2,2311632.59,2397475.89,0,0,L09_000386,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,374353.51,0.034263,NORMAL,A->B->C->D->A
