account_id,paysim_id,is_sender,is_receiver
A110897,C2015500202,1,0
A110898,C2015500317,1,0
A110899,C2015503925,1,0
A110900,C2015530162,0,1
A110901,C2015532834,1,0
A110902,C2015533974,1,0
A110903,C2015536783,0,1
A110904,C2015538802,1,0
A110905,C2015541303,1,0
A110906,C2015543503,0,1
A110907,C2015565852,0,1
A110908,C2015566967,1,0
A110909,C2015596317,1,0
A110910,C201562575,1,0
A110911,C2015646191,0,1
A110912,C2015653433,1,0
A110913,C2015654138,1,0
A110914,C2015666865,1,0
A110915,C2015673434,1,0
A110916,C2015676235,0,1
A110917,C2015677710,0,1
A110918,C201569336,1,0
A110919,C2015732755,1,0
A110920,C2015735854,0,1
A110921,C2015739927,1,0
A110922,C2015752876,1,0
A110923,C2015765258,1,0
A110924,C2015771648,1,0
A110925,C2015772016,1,0
A110926,C2015787709,1,0
A110927,C2015793595,1,0
A110928,C2015794471,1,0
A110929,C2015806959,0,1
A110930,C201581153,1,0
A110931,C2015812074,1,0
A110932,C2015819826,0,1
A110933,C2015833727,0,1
A110934,C2015848532,0,1
A110935,C2015849837,0,1
A110936,C201585914,1,0
A110937,C2015865642,0,1
A110938,C2015868335,1,0
A110939,C2015869231,1,0
A110940,C2015873709,0,1
A110941,C2015879527,1,0
A110942,C2015885023,1,0
A110943,C2015885565,0,1
A110944,C2015918940,1,0
A110945,C2015947544,0,1
A110946,C2015990436,1,0
A110947,C2015996863,1,0
A110948,C2015997778,1,0
A110949,C2015999865,0,1
A110950,C2016002683,1,0
A110951,C2016005451,0,1
A110952,C2016006097,1,0
A110953,C2016020595,1,0
A110954,C2016025509,1,0
A110955,C2016025969,0,1
A110956,C2016047262,1,0
A110957,C2016057885,1,0
A110958,C2016081452,1,0
A110959,C2016083045,0,1
A110960,C2016102388,0,1
A110961,C2016104739,0,1
A110962,C2016110225,0,1
A110963,C2016115820,1,0
A110964,C2016138943,1,0
A110965,C2016166822,1,0
A110966,C2016177370,1,0
A110967,C2016203638,1,0
A110968,C2016229781,0,1
A110969,C2016234951,1,0
A110970,C201624139,1,0
A110971,C2016268145,1,0
A110972,C2016268244,0,1
A110973,C2016285235,0,1
A110974,C2016302868,0,1
A110975,C2016302940,1,0
A110976,C2016312269,1,0
A110977,C2016314393,1,0
A110978,C2016317800,1,0
A110979,C2016329336,0,1
A110980,C2016354877,0,1
A110981,C2016356780,1,0
A110982,C2016359270,1,0
A110983,C2016372569,0,1
A110984,C2016375638,1,0
A110985,C2016382546,0,1
A110986,C2016393687,1,0
A110987,C2016398079,1,0
A110988,C2016423927,1,0
A110989,C2016424099,0,1
A110990,C2016427797,1,0
A110991,C2016436647,1,0
A110992,C2016438266,1,0
A110993,C2016443187,1,0
A110994,C2016464747,0,1
A110995,C2016503935,1,0
A110996,C2016512466,1,0
A110997,C2016519535,0,1
A110998,C201652079,1,0
A110999,C2016562467,1,0
A111000,C2016562737,1,0
A111001,C2016600205,1,0
A111002,C2016614774,1,0
A111003,C20166212,0,1
A111004,C201662264,1,0
A111005,C2016629436,1,0
A111006,C2016629538,0,1
A111007,C2016634867,1,0
A111008,C2016678113,1,0
A111009,C2016707009,1,0
A111010,C2016721373,1,0
A111011,C2016728314,1,0
A111012,C2016728883,1,0
A111013,C2016729324,0,1
A111014,C2016735116,1,0
A111015,C201675732,0,1
A111016,C201678974,1,0
A111017,C201679304,0,1
A111018,C2016796568,1,0
A111019,C2016801859,1,0
A111020,C2016803098,1,0
A111021,C2016806245,0,1
A111022,C201681253,0,1
A111023,C2016819659,1,0
A111024,C2016828249,1,0
A111025,C2016829197,0,1
A111026,C2016839215,0,1
A111027,C2016839492,1,0
A111028,C2016866392,0,1
A111029,C2016877992,1,0
A111030,C2016886000,0,1
A111031,C2016888262,0,1
A111032,C2016894777,1,0
A111033,C2016895464,1,0
A111034,C2016906281,0,1
A111035,C201690647,1,0
A111036,C2016915004,1,0
A111037,C2016919895,0,1
A111038,C2016922901,1,0
A111039,C2016924286,0,1
A111040,C201692865,1,0
A111041,C2016944391,1,0
A111042,C2016945178,1,0
A111043,C2016946481,0,1
A111044,C2016949911,1,0
A111045,C2016951688,1,0
A111046,C2016952910,1,0
A111047,C2016969899,1,0
A111048,C2016978729,1,0
A111049,C2016982851,1,0
A111050,C2016982866,0,1
A111051,C201700405,0,1
A111052,C2017006825,1,0
A111053,C2017009224,0,1
A111054,C2017019688,1,0
A111055,C2017023781,0,1
A111056,C2017024793,1,0
A111057,C2017024951,1,0
A111058,C2017032321,0,1
A111059,C2017042342,1,0
A111060,C2017063564,1,0
A111061,C2017068852,1,0
A111062,C2017068984,0,1
A111063,C201707622,1,0
A111064,C2017080134,1,0
A111065,C2017082627,0,1
A111066,C2017109237,0,1
A111067,C2017110488,1,0
A111068,C2017117275,1,0
A111069,C2017118277,0,1
A111070,C2017123969,1,0
A111071,C2017128998,1,0
A111072,C201713403,0,1
A111073,C201714006,0,1
A111074,C2017140133,0,1
A111075,C2017143740,0,1
A111076,C2017144341,1,0
A111077,C2017149919,0,1
A111078,C2017174597,0,1
A111079,C2017183197,1,0
A111080,C2017193788,1,0
A111081,C2017197876,1,0
A111082,C2017200317,1,0
A111083,C2017203165,1,0
A111084,C2017204404,0,1
A111085,C2017205082,1,0
A111086,C2017206589,1,0
A111087,C2017208834,1,0
A111088,C2017208967,1,0
A111089,C2017214430,0,1
A111090,C2017215459,1,0
A111091,C2017216792,0,1
A111092,C2017234597,1,0
A111093,C2017246459,0,1
A111094,C2017247509,1,0
A111095,C2017249111,1,0
A111096,C2017253699,1,0
A111097,C2017259176,1,0
A111098,C2017276893,1,0
A111099,C2017288249,0,1
A111100,C2017297759,0,1
A111101,C2017299491,1,0
A111102,C2017300633,0,1
A111103,C2017316564,0,1
A111104,C2017318515,0,1
A111105,C2017325306,0,1
A111106,C2017334021,1,0
A111107,C2017341594,0,1
A111108,C2017348928,1,0
A111109,C2017352934,0,1
A111110,C2017368334,0,1
A111111,C201737083,1,0
A111112,C201737208,1,0
A111113,C2017378511,1,0
A111114,C2017379261,0,1
A111115,C2017385756,0,1
A111116,C2017396493,1,0
A111117,C2017409191,1,0
A111118,C2017415430,1,0
A111119,C201743231,0,1
A111120,C2017432946,1,0
A111121,C2017437872,1,0
A111122,C2017459228,0,1
A111123,C2017461491,0,1
A111124,C2017462518,0,1
A111125,C2017473740,1,0
A111126,C2017501763,1,0
A111127,C2017503915,1,0
A111128,C2017523833,1,0
A111129,C2017543333,0,1
A111130,C2017549112,1,0
A111131,C2017551455,1,0
A111132,C2017560651,1,0
A111133,C2017571755,1,0
A111134,C2017584728,0,1
A111135,C2017586808,1,0
A111136,C2017636265,1,0
A111137,C2017637363,1,0
A111138,C2017637770,1,0
A111139,C2017660426,0,1
A111140,C2017660870,1,0
A111141,C2017673484,1,0
A111142,C2017673740,0,1
A111143,C2017690533,0,1
A111144,C2017697371,1,0
A111145,C201769895,0,1
A111146,C2017725630,0,1
A111147,C2017735839,1,0
A111148,C2017736197,1,0
A111149,C2017737408,1,0
A111150,C2017746701,0,1
A111151,C2017751112,1,0
A111152,C2017777025,1,0
A111153,C2017778517,1,0
A111154,C2017778692,1,0
A111155,C2017782517,1,0
A111156,C2017785209,1,0
A111157,C2017796139,0,1
A111158,C2017814849,0,1
A111159,C201781781,1,0
A111160,C2017821346,1,0
A111161,C2017838391,0,1
A111162,C2017844949,0,1
A111163,C2017873976,0,1
A111164,C2017880550,0,1
A111165,C2017887719,1,0
A111166,C2017898151,1,0
A111167,C201790077,1,0
A111168,C2017904644,1,0
A111169,C2017904981,1,0
A111170,C2017916705,0,1
A111171,C2017956874,0,1
A111172,C2017963339,0,1
A111173,C2017967343,0,1
A111174,C2017983521,1,0
A111175,C2017986528,1,0
A111176,C2017986838,1,0
A111177,C201800258,0,1
A111178,C2018020896,1,0
A111179,C2018027950,1,0
A111180,C2018028084,1,0
A111181,C2018031379,1,0
A111182,C2018039412,1,0
A111183,C201803950,1,0
A111184,C2018042067,1,0
A111185,C2018042388,1,0
A111186,C2018054151,1,0
A111187,C2018065665,1,0
A111188,C2018080300,1,0
A111189,C2018087281,0,1
A111190,C201808751,1,0
A111191,C2018101427,1,0
A111192,C2018109332,1,0
A111193,C2018116150,1,0
A111194,C2018119916,1,0
A111195,C2018127447,1,0
A111196,C2018132096,1,0
A111197,C2018160620,1,0
A111198,C2018161199,1,0
A111199,C2018183128,0,1
A111200,C2018186979,1,0
A111201,C201820000,1,0
A111202,C2018211335,1,0
A111203,C2018224069,0,1
A111204,C2018224474,1,0
A111205,C2018237769,1,0
A111206,C2018237890,1,0
A111207,C2018245221,1,0
A111208,C2018277381,1,0
A111209,C2018291358,0,1
A111210,C2018298036,1,0
A111211,C201830477,1,0
A111212,C2018345950,0,1
A111213,C2018354197,1,0
A111214,C201835572,0,1
A111215,C2018361352,0,1
A111216,C2018372798,0,1
A111217,C2018380851,1,0
A111218,C2018391220,1,0
A111219,C2018401146,0,1
A111220,C2018411120,0,1
A111221,C2018412740,1,0
A111222,C2018417906,1,0
A111223,C2018450953,1,0
A111224,C2018457008,0,1
A111225,C2018459623,1,0
A111226,C2018462402,1,0
A111227,C2018462611,0,1
A111228,C2018465254,1,0
A111229,C2018476454,0,1
A111230,C2018481922,1,0
A111231,C2018497499,1,0
A111232,C2018499778,1,0
A111233,C201850034,1,0
A111234,C2018514833,1,0
A111235,C2018517007,0,1
A111236,C2018522350,0,1
A111237,C2018522762,1,0
A111238,C2018538112,1,0
A111239,C2018539678,1,0
A111240,C2018542704,1,0
A111241,C2018561546,1,0
A111242,C2018580532,1,0
A111243,C2018581588,1,0
A111244,C2018600540,0,1
A111245,C2018622792,0,1
A111246,C2018626597,0,1
A111247,C2018653161,0,1
A111248,C2018656427,1,0
A111249,C2018658885,0,1
A111250,C2018659554,1,0
A111251,C2018659692,1,0
A111252,C2018674129,0,1
A111253,C2018682725,1,0
A111254,C2018686404,1,0
A111255,C2018689752,1,0
A111256,C2018694135,1,0
A111257,C2018694905,1,0
A111258,C2018711671,1,0
A111259,C2018719947,0,1
A111260,C2018748611,1,0
A111261,C2018755810,0,1
A111262,C2018772384,1,0
A111263,C2018783265,0,1
A111264,C2018784765,1,0
A111265,C2018798529,1,0
A111266,C2018809277,0,1
A111267,C2018814495,1,0
A111268,C2018817336,1,0
A111269,C2018818109,1,0
A111270,C2018829181,0,1
A111271,C201886654,1,0
A111272,C2018876511,1,0
A111273,C2018895616,0,1
A111274,C2018913490,1,0
A111275,C201895743,1,0
A111276,C2018969380,0,1
A111277,C2018975718,0,1
A111278,C2018990174,1,0
A111279,C2018998086,1,0
A111280,C2018998357,1,0
A111281,C2019002612,0,1
A111282,C2019016696,1,0
A111283,C2019017627,0,1
A111284,C2019029897,1,0
A111285,C2019043622,0,1
A111286,C2019050755,0,1
A111287,C2019052066,1,0
A111288,C2019054207,0,1
A111289,C2019055490,0,1
A111290,C2019061683,0,1
A111291,C2019065398,1,0
A111292,C2019072126,0,1
A111293,C2019076674,1,0
A111294,C2019081218,1,0
A111295,C2019082702,0,1
A111296,C2019086650,0,1
A111297,C2019110541,1,0
A111298,C2019111136,1,0
A111299,C201912712,1,0
A111300,C2019129608,1,0
A111301,C201913980,0,1
A111302,C2019141540,1,0
A111303,C2019157894,1,0
A111304,C2019164306,0,1
A111305,C2019200762,0,1
A111306,C2019202377,0,1
A111307,C2019203287,0,1
A111308,C2019208332,1,0
A111309,C2019216788,0,1
A111310,C2019229922,1,0
A111311,C2019237376,1,0
A111312,C2019239043,1,0
A111313,C2019242816,1,0
A111314,C2019244454,1,0
A111315,C2019260668,0,1
A111316,C2019266698,0,1
A111317,C2019268576,1,0
A111318,C2019268770,1,0
A111319,C2019281736,0,1
A111320,C2019289355,1,0
A111321,C2019292318,0,1
A111322,C2019308874,0,1
A111323,C201931001,0,1
A111324,C2019333028,1,0
A111325,C201934345,1,0
A111326,C2019346832,1,0
A111327,C2019353014,1,0
A111328,C2019364578,0,1
A111329,C201939259,1,0
A111330,C2019395558,0,1
A111331,C2019397301,0,1
A111332,C2019426940,1,0
A111333,C2019431487,0,1
A111334,C2019433426,0,1
A111335,C2019433869,1,0
A111336,C2019434914,1,0
A111337,C2019435917,0,1
A111338,C2019439055,1,0
A111339,C201944143,1,0
A111340,C2019441541,0,1
A111341,C2019455227,1,0
A111342,C2019463149,0,1
A111343,C2019468115,1,0
A111344,C2019469035,1,0
A111345,C2019470074,1,0
A111346,C2019470343,1,0
A111347,C2019479308,0,1
A111348,C201947997,0,1
A111349,C201950946,1,0
A111350,C2019526747,1,0
A111351,C2019546871,1,0
A111352,C2019550747,0,1
A111353,C2019568421,0,1
A111354,C2019570859,1,0
A111355,C2019582231,1,0
A111356,C2019590864,0,1
A111357,C2019593959,1,0
A111358,C201959668,0,1
A111359,C2019598377,0,1
A111360,C2019599345,1,0
A111361,C201960144,1,0
A111362,C2019605497,0,1
A111363,C2019606124,0,1
A111364,C20196121,1,0
A111365,C2019632192,0,1
A111366,C2019640594,1,0
A111367,C2019648242,1,0
A111368,C2019662608,0,1
A111369,C2019675115,0,1
A111370,C2019697815,1,0
A111371,C2019700536,1,0
A111372,C2019707270,1,0
A111373,C2019715796,0,1
A111374,C2019735966,1,0
A111375,C2019739738,1,0
A111376,C2019757747,1,0
A111377,C2019759986,1,0
A111378,C2019767930,0,1
A111379,C2019778622,0,1
A111380,C2019782380,1,0
A111381,C2019788000,1,0
A111382,C2019788513,1,0
A111383,C2019808660,1,0
A111384,C2019813042,0,1
A111385,C2019813234,0,1
A111386,C2019820528,1,0
A111387,C2019863473,0,1
A111388,C2019888144,1,0
A111389,C2019888522,1,0
A111390,C2019890984,1,0
A111391,C20199029,1,0
A111392,C2019905452,1,0
A111393,C2019912753,1,0
A111394,C2019920995,0,1
A111395,C2019933392,1,0
A111396,C201995133,0,1
A111397,C2019954700,1,0
A111398,C2019956869,0,1
A111399,C201996566,1,0
A111400,C2019990507,1,0
A111401,C2019991010,1,0
A111402,C2020046886,1,0
A111403,C2020049290,1,0
A111404,C2020054935,1,0
A111405,C2020079341,1,0
A111406,C2020086818,0,1
A111407,C2020094314,0,1
A111408,C2020102800,1,0
A111409,C2020102927,1,0
A111410,C2020104413,1,0
A111411,C2020105856,0,1
A111412,C2020111201,1,0
A111413,C2020129633,1,0
A111414,C2020136293,1,0
A111415,C2020141488,1,0
A111416,C2020145381,1,0
A111417,C20201542,0,1
A111418,C2020157008,0,1
A111419,C2020161235,1,0
A111420,C2020169181,1,0
A111421,C2020170029,1,0
A111422,C202017171,1,0
A111423,C2020180258,1,0
A111424,C2020180625,0,1
A111425,C2020207522,1,0
A111426,C2020209558,1,0
A111427,C2020220891,0,1
A111428,C2020242916,0,1
A111429,C2020264880,1,0
A111430,C2020278703,1,0
A111431,C2020281248,0,1
A111432,C20202913,1,0
A111433,C2020299611,1,0
A111434,C2020300404,1,0
A111435,C2020302809,1,0
A111436,C2020308343,0,1
A111437,C2020313924,1,0
A111438,C2020321619,0,1
A111439,C202032474,1,0
A111440,C202033571,0,1
A111441,C2020337583,0,1
A111442,C2020343541,0,1
A111443,C2020355960,0,1
A111444,C2020357947,1,0
A111445,C2020358928,1,0
A111446,C2020373882,1,0
A111447,C2020381934,1,0
A111448,C2020386791,0,1
A111449,C2020397029,1,0
A111450,C202039973,0,1
A111451,C2020423180,1,0
A111452,C2020427991,0,1
A111453,C2020435483,1,0
A111454,C2020443622,0,1
A111455,C2020453057,1,0
A111456,C2020462852,1,0
A111457,C202046934,0,1
A111458,C20204747,1,0
A111459,C2020477692,1,0
A111460,C2020479151,1,0
A111461,C202047971,0,1
A111462,C2020480641,0,1
A111463,C2020495090,1,0
A111464,C2020507562,1,0
A111465,C2020519226,0,1
A111466,C202052760,1,0
A111467,C202052762,1,0
A111468,C2020529218,0,1
A111469,C2020534741,0,1
A111470,C2020544158,1,0
A111471,C2020566003,1,0
A111472,C2020568210,1,0
A111473,C202058277,1,0
A111474,C2020586953,0,1
A111475,C2020603088,0,1
A111476,C2020616598,1,0
A111477,C2020617963,0,1
A111478,C2020618548,1,0
A111479,C2020634188,0,1
A111480,C2020649428,1,0
A111481,C2020652937,1,0
A111482,C2020694629,0,1
A111483,C2020694996,0,1
A111484,C2020707965,0,1
A111485,C2020716565,0,1
A111486,C2020722615,1,0
A111487,C2020724312,0,1
A111488,C2020737258,1,0
A111489,C2020740909,1,0
A111490,C2020741172,1,0
A111491,C2020743345,1,0
A111492,C2020752652,0,1
A111493,C2020763961,1,0
A111494,C2020768082,1,0
A111495,C2020773415,1,0
A111496,C2020776063,0,1
A111497,C2020810082,0,1
A111498,C202081590,1,0
A111499,C2020819274,0,1
A111500,C2020823492,1,0
A111501,C2020831007,0,1
A111502,C202084655,0,1
A111503,C2020850277,1,0
A111504,C2020874048,1,0
A111505,C2020889694,1,0
A111506,C2020911383,0,1
A111507,C2020920189,0,1
A111508,C2020926018,0,1
A111509,C2020936657,1,0
A111510,C2020937433,0,1
A111511,C2020940506,0,1
A111512,C2020958020,1,0
A111513,C2020959386,1,0
A111514,C2020968665,0,1
A111515,C2020988794,1,0
A111516,C202101281,0,1
A111517,C2021024221,1,0
A111518,C2021025468,0,1
A111519,C2021026921,1,0
A111520,C2021037747,1,0
A111521,C202105403,1,0
A111522,C2021063356,0,1
A111523,C2021067174,1,0
A111524,C2021074193,1,0
A111525,C2021079669,1,0
A111526,C2021088449,0,1
A111527,C2021102780,0,1
A111528,C2021131984,1,0
A111529,C2021156022,1,0
A111530,C2021165340,1,0
A111531,C2021166507,1,0
A111532,C2021179061,0,1
A111533,C2021192227,1,0
A111534,C202119586,1,0
A111535,C2021204084,1,0
A111536,C202120711,0,1
A111537,C2021211701,0,1
A111538,C202124314,0,1
A111539,C2021252426,0,1
A111540,C2021266303,0,1
A111541,C202127531,0,1
A111542,C2021278767,1,0
A111543,C202128272,1,0
A111544,C2021283128,0,1
A111545,C2021292359,0,1
A111546,C2021303222,1,0
A111547,C2021306751,0,1
A111548,C2021328792,0,1
A111549,C2021333085,0,1
A111550,C2021334983,0,1
A111551,C2021340561,0,1
A111552,C202135639,0,1
A111553,C2021364142,0,1
A111554,C202137173,0,1
A111555,C2021383062,0,1
A111556,C2021390265,0,1
A111557,C2021400565,1,0
A111558,C2021407283,1,0
A111559,C2021438758,1,0
A111560,C2021443195,0,1
A111561,C2021450664,1,0
A111562,C2021452135,0,1
A111563,C202145451,0,1
A111564,C2021456831,1,0
A111565,C2021466585,1,0
A111566,C202146720,0,1
A111567,C2021483140,0,1
A111568,C2021494609,1,0
A111569,C202149782,0,1
A111570,C2021500166,1,0
A111571,C202151595,0,1
A111572,C2021534489,1,0
A111573,C2021536513,1,0
A111574,C2021539165,0,1
A111575,C202155278,1,0
A111576,C2021557105,1,0
A111577,C2021568397,1,0
A111578,C2021576318,1,0
A111579,C2021579766,0,1
A111580,C2021589329,0,1
A111581,C202159574,1,0
A111582,C2021597598,1,0
A111583,C202161328,1,0
A111584,C2021613605,0,1
A111585,C2021628303,0,1
A111586,C202164399,1,0
A111587,C2021648254,0,1
A111588,C2021657258,1,0
A111589,C2021666869,1,0
A111590,C2021672269,0,1
A111591,C2021678077,1,0
A111592,C2021709855,1,0
A111593,C2021721348,1,0
A111594,C2021733688,1,0
A111595,C2021747206,1,0
A111596,C2021748093,0,1
A111597,C202175052,0,1
A111598,C2021762291,1,0
A111599,C2021767933,1,0
A111600,C2021780431,0,1
A111601,C2021783159,0,1
A111602,C2021791764,0,1
A111603,C2021793138,1,0
A111604,C2021800480,1,0
A111605,C202180351,0,1
A111606,C2021804426,1,0
A111607,C2021814987,1,0
A111608,C2021826265,1,0
A111609,C2021843830,1,0
A111610,C2021870044,1,0
A111611,C2021871328,0,1
A111612,C202187196,0,1
A111613,C2021876127,0,1
A111614,C2021886123,1,0
A111615,C2021901299,1,0
A111616,C2021920474,1,0
A111617,C2021932305,0,1
A111618,C2021935445,1,0
A111619,C2021949061,1,0
A111620,C2021955195,0,1
A111621,C2021966226,1,0
A111622,C2021966750,0,1
A111623,C2021973720,0,1
A111624,C2021984233,1,0
A111625,C2021997054,0,1
A111626,C2022008035,1,0
A111627,C2022030843,1,0
A111628,C2022035818,1,0
A111629,C2022037529,1,0
A111630,C2022041003,0,1
A111631,C2022053326,0,1
A111632,C2022076158,1,0
A111633,C2022087779,1,0
A111634,C2022095045,1,0
A111635,C2022103138,0,1
A111636,C2022128365,1,0
A111637,C2022132815,0,1
A111638,C2022134424,1,0
A111639,C2022162818,1,0
A111640,C2022175140,1,0
A111641,C2022182585,1,0
A111642,C2022200143,0,1
A111643,C202220325,0,1
A111644,C2022206314,0,1
A111645,C2022219942,0,1
A111646,C2022236889,1,0
A111647,C2022246619,1,0
A111648,C2022247094,1,0
A111649,C2022265875,1,0
A111650,C202226874,1,0
A111651,C2022285491,0,1
A111652,C2022296258,0,1
A111653,C2022300748,1,0
A111654,C2022306052,1,0
A111655,C2022315104,1,0
A111656,C2022333401,1,0
A111657,C2022339178,1,0
A111658,C2022351119,1,0
A111659,C2022353802,1,0
A111660,C202235581,1,0
A111661,C2022356819,1,0
A111662,C2022375592,0,1
A111663,C2022390405,0,1
A111664,C2022392647,1,0
A111665,C2022395731,1,0
A111666,C2022413908,0,1
A111667,C2022433273,1,0
A111668,C2022462109,0,1
A111669,C2022462627,1,0
A111670,C2022469498,0,1
A111671,C2022480802,1,0
A111672,C2022481843,1,0
A111673,C2022486441,1,0
A111674,C2022486900,0,1
A111675,C2022486934,1,0
A111676,C2022494236,0,1
A111677,C2022497692,1,0
A111678,C2022499393,1,0
A111679,C2022500543,1,0
A111680,C2022514099,1,0
A111681,C2022521009,1,0
A111682,C2022521892,0,1
A111683,C2022531459,0,1
A111684,C2022537409,1,0
A111685,C2022543056,0,1
A111686,C2022546946,1,0
A111687,C2022547223,0,1
A111688,C2022552464,1,0
A111689,C2022556567,0,1
A111690,C2022567206,1,0
A111691,C202258045,1,0
A111692,C2022587380,0,1
A111693,C2022587970,0,1
A111694,C2022593107,0,1
A111695,C2022593820,1,0
A111696,C2022606984,1,0
A111697,C2022610568,0,1
A111698,C2022627050,1,0
A111699,C2022633867,1,0
A111700,C2022649541,1,0
A111701,C2022651146,1,0
A111702,C2022672604,0,1
A111703,C2022675485,1,0
A111704,C202267668,0,1
A111705,C2022689003,1,0
A111706,C2022689473,0,1
A111707,C2022696716,1,0
A111708,C2022704650,0,1
A111709,C2022720071,0,1
A111710,C202272500,1,0
A111711,C2022726536,1,0
A111712,C2022734417,0,1
A111713,C2022742901,0,1
A111714,C2022767113,0,1
A111715,C2022774400,1,0
A111716,C2022774611,0,1
A111717,C202278158,1,0
A111718,C2022794126,0,1
A111719,C2022796438,1,0
A111720,C2022812725,1,0
A111721,C2022822480,0,1
A111722,C2022831297,1,0
A111723,C2022850947,1,0
A111724,C2022854155,1,0
A111725,C202286269,1,0
A111726,C2022879750,1,0
A111727,C2022884162,0,1
A111728,C2022919530,1,0
A111729,C2022950462,0,1
A111730,C20229572,0,1
A111731,C2022961108,0,1
A111732,C2022987999,0,1
A111733,C2022995463,0,1
A111734,C2023007236,1,0
A111735,C2023035531,0,1
A111736,C2023035681,1,0
A111737,C2023044841,1,0
A111738,C2023069639,0,1
A111739,C2023070534,0,1
A111740,C2023074872,1,0
A111741,C2023082320,0,1
A111742,C2023090586,1,0
A111743,C2023092141,0,1
A111744,C2023099379,0,1
A111745,C2023104152,0,1
A111746,C2023110792,1,0
A111747,C2023115963,1,0
A111748,C202311777,0,1
A111749,C2023119205,0,1
A111750,C2023122000,1,0
A111751,C2023138880,0,1
A111752,C2023146573,0,1
A111753,C2023146879,1,0
A111754,C2023152528,1,0
A111755,C2023154931,0,1
A111756,C2023155598,0,1
A111757,C2023164310,1,0
A111758,C2023167036,1,0
A111759,C2023175708,0,1
A111760,C2023180219,0,1
A111761,C2023185575,1,0
A111762,C2023212589,1,0
A111763,C2023220288,0,1
A111764,C2023224715,1,0
A111765,C2023229721,0,1
A111766,C2023229810,1,0
A111767,C2023250164,0,1
A111768,C2023251683,0,1
A111769,C2023258107,0,1
A111770,C2023262892,1,0
A111771,C2023266193,0,1
A111772,C2023270211,1,0
A111773,C2023271919,0,1
A111774,C2023272973,1,0
A111775,C2023288443,1,0
A111776,C2023324375,1,0
A111777,C20233663,1,0
A111778,C2023382323,0,1
A111779,C2023391825,0,1
A111780,C2023404977,1,0
A111781,C202343880,1,0
A111782,C2023447146,1,0
A111783,C2023485173,1,0
A111784,C2023491614,1,0
A111785,C2023491838,0,1
A111786,C2023509491,1,0
A111787,C2023514844,1,0
A111788,C2023518174,1,0
A111789,C202352900,1,0
A111790,C202353286,0,1
A111791,C2023537279,0,1
A111792,C2023558222,1,0
A111793,C2023563006,0,1
A111794,C2023608003,0,1
A111795,C2023610312,1,0
A111796,C2023614214,1,0
A111797,C2023615436,1,0
A111798,C2023644013,0,1
A111799,C2023659300,1,0
A111800,C2023663518,0,1
A111801,C2023664791,1,0
A111802,C202366527,0,1
A111803,C2023672105,0,1
A111804,C202367746,1,0
A111805,C2023696146,1,0
A111806,C2023720502,0,1
A111807,C2023729346,1,0
A111808,C2023738276,1,0
A111809,C2023739904,0,1
A111810,C2023754125,1,0
A111811,C2023756419,1,0
A111812,C2023759652,1,0
A111813,C20237611,1,0
A111814,C20237745,1,0
A111815,C20237788,1,0
A111816,C2023785660,0,1
A111817,C2023787276,0,1
A111818,C2023797914,0,1
A111819,C2023814550,1,0
A111820,C2023818031,1,0
A111821,C202382302,1,0
A111822,C2023824630,0,1
A111823,C2023837618,0,1
A111824,C2023843009,1,0
A111825,C2023850475,1,0
A111826,C2023856876,0,1
A111827,C2023858069,0,1
A111828,C2023858556,1,0
A111829,C2023859598,1,0
A111830,C2023868962,1,0
A111831,C2023876706,1,0
A111832,C2023877305,0,1
A111833,C2023879880,0,1
A111834,C2023894468,1,0
A111835,C2023895854,1,0
A111836,C2023896843,0,1
A111837,C2023915931,1,0
A111838,C202391824,1,0
A111839,C2023927467,1,0
A111840,C2023931240,1,0
A111841,C2023950973,0,1
A111842,C2023956452,0,1
A111843,C2023966822,0,1
A111844,C2023974494,0,1
A111845,C2023983925,1,0
A111846,C2024000774,1,0
A111847,C2024005893,0,1
A111848,C202401109,0,1
A111849,C2024016146,0,1
A111850,C2024023619,0,1
A111851,C2024051334,1,0
A111852,C2024056212,1,0
A111853,C2024063854,0,1
A111854,C2024065587,1,0
A111855,C2024067426,0,1
A111856,C2024070271,0,1
A111857,C2024071343,1,0
A111858,C2024080403,0,1
A111859,C2024085573,0,1
A111860,C2024101474,1,0
A111861,C2024103961,0,1
A111862,C2024106515,0,1
A111863,C2024128077,1,0
A111864,C2024133071,0,1
A111865,C2024135612,1,0
A111866,C2024137991,0,1
A111867,C2024143116,1,0
A111868,C2024144261,1,0
A111869,C202415622,1,0
A111870,C2024164136,1,0
A111871,C202418812,0,1
A111872,C2024189627,1,0
A111873,C2024192046,1,0
A111874,C2024192922,1,0
A111875,C202421148,1,0
A111876,C2024216753,1,0
A111877,C2024222780,1,0
A111878,C2024230840,1,0
A111879,C2024234806,1,0
A111880,C2024237269,1,0
A111881,C2024258032,0,1
A111882,C2024262984,0,1
A111883,C2024270553,1,0
A111884,C2024281248,0,1
A111885,C2024293561,0,1
A111886,C2024294646,0,1
A111887,C2024294930,0,1
A111888,C2024297782,0,1
A111889,C2024300638,1,0
A111890,C202430085,1,0
A111891,C2024305751,1,0
A111892,C2024314550,1,0
A111893,C2024316181,0,1
A111894,C2024354257,1,0
A111895,C2024365594,1,0
A111896,C2024375086,0,1
A111897,C2024377835,0,1
A111898,C2024379945,1,0
A111899,C202439454,1,0
A111900,C2024402584,1,0
A111901,C202440973,1,0
A111902,C2024422982,1,0
