record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
R056677,471,TRANSFER,445495.36,C1881324061,21537.0,0.0,C589079851,598244.24,1043739.6,0,0
R056678,400,PAYMENT,57767.59,C1368390262,0.0,0.0,M422115707,0.0,0.0,0,0
R056679,369,TRANSFER,9677.5,C814750883,0.0,0.0,C486433573,402511.78,412189.28,0,0
R056680,403,CASH_IN,13446.53,C1067379322,1892431.89,1905878.42,C1107832339,103853.27,90406.75,0,0
R056681,399,PAYMENT,7837.93,C663971705,0.0,0.0,M1664748420,0.0,0.0,0,0
R056682,205,CASH_OUT,160281.86,C635716618,0.0,0.0,C1451001074,714344.22,874626.08,0,0
R056683,234,PAYMENT,12027.01,C125908118,25793.0,13765.99,M253001303,0.0,0.0,0,0
R056684,346,PAYMENT,3752.44,C1364142222,17130.0,13377.56,M840512805,0.0,0.0,0,0
R056685,307,PAYMENT,5908.45,C159695098,0.0,0.0,M509538407,0.0,0.0,0,0
R056686,43,CASH_IN,293236.7,C1887763054,6039790.25,6333026.95,C1285563720,1558120.34,1264883.64,0,0
R056687,325,CASH_IN,160242.39,C2041667190,7116305.03,7276547.43,C1396288178,4715380.26,4555137.86,0,0
R056688,236,CASH_IN,122364.29,C1501300645,13483167.93,13605532.22,C254122069,375882.12,253517.83,0,0
R056689,135,TRANSFER,660345.67,C718613172,1384.0,0.0,C1366006097,374660.66,1035006.34,0,0
R056690,351,PAYMENT,2054.46,C2108510375,31346.0,29291.54,M1804393734,0.0,0.0,0,0
R056691,44,TRANSFER,543872.75,C44882783,0.0,0.0,C1861106860,1086194.04,1630066.79,0,0
R056692,160,PAYMENT,31837.02,C1780138715,176520.61,144683.58,M1408946119,0.0,0.0,0,0
R056693,188,PAYMENT,10204.6,C848550134,0.0,0.0,M84192646,0.0,0.0,0,0
R056694,300,TRANSFER,177001.63,C895416110,0.0,0.0,C1659853447,246164.4,423166.02,0,0
R056695,254,CASH_OUT,410202.73,C1549456549,1005.0,0.0,C1803142839,0.0,410202.73,0,0
R056696,183,PAYMENT,5077.83,C1203228392,0.0,0.0,M534721895,0.0,0.0,0,0
R056697,355,CASH_OUT,66125.66,C260133745,10122.0,0.0,C376134909,0.0,66125.66,0,0
R056698,184,PAYMENT,9925.64,C921949257,0.0,0.0,M1031787866,0.0,0.0,0,0
R056699,239,PAYMENT,11888.09,C97816450,74685.0,62796.91,M2113069634,0.0,0.0,0,0
R056700,131,CASH_IN,303009.29,C1547501379,10067093.8,10370103.1,C1626519138,406842.4,103833.11,0,0
R056701,252,PAYMENT,21857.07,C2011982354,122176.16,100319.08,M740801392,0.0,0.0,0,0
R056702,135,PAYMENT,14959.42,C693436223,0.0,0.0,M304995815,0.0,0.0,0,0
R056703,9,CASH_IN,114437.38,C2063732674,10420698.18,10535135.56,C216084411,207898.95,4415.09,0,0
R056704,395,TRANSFER,885556.91,C1458876207,1552.0,0.0,C729597474,797098.56,1682655.47,0,0
R056705,400,CASH_OUT,366512.36,C1720111405,5408.0,0.0,C1329228219,166301.6,532813.97,0,0
R056706,348,CASH_OUT,44466.6,C1899302642,20696.0,0.0,C41544037,976335.61,1020802.21,0,0
R056707,139,CASH_OUT,4557.13,C427999251,176249.15,171692.02,C463372585,1953007.36,1957564.49,0,0
R056708,522,CASH_IN,197847.44,C2110358985,19979.0,217826.44,C860179776,4308975.53,4111128.09,0,0
R056709,352,PAYMENT,7636.41,C1036693135,0.0,0.0,M789769853,0.0,0.0,0,0
R056710,43,PAYMENT,12411.94,C1051025797,15072.0,2660.06,M1035484879,0.0,0.0,0,0
R056711,325,CASH_OUT,131271.61,C2020300404,513.0,0.0,C330125704,138885.18,270156.79,0,0
R056712,659,CASH_IN,248805.65,C605179541,3696694.07,3945499.73,C182285110,922083.41,673277.76,0,0
R056713,323,TRANSFER,507656.95,C662942181,16020.0,0.0,C1997305133,0.0,507656.95,0,0
R056714,186,CASH_OUT,139207.2,C1284302867,0.0,0.0,C1014044598,643263.73,782470.94,0,0
R056715,185,CASH_OUT,166531.27,C824276925,0.0,0.0,C1930851375,13069100.78,13235632.05,0,0
R056716,340,CASH_OUT,26478.48,C2100222508,26478.48,0.0,C2123765878,403400.86,429879.34,1,0
R056717,233,TRANSFER,250711.71,C1118785776,0.0,0.0,C1259246235,521164.2,771875.92,0,0
R056718,394,TRANSFER,237111.64,C1186414919,0.0,0.0,C829866747,442770.39,679882.03,0,0
R056719,141,PAYMENT,24343.19,C352730330,445234.53,420891.34,M733559480,0.0,0.0,0,0
R056720,227,CASH_IN,86165.99,C28670094,4865828.1,4951994.09,C168137322,464189.42,378023.43,0,0
R056721,10,PAYMENT,5125.54,C1905182468,663024.64,657899.1,M1487910110,0.0,0.0,0,0
R056722,396,CASH_IN,216506.27,C818637683,5762893.92,5979400.19,C346874514,2562998.83,2346492.56,0,0
R056723,17,PAYMENT,1026.61,C877961555,695919.05,694892.44,M1966669404,0.0,0.0,0,0
R056724,550,TRANSFER,156605.45,C324211164,103083.0,0.0,C64043539,423233.46,579838.91,0,0
R056725,14,TRANSFER,1435904.66,C1738868838,349980.0,0.0,C27731564,495001.9,2665752.67,0,0
R056726,396,TRANSFER,147402.13,C1806247191,855.0,0.0,C799667651,0.0,147402.13,0,0
R056727,261,CASH_IN,235676.01,C1760743073,5573212.36,5808888.37,C2044785375,771228.75,535552.74,0,0
R056728,35,PAYMENT,120.15,C186839551,45369.75,45249.59,M617112792,0.0,0.0,0,0
R056729,20,TRANSFER,997780.27,C2007666618,0.0,0.0,C1491644276,2804568.91,3802349.18,0,0
R056730,281,CASH_IN,112371.58,C568893225,9971.0,122342.58,C448899117,0.0,0.0,0,0
R056731,210,CASH_OUT,475704.14,C154464151,0.0,0.0,C106456810,2330922.44,2806626.59,0,0
R056732,352,CASH_IN,145625.04,C586498152,5096.0,150721.04,C1417874422,691071.77,545446.72,0,0
R056733,330,PAYMENT,18986.47,C820955014,21077.0,2090.53,M1714654873,0.0,0.0,0,0
R056734,283,CASH_IN,412075.02,C1658605317,3034833.68,3446908.7,C341796952,2937839.07,2525764.05,0,0
R056735,594,PAYMENT,12269.07,C405505166,0.0,0.0,M1843626050,0.0,0.0,0,0
R056736,141,CASH_OUT,184367.61,C1660323250,10665.0,0.0,C1439008518,0.0,184367.61,0,0
R056737,307,CASH_IN,326237.06,C2066938078,103819.0,430056.06,C1378837483,583576.48,257339.42,0,0
R056738,41,CASH_OUT,43807.86,C245631783,26783.0,0.0,C2143459953,339.0,0.0,0,0
R056739,253,TRANSFER,1572724.37,C1346046225,30225.0,0.0,C134556980,19554.95,1592279.33,0,0
R056740,260,CASH_IN,1237.1,C840688900,5524175.51,5525412.61,C1349169717,126937.28,125700.18,0,0
R056741,254,CASH_OUT,291402.73,C1306303307,0.0,0.0,C892118850,1417518.25,1708920.99,0,0
R056742,254,PAYMENT,20282.97,C870365270,11333.0,0.0,M2064560935,0.0,0.0,0,0
R056743,19,PAYMENT,126.11,C1715559756,30816.0,30689.89,M799707377,0.0,0.0,0,0
R056744,17,TRANSFER,895628.26,C1170129168,0.0,0.0,C405881980,7230256.77,8125885.02,0,0
R056745,574,CASH_OUT,131671.59,C1464581476,218388.0,86716.41,C1644528862,565009.24,696680.83,0,0
R056746,201,TRANSFER,71821.46,C1976992442,0.0,0.0,C381829685,1171964.19,1243785.65,0,0
R056747,135,TRANSFER,442553.42,C1001600073,0.0,0.0,C1408364043,928801.56,1371354.98,0,0
R056748,330,PAYMENT,5246.7,C1785442058,56407.0,51160.3,M1027128547,0.0,0.0,0,0
R056749,263,PAYMENT,5726.01,C1883987418,0.0,0.0,M264238622,0.0,0.0,0,0
R056750,302,PAYMENT,1261.47,C926712874,150.0,0.0,M398845968,0.0,0.0,0,0
R056751,691,PAYMENT,18730.55,C1653286759,0.0,0.0,M1593515043,0.0,0.0,0,0
R056752,299,PAYMENT,34345.79,C602570289,0.0,0.0,M199938784,0.0,0.0,0,0
R056753,261,PAYMENT,20407.21,C1473158338,24759.0,4351.79,M1406810198,0.0,0.0,0,0
R056754,250,PAYMENT,17990.75,C91104829,0.0,0.0,M1188815971,0.0,0.0,0,0
R056755,252,PAYMENT,5524.08,C2045704053,12532.0,7007.92,M1023628833,0.0,0.0,0,0
R056756,205,PAYMENT,12015.81,C1589609333,6147.0,0.0,M901199747,0.0,0.0,0,0
R056757,253,CASH_IN,562887.3,C1614471415,58458.0,621345.3,C834319876,0.0,0.0,0,0
R056758,304,TRANSFER,46661.03,C379326181,46661.03,0.0,C585824951,0.0,0.0,1,0
R056759,370,PAYMENT,195.95,C1732513192,0.0,0.0,M767301878,0.0,0.0,0,0
R056760,134,PAYMENT,25207.86,C52198235,0.0,0.0,M1167837324,0.0,0.0,0,0
R056761,230,PAYMENT,20571.03,C141399117,29543.0,8971.97,M943919948,0.0,0.0,0,0
R056762,401,TRANSFER,895057.08,C420488045,75242.0,0.0,C1918911565,0.0,895057.08,0,0
R056763,597,CASH_IN,127338.3,C2018237890,155991.0,283329.3,C211163111,0.0,0.0,0,0
R056764,140,CASH_IN,168355.47,C2125697083,18940548.03,19108903.51,C110122187,841390.04,673034.57,0,0
R056765,284,CASH_IN,313048.01,C144733302,4365996.16,4679044.17,C1001367899,6583632.03,6270584.02,0,0
R056766,601,PAYMENT,339.97,C1879240808,263.0,0.0,M746684681,0.0,0.0,0,0
R056767,323,TRANSFER,1250857.91,C1306972646,29290.0,0.0,C551816108,504643.46,1755501.37,0,0
R056768,172,CASH_OUT,1116508.49,C45204109,1116508.49,0.0,C500640535,4052464.84,5168973.32,1,0
R056769,592,CASH_OUT,74716.01,C1911898874,0.0,0.0,C211319833,1961063.75,2035779.76,0,0
R056770,212,CASH_IN,360532.36,C608718153,305894.0,666426.36,C1314172692,0.0,0.0,0,0
R056771,258,CASH_IN,153364.01,C2143052329,16939440.33,17092804.34,C1777517103,203435.7,50071.69,0,0
R056772,252,TRANSFER,939916.95,C1368221938,59392.61,0.0,C1776916945,1760990.09,2700907.03,0,0
R056773,182,CASH_IN,316105.0,C1072073059,41073.0,357178.0,C442444595,0.0,0.0,0,0
R056774,182,CASH_OUT,377963.79,C864804501,124213.0,0.0,C1294465424,0.0,377963.79,0,0
R056775,298,TRANSFER,1116054.35,C846153612,0.0,0.0,C392526226,3429568.2,4545622.55,0,0
R056776,162,CASH_IN,90926.36,C1205513084,6121872.02,6212798.38,C1799577889,387232.77,296306.41,0,0
R056777,40,TRANSFER,26950.06,C575969831,26950.06,0.0,C220147588,0.0,0.0,1,0
R056778,37,CASH_OUT,10489.17,C1856564795,0.0,0.0,C1756877039,6477466.12,6487955.29,0,0
R056779,189,TRANSFER,121579.98,C1949146273,121579.98,0.0,C979925906,0.0,0.0,1,0
R056780,188,TRANSFER,256208.12,C425183686,0.0,0.0,C1904654319,533505.77,789713.89,0,0
R056781,275,CASH_IN,243738.16,C978180417,1631572.38,1875310.55,C1936294247,476255.24,232517.07,0,0
R056782,130,TRANSFER,1250337.14,C78194312,5535.0,0.0,C989474203,3218593.75,4468930.9,0,0
R056783,44,CASH_OUT,50900.63,C281014475,31939.11,0.0,C130254092,467670.11,518570.74,0,0
R056784,93,PAYMENT,10247.52,C1119871122,0.0,0.0,M2058844949,0.0,0.0,0,0
R056785,40,CASH_OUT,121985.24,C874554452,47274.0,0.0,C515399299,1840908.58,1962893.81,0,0
R056786,187,PAYMENT,462.16,C1018028414,0.0,0.0,M2079746108,0.0,0.0,0,0
R056787,189,PAYMENT,3068.53,C1862827115,27381.0,24312.47,M1845712131,0.0,0.0,0,0
R056788,253,PAYMENT,3552.11,C1426812117,534458.86,530906.75,M353834201,0.0,0.0,0,0
R056789,301,PAYMENT,19497.22,C982838230,20517.0,1019.78,M1152187481,0.0,0.0,0,0
R056790,21,TRANSFER,543785.61,C584716607,0.0,0.0,C1184706416,784033.84,1327819.45,0,0
R056791,8,CASH_IN,388365.43,C917139674,25489280.44,25877645.87,C979719862,657248.99,491448.89,0,0
R056792,137,CASH_IN,88984.39,C1156848230,20880.0,109864.39,C211994173,537842.02,448857.63,0,0
R056793,187,CASH_OUT,97961.43,C773776639,11295.0,0.0,C321335386,226807.21,324768.64,0,0
R056794,158,CASH_IN,259218.05,C358050337,2987330.48,3246548.53,C1715941260,765117.89,505899.84,0,0
R056795,374,PAYMENT,12503.99,C1094549070,6093.0,0.0,M245477602,0.0,0.0,0,0
R056796,130,CASH_IN,9425.54,C459485557,205406.0,214831.54,C1998215576,0.0,0.0,0,0
R056797,251,CASH_IN,11273.66,C1906500072,4403671.22,4414944.88,C2135110880,58642.66,47369.0,0,0
R056798,130,TRANSFER,571029.08,C208155799,0.0,0.0,C1116419825,823372.55,1394401.63,0,0
R056799,283,CASH_OUT,234510.51,C1001103004,0.0,0.0,C86236849,2691068.3,2925578.81,0,0
R056800,397,CASH_IN,223502.88,C119231564,318939.0,542441.88,C1621126562,0.0,0.0,0,0
R056801,351,PAYMENT,13184.76,C49506481,100871.65,87686.88,M428596651,0.0,0.0,0,0
R056802,258,CASH_OUT,157209.03,C793408226,21036.0,0.0,C1923453465,347.0,0.0,0,0
R056803,462,CASH_OUT,155028.83,C909860820,155028.83,0.0,C411004597,0.0,155028.83,1,0
R056804,46,TRANSFER,736370.54,C1061149717,736370.54,0.0,C737745926,0.0,0.0,1,0
R056805,159,CASH_OUT,59657.28,C133101056,31695.0,0.0,C2023491838,288286.15,347943.43,0,0
R056806,376,CASH_IN,199722.71,C864243925,4320778.39,4520501.1,C1384749187,1413787.97,1214065.26,0,0
R056807,139,TRANSFER,626365.83,C1058955788,0.0,0.0,C1599377459,4344136.83,4970502.67,0,0
R056808,36,CASH_IN,37074.05,C1167715169,21024816.99,21061891.04,C98027070,54748.61,17674.55,0,0
R056809,280,CASH_OUT,142316.13,C1264723111,0.0,0.0,C956733145,189869.36,332185.49,0,0
R056810,37,CASH_OUT,177446.97,C56476504,203366.0,25919.03,C1142708145,2495118.29,2672565.26,0,0
R056811,132,CASH_OUT,276321.94,C971014710,0.0,0.0,C976771082,378574.1,654896.04,0,0
R056812,356,PAYMENT,10728.66,C2108849669,0.0,0.0,M1189990401,0.0,0.0,0,0
R056813,13,TRANSFER,2569469.09,C848158698,296.0,0.0,C811607037,0.0,2569469.09,0,0
R056814,406,PAYMENT,1137.74,C655814426,45261.0,44123.26,M476766368,0.0,0.0,0,0
R056815,253,TRANSFER,1605618.99,C447087471,49619.26,0.0,C649829199,3584200.82,5189819.81,0,0
R056816,326,CASH_OUT,175046.83,C936827124,2523.0,0.0,C116776104,0.0,175046.83,0,0
R056817,307,TRANSFER,299456.44,C932667706,0.0,0.0,C514824975,2093655.0,2537380.24,0,0
R056818,331,CASH_IN,50316.74,C2120854820,10211739.18,10262055.92,C63557120,450502.09,400185.35,0,0
R056819,298,CASH_IN,244862.4,C1820267841,7115627.73,7360490.12,C1110683873,436995.97,192133.57,0,0
R056820,539,CASH_OUT,79594.91,C149676565,79594.91,0.0,C1488768076,2009434.94,2089029.85,1,0
R056821,228,CASH_OUT,238024.18,C1642546274,26043.0,0.0,C1588831525,36742.52,274766.7,0,0
R056822,185,CASH_IN,152490.07,C1466300536,2827227.74,2979717.8,C1448180022,458419.16,305929.09,0,0
R056823,376,PAYMENT,51340.99,C272553302,0.0,0.0,M1910274031,0.0,0.0,0,0
R056824,34,CASH_IN,41893.06,C1984733209,827546.0,869439.06,C1732403744,590987.74,549094.68,0,0
R056825,235,CASH_IN,114220.37,C641699936,2919854.0,3034074.37,C614717878,5420496.96,5306276.6,0,0
R056826,253,TRANSFER,60982.87,C1824487789,0.0,0.0,C684515320,778059.92,839042.79,0,0
R056827,263,PAYMENT,4035.54,C2022675485,11429.0,7393.46,M1059405944,0.0,0.0,0,0
R056828,161,TRANSFER,761411.64,C1656720513,0.0,0.0,C303070069,1490926.22,2252337.86,0,0
R056829,282,CASH_IN,24274.22,C987120405,9302938.36,9327212.58,C1710387639,131326.91,107052.69,0,0
R056830,236,CASH_IN,221015.49,C1617240735,2811535.77,3032551.26,C183259203,4234092.99,4013077.5,0,0
R056831,186,TRANSFER,324100.3,C2013817900,0.0,0.0,C1002264531,970514.46,1294614.75,0,0
R056832,117,CASH_OUT,466359.63,C1868920588,466359.63,0.0,C1810440109,910109.57,1376469.2,1,0
R056833,656,TRANSFER,84007.22,C579843849,84007.22,0.0,C1006401921,0.0,0.0,1,0
R056834,469,PAYMENT,877.66,C1758176319,0.0,0.0,M1136949819,0.0,0.0,0,0
R056835,306,TRANSFER,1405566.36,C119322423,0.0,0.0,C2123033131,5128342.07,6533908.43,0,0
R056836,177,PAYMENT,598.04,C364059031,134868.0,134269.96,M1512262364,0.0,0.0,0,0
R056837,8,TRANSFER,1392377.32,C1171546449,0.0,0.0,C1262822392,21395094.56,22641471.24,0,0
R056838,346,CASH_OUT,282254.99,C2136788117,0.0,0.0,C1659585287,541527.19,823782.17,0,0
R056839,305,DEBIT,2430.86,C53395788,0.0,0.0,C1222439878,92101.7,94532.56,0,0
R056840,400,TRANSFER,308701.11,C464246494,0.0,0.0,C1302092801,349990.53,658691.65,0,0
R056841,719,CASH_OUT,479926.98,C236547965,479926.98,0.0,C1382782385,71009.24,550936.23,1,0
R056842,13,CASH_IN,131.49,C1277299475,1863532.05,1863663.53,C893193947,7586.0,7454.51,0,0
R056843,299,CASH_IN,27830.26,C2115109894,50051.0,77881.26,C594177405,0.0,0.0,0,0
R056844,45,PAYMENT,15339.7,C948090030,0.0,0.0,M108924114,0.0,0.0,0,0
R056845,129,CASH_OUT,458849.21,C218181268,0.0,0.0,C1162812870,2517755.25,3223046.63,0,0
R056846,42,CASH_IN,240509.69,C708721457,336425.5,576935.19,C82327795,1377607.96,1137098.27,0,0
R056847,210,PAYMENT,4670.86,C55061729,209909.0,205238.14,M1742736510,0.0,0.0,0,0
R056848,297,CASH_OUT,189042.88,C1648674533,528.0,0.0,C402073991,34793.42,223836.3,0,0
R056849,536,TRANSFER,1567549.99,C774500664,1567549.99,0.0,C996012482,0.0,0.0,1,0
R056850,283,CASH_IN,131856.32,C1655853555,215904.0,347760.32,C1433722848,3745.02,0.0,0,0
R056851,185,CASH_OUT,78193.59,C549177988,10150.0,0.0,C1930642484,9696.39,87889.98,0,0
R056852,203,CASH_IN,261319.45,C763227704,19762.0,281081.45,C1213177752,0.0,0.0,0,0
R056853,474,CASH_IN,243833.3,C926464276,12152.0,255985.3,C2002989119,142758.46,0.0,0,0
R056854,20,TRANSFER,867530.39,C342628701,0.0,0.0,C770283279,1888561.86,2756092.25,0,0
R056855,233,CASH_OUT,249833.92,C1470863961,0.0,0.0,C755257344,360132.69,609966.61,0,0
R056856,277,CASH_IN,43573.96,C1750609924,857602.87,901176.83,C109775006,97831.75,54257.79,0,0
R056857,229,CASH_OUT,75399.82,C986514154,0.0,0.0,C1713659199,244403.67,319803.49,0,0
R056858,130,CASH_IN,212694.72,C679364020,8196177.4,8408872.12,C1847921201,7521974.51,7309279.79,0,0
R056859,695,CASH_IN,79245.58,C365961857,7343147.82,7422393.4,C340789998,933469.67,854224.09,0,0
R056860,230,CASH_OUT,167428.31,C1313762021,0.0,0.0,C1862678321,1740171.02,1907599.33,0,0
R056861,304,TRANSFER,10000000.0,C1150229199,81107.0,0.0,C1412774833,173696.53,24819164.92,0,0
R056862,211,CASH_OUT,95676.21,C1538527116,0.0,0.0,C21754833,170671.78,266347.99,0,0
R056863,154,PAYMENT,15513.43,C644220404,170320.21,154806.77,M599324059,0.0,0.0,0,0
R056864,134,CASH_OUT,329668.89,C246577360,167.0,0.0,C99929101,0.0,329668.89,0,0
R056865,13,PAYMENT,3710.19,C1070554545,0.0,0.0,M1881848244,0.0,0.0,0,0
R056866,355,CASH_OUT,109054.94,C692902755,289235.36,180180.43,C978178035,866748.12,975803.05,0,0
R056867,331,DEBIT,2760.76,C707995370,627848.21,625087.45,C1567921963,1737088.72,1739849.48,0,0
R056868,374,CASH_IN,288342.23,C881832221,4093857.98,4382200.21,C1392776813,1132318.18,843975.95,0,0
R056869,351,CASH_IN,338059.62,C613278465,51982.0,390041.62,C1724269576,11051598.01,10713538.39,0,0
R056870,12,CASH_IN,370025.52,C872852997,568738.4,938763.92,C28344871,6155.0,0.0,0,0
R056871,39,TRANSFER,821457.97,C1358346547,54640.0,0.0,C635629038,0.0,929257.13,0,0
R056872,355,PAYMENT,33175.55,C1532261906,0.0,0.0,M2122935125,0.0,0.0,0,0
R056873,43,CASH_OUT,14048.13,C1027104115,595.0,0.0,C451464276,546046.48,560094.62,0,0
R056874,272,TRANSFER,580673.57,C851163410,580673.57,0.0,C266966144,0.0,0.0,1,0
R056875,255,TRANSFER,16403.62,C1682446731,0.0,0.0,C1320778966,213283.54,229687.17,0,0
R056876,184,CASH_IN,122766.99,C1888218968,0.0,122766.99,C1678621266,3087521.45,2964754.46,0,0
R056877,203,CASH_IN,285388.06,C47265701,8056548.24,8341936.31,C527620400,840786.27,1083645.15,0,0
R056878,33,TRANSFER,3295227.84,C1152596026,3295227.84,0.0,C1976114093,0.0,0.0,1,0
R056879,375,CASH_IN,194104.79,C1646502039,219678.0,413782.79,C1686964942,29258.84,0.0,0,0
R056880,154,CASH_IN,435481.33,C742556904,36349.0,471830.33,C1357095598,0.0,0.0,0,0
R056881,495,TRANSFER,324647.0,C813391687,0.0,0.0,C1376455477,3845866.74,4170513.73,0,0
R056882,306,CASH_IN,303408.52,C1319255870,6843470.21,7146878.74,C208182428,595440.5,292031.97,0,0
R056883,350,PAYMENT,1435.54,C755880250,42277.0,40841.46,M1061023694,0.0,0.0,0,0
R056884,14,CASH_IN,31874.66,C809940084,14224998.76,14256873.42,C1243331362,449573.47,105626.98,0,0
R056885,209,CASH_IN,196283.5,C1133772726,3205595.09,3401878.6,C1680104865,315420.84,119137.34,0,0
R056886,203,CASH_IN,211451.88,C2031400836,20608.0,232059.88,C215707665,918850.75,707398.87,0,0
R056887,373,CASH_OUT,105198.2,C1836569405,0.0,0.0,C862395214,484454.42,589652.62,0,0
R056888,370,PAYMENT,7353.51,C1763401033,136566.7,129213.2,M1517542007,0.0,0.0,0,0
R056889,598,CASH_IN,8992.56,C350582204,5520992.64,5529985.2,C1804027421,1133255.17,1124262.61,0,0
R056890,185,TRANSFER,771412.31,C1566220646,0.0,0.0,C2127107706,8966195.52,9737607.83,0,0
R056891,72,CASH_OUT,730574.39,C1283613009,730574.39,0.0,C1291527211,183897.18,914471.57,1,0
R056892,61,CASH_OUT,475368.94,C916986889,475368.94,0.0,C1738798142,1348026.73,1823395.67,1,0
R056893,583,TRANSFER,759701.03,C382272679,759701.03,0.0,C1390800148,0.0,0.0,1,0
R056894,153,PAYMENT,3183.43,C152384907,0.0,0.0,M539970595,0.0,0.0,0,0
R056895,157,PAYMENT,3520.86,C1927960188,54079.0,50558.14,M1953560890,0.0,0.0,0,0
R056896,404,CASH_OUT,396926.75,C1409039256,19838.0,0.0,C1482578091,126994.11,523920.86,0,0
R056897,208,CASH_IN,148864.62,C1799814443,2040.0,150904.62,C1428939759,677564.37,528699.75,0,0
R056898,206,TRANSFER,990630.25,C185633643,990630.25,0.0,C125986945,0.0,0.0,1,0
R056899,129,PAYMENT,1200.4,C720958872,0.0,0.0,M1647533972,0.0,0.0,0,0
R056900,9,CASH_IN,245248.82,C276739981,104854.0,350102.82,C490771391,23733.0,0.0,0,0
R056901,394,TRANSFER,2036800.46,C1880120752,117005.0,0.0,C13055466,0.0,2036800.46,0,0
R056902,17,CASH_OUT,6346.83,C33911546,423.0,0.0,C2063937037,0.0,6346.83,0,0
R056903,202,CASH_IN,122942.33,C850607253,13877104.35,14000046.68,C181670396,1406992.85,1284050.52,0,0
R056904,182,PAYMENT,31086.53,C782206760,50267.0,19180.47,M1238624641,0.0,0.0,0,0
R056905,43,CASH_OUT,211459.34,C1857419025,0.0,0.0,C789558739,1244281.91,1455741.25,0,0
R056906,306,CASH_OUT,154508.86,C1177641132,0.0,0.0,C1167031579,199864.33,354373.2,0,0
R056907,94,CASH_OUT,153514.29,C502259781,0.0,0.0,C212239450,378002.59,531516.87,0,0
R056908,96,TRANSFER,141965.41,C1396489912,903.0,0.0,C1450473893,0.0,141965.41,0,0
R056909,305,PAYMENT,24917.59,C857407083,11197.0,0.0,M394736162,0.0,0.0,0,0
R056910,250,PAYMENT,21386.1,C1318188870,10623.0,0.0,M424620090,0.0,0.0,0,0
R056911,280,CASH_OUT,227647.62,C342226691,1700.0,0.0,C765199816,362894.55,590542.16,0,0
R056912,328,TRANSFER,975389.94,C891486597,975389.94,0.0,C951633995,0.0,0.0,1,0
R056913,160,CASH_IN,49620.23,C1988826553,5797427.08,5847047.3,C1922283286,95255.94,45635.71,0,0
R056914,187,CASH_OUT,192763.52,C299106134,0.0,0.0,C1097232000,794603.3,987366.82,0,0
R056915,401,TRANSFER,750229.94,C2024712590,0.0,0.0,C691755762,2466546.28,3216776.22,0,0
R056916,374,CASH_OUT,367725.4,C1675827787,260572.0,0.0,C1420432253,228367.36,596092.76,0,0
R056917,253,CASH_OUT,141209.72,C2062560005,127458.06,0.0,C95261622,539625.33,680835.05,0,0
R056918,141,PAYMENT,21662.61,C1112380427,0.0,0.0,M917588152,0.0,0.0,0,0
R056919,683,CASH_OUT,32459.78,C2058705657,79887.0,47427.22,C995358790,2055450.89,2087910.67,0,0
R056920,355,TRANSFER,9048966.28,C2095883311,0.0,0.0,C1996972952,9480542.93,18529509.22,0,0
R056921,347,PAYMENT,8505.19,C1113205928,0.0,0.0,M1319165777,0.0,0.0,0,0
R056922,33,CASH_OUT,113826.47,C1066751948,0.0,0.0,C965967176,669899.77,783726.24,0,0
R056923,347,TRANSFER,1404795.51,C1387755322,0.0,0.0,C875485970,36982382.67,38387178.17,0,0
R056924,130,TRANSFER,639444.1,C1697980503,0.0,0.0,C1787297226,2839553.93,3478998.04,0,0
R056925,44,CASH_OUT,181867.73,C824520692,264.21,0.0,C503277433,2915254.03,3097121.75,0,0
R056926,214,TRANSFER,39525.63,C511187866,39525.63,0.0,C1282311771,0.0,0.0,1,0
R056927,370,CASH_OUT,197110.01,C733848004,185106.54,0.0,C1359223179,3377096.3,3574206.3,0,0
R056928,378,CASH_OUT,408486.3,C1178105050,0.0,0.0,C688525269,984422.08,1392908.38,0,0
R056929,140,PAYMENT,13935.17,C836274504,0.0,0.0,M1406398802,0.0,0.0,0,0
R056930,253,CASH_IN,366096.19,C101188167,1452.0,367548.19,C1104704002,133598.9,0.0,0,0
R056931,16,PAYMENT,19099.59,C1170424288,0.0,0.0,M1608258794,0.0,0.0,0,0
R056932,590,TRANSFER,23032.63,C47797660,29194.0,6161.37,C1270631994,1661643.46,1684676.09,0,0
R056933,381,TRANSFER,646106.5,C1097345887,0.0,0.0,C1617746346,2435451.38,3081557.88,0,0
R056934,323,CASH_IN,206257.55,C1479928206,9266933.63,9473191.18,C1225002524,366262.93,160005.39,0,0
R056935,586,TRANSFER,10000000.0,C1979114980,30353874.22,20353874.22,C617558864,0.0,0.0,1,0
R056936,323,CASH_IN,294308.42,C908857927,10307140.79,10601449.21,C1767382449,1000819.91,706511.49,0,0
R056937,399,CASH_OUT,401512.29,C958279168,30802.0,0.0,C1706673485,46248.95,447761.24,0,0
R056938,396,PAYMENT,13140.47,C2101851288,257.0,0.0,M904378823,0.0,0.0,0,0
R056939,348,CASH_OUT,15135.81,C361009626,0.0,0.0,C272252291,94653.29,109789.1,0,0
R056940,16,CASH_IN,335439.6,C1097576950,16966185.29,17301624.89,C722811102,904128.31,568688.71,0,0
R056941,393,PAYMENT,13293.59,C1034168328,35835.03,22541.44,M1455161957,0.0,0.0,0,0
