record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,previous_activity_step,dormant_gap,transaction_position,transaction_count_in_scenario,post_reactivation_pattern,balance_usage_ratio
L04_001469,473,CASH_OUT,67062.85,C2061916012,447085.67,380022.82,C_LEGIT_632495031,0.0,0.0,0,0,L04_00297,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,278,65,4,5,NORMAL,0.15
L04_001470,519,CASH_OUT,57003.42,C2061916012,380022.82,323019.4,C_LEGIT_962775770,0.0,0.0,0,0,L04_00297,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,278,65,5,5,NORMAL,0.15
L04_001471,263,PAYMENT,76772.63,C1602097879,871036.41,794263.78,C_LEGIT_896091911,0.0,0.0,0,0,L04_00298,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,188,75,1,5,NORMAL,0.0881
L04_001472,306,PAYMENT,69916.62,C1602097879,794263.78,724347.16,C_LEGIT_366951705,0.0,0.0,0,0,L04_00298,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,188,75,2,5,NORMAL,0.088
L04_001473,341,PAYMENT,108652.07,C1602097879,724347.16,615695.09,C_LEGIT_468495652,0.0,0.0,0,0,L04_00298,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,188,75,3,5,NORMAL,0.15
L04_001474,363,CASH_OUT,92354.26,C1602097879,615695.09,523340.83,C_LEGIT_405394752,0.0,0.0,0,0,L04_00298,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,188,75,4,5,NORMAL,0.15
L04_001475,389,PAYMENT,78501.12,C1602097879,523340.83,444839.71,C_LEGIT_463807659,0.0,0.0,0,0,L04_00298,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,188,75,5,5,NORMAL,0.15
L04_001476,444,TRANSFER,24597.1,C1222406658,1530115.48,1505518.38,C_LEGIT_294572942,14962.44,39559.54,0,0,L04_00299,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,376,68,1,5,NORMAL,0.0161
L04_001477,491,TRANSFER,62560.1,C1222406658,1505518.38,1442958.28,C_LEGIT_396444471,80593.14,143153.24,0,0,L04_00299,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,376,68,2,5,NORMAL,0.0416
L04_001478,512,TRANSFER,198796.02,C1222406658,1442958.28,1244162.26,C_LEGIT_459064305,101613.03,300409.05,0,0,L04_00299,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,376,68,3,5,NORMAL,0.1378
L04_001479,542,PAYMENT,141401.43,C1222406658,1244162.26,1102760.83,C_LEGIT_295714851,0.0,0.0,0,0,L04_00299,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,376,68,4,5,NORMAL,0.1137
L04_001480,560,PAYMENT,165414.12,C1222406658,1102760.83,937346.71,C_LEGIT_585749268,0.0,0.0,0,0,L04_00299,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,376,68,5,5,NORMAL,0.15
L04_001481,102,TRANSFER,101669.22,C1472703688,864561.53,762892.31,C_LEGIT_975063564,146395.15,248064.37,0,0,L04_00300,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,41,61,1,5,NORMAL,0.1176
L04_001482,141,TRANSFER,112503.01,C1472703688,762892.31,650389.3,C_LEGIT_947147511,171451.57,283954.58,0,0,L04_00300,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,41,61,2,5,NORMAL,0.1475
L04_001483,189,CASH_OUT,33408.42,C1472703688,650389.3,616980.88,C_LEGIT_972898659,0.0,0.0,0,0,L04_00300,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,41,61,3,5,NORMAL,0.0514
L04_001484,232,CASH_OUT,92547.13,C1472703688,616980.88,524433.75,C_LEGIT_697025110,0.0,0.0,0,0,L04_00300,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,41,61,4,5,NORMAL,0.15
L04_001485,273,CASH_OUT,78665.06,C1472703688,524433.75,445768.69,C_LEGIT_800928906,0.0,0.0,0,0,L04_00300,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,41,61,5,5,NORMAL,0.15
L04_001486,386,PAYMENT,154435.14,C813669626,1029567.61,875132.47,C_LEGIT_571817896,0.0,0.0,0,0,L04_00301,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,327,59,1,5,NORMAL,0.15
L04_001487,419,TRANSFER,93538.05,C813669626,875132.47,781594.42,C_LEGIT_244487455,172436.41,265974.46,0,0,L04_00301,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,327,59,2,5,NORMAL,0.1069
L04_001488,443,TRANSFER,89913.89,C813669626,781594.42,691680.53,C_LEGIT_503680466,138671.01,228584.9,0,0,L04_00301,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,327,59,3,5,NORMAL,0.115
L04_001489,459,TRANSFER,15753.55,C813669626,691680.53,675926.98,C_LEGIT_519667375,14505.79,30259.34,0,0,L04_00301,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,327,59,4,5,NORMAL,0.0228
L04_001490,492,PAYMENT,92125.74,C813669626,675926.98,583801.24,C_LEGIT_951572396,0.0,0.0,0,0,L04_00301,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,327,59,5,5,NORMAL,0.1363
L04_001491,346,TRANSFER,97149.68,C1288989429,720085.73,622936.05,C_LEGIT_566759332,87279.34,184429.02,0,0,L04_00302,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,237,109,1,5,NORMAL,0.1349
L04_001492,370,CASH_OUT,30819.35,C1288989429,622936.05,592116.7,C_LEGIT_786522167,0.0,0.0,0,0,L04_00302,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,237,109,2,5,NORMAL,0.0495
L04_001493,410,PAYMENT,88817.51,C1288989429,592116.7,503299.19,C_LEGIT_102150363,0.0,0.0,0,0,L04_00302,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,237,109,3,5,NORMAL,0.15
L04_001494,459,PAYMENT,75494.88,C1288989429,503299.19,427804.31,C_LEGIT_593962417,0.0,0.0,0,0,L04_00302,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,237,109,4,5,NORMAL,0.15
L04_001495,479,TRANSFER,50422.3,C1288989429,427804.31,377382.01,C_LEGIT_809598592,33277.01,83699.31,0,0,L04_00302,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,237,109,5,5,NORMAL,0.1179
L04_001496,261,TRANSFER,183048.75,C585830384,1434507.37,1251458.62,C_LEGIT_724135523,98002.29,281051.04,0,0,L04_00303,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,153,108,1,5,NORMAL,0.1276
L04_001497,288,PAYMENT,118394.65,C585830384,1251458.62,1133063.97,C_LEGIT_578421463,0.0,0.0,0,0,L04_00303,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,153,108,2,5,NORMAL,0.0946
L04_001498,330,TRANSFER,128302.0,C585830384,1133063.97,1004761.97,C_LEGIT_107683505,106359.14,234661.14,0,0,L04_00303,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,153,108,3,5,NORMAL,0.1132
L04_001499,357,CASH_OUT,125451.61,C585830384,1004761.97,879310.36,C_LEGIT_457065594,0.0,0.0,0,0,L04_00303,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,153,108,4,5,NORMAL,0.1249
L04_001500,400,TRANSFER,131896.55,C585830384,879310.36,747413.81,C_LEGIT_973399147,69629.01,201525.56,0,0,L04_00303,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,153,108,5,5,NORMAL,0.15
L04_001501,299,TRANSFER,50768.31,C550529181,1334088.82,1283320.51,C_LEGIT_319998400,78971.59,129739.9,0,0,L04_00304,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,205,94,1,5,NORMAL,0.0381
L04_001502,330,TRANSFER,187605.38,C550529181,1283320.51,1095715.13,C_LEGIT_689623656,106907.72,294513.1,0,0,L04_00304,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,205,94,2,5,NORMAL,0.1462
L04_001503,378,TRANSFER,48276.45,C550529181,1095715.13,1047438.68,C_LEGIT_443681424,36750.3,85026.75,0,0,L04_00304,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,205,94,3,5,NORMAL,0.0441
L04_001504,404,TRANSFER,37923.86,C550529181,1047438.68,1009514.82,C_LEGIT_204787095,28802.07,66725.93,0,0,L04_00304,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,205,94,4,5,NORMAL,0.0362
L04_001505,432,PAYMENT,148567.24,C550529181,1009514.82,860947.58,C_LEGIT_724578049,0.0,0.0,0,0,L04_00304,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,205,94,5,5,NORMAL,0.1472
L04_001506,134,PAYMENT,40219.39,C852793377,1232915.43,1192696.04,C_LEGIT_818474569,0.0,0.0,0,0,L04_00305,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,40,94,1,5,NORMAL,0.0326
L04_001507,181,PAYMENT,178904.41,C852793377,1192696.04,1013791.63,C_LEGIT_484967835,0.0,0.0,0,0,L04_00305,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,40,94,2,5,NORMAL,0.15
L04_001508,196,TRANSFER,19640.98,C852793377,1013791.63,994150.65,C_LEGIT_405814279,36412.64,56053.62,0,0,L04_00305,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,40,94,3,5,NORMAL,0.0194
L04_001509,231,TRANSFER,105322.05,C852793377,994150.65,888828.6,C_LEGIT_810723918,71666.13,176988.18,0,0,L04_00305,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,40,94,4,5,NORMAL,0.1059
L04_001510,261,TRANSFER,36855.94,C852793377,888828.6,851972.66,C_LEGIT_194939464,39923.76,76779.7,0,0,L04_00305,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,40,94,5,5,NORMAL,0.0415
L04_001511,420,TRANSFER,51790.51,C468329830,688066.89,636276.38,C_LEGIT_937530924,90510.25,142300.76,0,0,L04_00306,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,369,51,1,5,NORMAL,0.0753
L04_001512,443,TRANSFER,95441.46,C468329830,636276.38,540834.92,C_LEGIT_893568820,99720.05,195161.51,0,0,L04_00306,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,369,51,2,5,NORMAL,0.15
L04_001513,483,TRANSFER,81125.24,C468329830,540834.92,459709.68,C_LEGIT_587556196,94774.43,175899.67,0,0,L04_00306,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,369,51,3,5,NORMAL,0.15
L04_001514,501,PAYMENT,68956.45,C468329830,459709.68,390753.23,C_LEGIT_257914107,0.0,0.0,0,0,L04_00306,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,369,51,4,5,NORMAL,0.15
L04_001515,550,CASH_OUT,25279.63,C468329830,390753.23,365473.6,C_LEGIT_909711929,0.0,0.0,0,0,L04_00306,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,369,51,5,5,NORMAL,0.0647
L04_001516,267,CASH_OUT,128568.53,C1652951842,857123.53,728555.0,C_LEGIT_519939450,0.0,0.0,0,0,L04_00307,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,194,73,1,5,NORMAL,0.15
L04_001517,306,TRANSFER,91713.31,C1652951842,728555.0,636841.69,C_LEGIT_325227528,109429.92,201143.23,0,0,L04_00307,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,194,73,2,5,NORMAL,0.1259
L04_001518,325,PAYMENT,20235.87,C1652951842,636841.69,616605.82,C_LEGIT_539631633,0.0,0.0,0,0,L04_00307,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,194,73,3,5,NORMAL,0.0318
L04_001519,351,PAYMENT,61460.22,C1652951842,616605.82,555145.6,C_LEGIT_904865998,0.0,0.0,0,0,L04_00307,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,194,73,4,5,NORMAL,0.0997
L04_001520,382,TRANSFER,83271.84,C1652951842,555145.6,471873.76,C_LEGIT_154379168,111747.35,195019.19,0,0,L04_00307,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,194,73,5,5,NORMAL,0.15
L04_001521,261,TRANSFER,152722.81,C666211170,1408872.49,1256149.68,C_LEGIT_757819380,152837.26,305560.07,0,0,L04_00308,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,132,129,1,5,NORMAL,0.1084
L04_001522,279,TRANSFER,187851.54,C666211170,1256149.68,1068298.14,C_LEGIT_290762155,151748.26,339599.8,0,0,L04_00308,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,132,129,2,5,NORMAL,0.1495
L04_001523,318,TRANSFER,96568.83,C666211170,1068298.14,971729.31,C_LEGIT_838623460,79876.63,176445.46,0,0,L04_00308,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,132,129,3,5,NORMAL,0.0904
L04_001524,366,PAYMENT,42032.1,C666211170,971729.31,929697.21,C_LEGIT_550467450,0.0,0.0,0,0,L04_00308,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,132,129,4,5,NORMAL,0.0433
L04_001525,386,PAYMENT,139454.58,C666211170,929697.21,790242.63,C_LEGIT_282626973,0.0,0.0,0,0,L04_00308,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,132,129,5,5,NORMAL,0.15
L04_001526,151,TRANSFER,185500.02,C257684104,1236666.8,1051166.78,C_LEGIT_754755015,354072.93,539572.95,0,0,L04_00309,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,3,148,1,5,NORMAL,0.15
L04_001527,188,TRANSFER,79662.14,C257684104,1051166.78,971504.64,C_LEGIT_483967845,89422.24,169084.38,0,0,L04_00309,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,3,148,2,5,NORMAL,0.0758
L04_001528,230,TRANSFER,139208.71,C257684104,971504.64,832295.93,C_LEGIT_304670336,258111.32,397320.03,0,0,L04_00309,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,3,148,3,5,NORMAL,0.1433
L04_001529,265,TRANSFER,124844.39,C257684104,832295.93,707451.54,C_LEGIT_443404329,74661.88,199506.27,0,0,L04_00309,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,3,148,4,5,NORMAL,0.15
L04_001530,305,TRANSFER,99129.84,C257684104,707451.54,608321.7,C_LEGIT_591034527,161323.19,260453.03,0,0,L04_00309,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,3,148,5,5,NORMAL,0.1401
L04_001531,86,PAYMENT,168069.9,C1542372801,1120466.02,952396.12,C_LEGIT_255447447,0.0,0.0,0,0,L04_00310,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,35,51,1,5,NORMAL,0.15
L04_001532,127,TRANSFER,142859.42,C1542372801,952396.12,809536.7,C_LEGIT_543215024,216371.31,359230.73,0,0,L04_00310,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,35,51,2,5,NORMAL,0.15
L04_001533,164,PAYMENT,99737.61,C1542372801,809536.7,709799.09,C_LEGIT_264940672,0.0,0.0,0,0,L04_00310,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,35,51,3,5,NORMAL,0.1232
L04_001534,202,PAYMENT,41093.73,C1542372801,709799.09,668705.36,C_LEGIT_209835611,0.0,0.0,0,0,L04_00310,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,35,51,4,5,NORMAL,0.0579
L04_001535,245,PAYMENT,100305.8,C1542372801,668705.36,568399.56,C_LEGIT_530807662,0.0,0.0,0,0,L04_00310,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,35,51,5,5,NORMAL,0.15
L04_001536,163,TRANSFER,99471.27,C2110547405,1446661.61,1347190.34,C_LEGIT_874131291,107157.34,206628.61,0,0,L04_00311,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,149,1,5,NORMAL,0.0688
L04_001537,180,TRANSFER,175879.09,C2110547405,1347190.34,1171311.25,C_LEGIT_839873010,215112.01,390991.1,0,0,L04_00311,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,149,2,5,NORMAL,0.1306
L04_001538,198,PAYMENT,54640.95,C2110547405,1171311.25,1116670.3,C_LEGIT_553387990,0.0,0.0,0,0,L04_00311,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,149,3,5,NORMAL,0.0466
L04_001539,220,TRANSFER,62662.02,C2110547405,1116670.3,1054008.28,C_LEGIT_238137248,123345.91,186007.93,0,0,L04_00311,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,149,4,5,NORMAL,0.0561
L04_001540,251,CASH_OUT,158101.24,C2110547405,1054008.28,895907.04,C_LEGIT_889027154,0.0,0.0,0,0,L04_00311,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,149,5,5,NORMAL,0.15
L04_001541,340,CASH_OUT,170008.09,C842572293,1224649.25,1054641.16,C_LEGIT_867836444,0.0,0.0,0,0,L04_00312,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,258,82,1,5,NORMAL,0.1388
L04_001542,380,PAYMENT,85028.87,C842572293,1054641.16,969612.29,C_LEGIT_365124029,0.0,0.0,0,0,L04_00312,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,258,82,2,5,NORMAL,0.0806
L04_001543,424,PAYMENT,145441.84,C842572293,969612.29,824170.45,C_LEGIT_665047972,0.0,0.0,0,0,L04_00312,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,258,82,3,5,NORMAL,0.15
L04_001544,462,TRANSFER,35273.52,C842572293,824170.45,788896.93,C_LEGIT_643954344,24914.75,60188.27,0,0,L04_00312,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,258,82,4,5,NORMAL,0.0428
L04_001545,492,PAYMENT,118334.54,C842572293,788896.93,670562.39,C_LEGIT_122667468,0.0,0.0,0,0,L04_00312,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,258,82,5,5,NORMAL,0.15
L04_001546,464,TRANSFER,13636.67,C1690359424,828471.49,814834.82,C_LEGIT_795301665,13385.03,27021.7,0,0,L04_00313,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,350,114,1,5,NORMAL,0.0165
L04_001547,488,CASH_OUT,122225.22,C1690359424,814834.82,692609.6,C_LEGIT_489561511,0.0,0.0,0,0,L04_00313,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,350,114,2,5,NORMAL,0.15
L04_001548,513,PAYMENT,103891.44,C1690359424,692609.6,588718.16,C_LEGIT_849113943,0.0,0.0,0,0,L04_00313,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,350,114,3,5,NORMAL,0.15
L04_001549,553,PAYMENT,88307.72,C1690359424,588718.16,500410.44,C_LEGIT_909164013,0.0,0.0,0,0,L04_00313,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,350,114,4,5,NORMAL,0.15
L04_001550,588,CASH_OUT,75061.57,C1690359424,500410.44,425348.87,C_LEGIT_712844479,0.0,0.0,0,0,L04_00313,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,350,114,5,5,NORMAL,0.15
L04_001551,300,TRANSFER,98014.72,C1757889440,869700.41,771685.69,C_LEGIT_757013483,123082.36,221097.08,0,0,L04_00314,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,72,1,5,NORMAL,0.1127
L04_001552,344,CASH_OUT,106460.34,C1757889440,771685.69,665225.35,C_LEGIT_977462634,0.0,0.0,0,0,L04_00314,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,72,2,5,NORMAL,0.138
L04_001553,390,CASH_OUT,9641.74,C1757889440,665225.35,655583.61,C_LEGIT_375598068,0.0,0.0,0,0,L04_00314,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,72,3,5,NORMAL,0.0145
L04_001554,418,CASH_OUT,47817.0,C1757889440,655583.61,607766.61,C_LEGIT_824346467,0.0,0.0,0,0,L04_00314,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,72,4,5,NORMAL,0.0729
L04_001555,451,CASH_OUT,42063.94,C1757889440,607766.61,565702.67,C_LEGIT_438177265,0.0,0.0,0,0,L04_00314,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,72,5,5,NORMAL,0.0692
L04_001556,339,CASH_OUT,147158.89,C770456623,981059.28,833900.39,C_LEGIT_660649511,0.0,0.0,0,0,L04_00315,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,226,113,1,5,NORMAL,0.15
L04_001557,384,TRANSFER,92328.29,C770456623,833900.39,741572.1,C_LEGIT_222348666,166540.94,258869.23,0,0,L04_00315,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,226,113,2,5,NORMAL,0.1107
L04_001558,411,TRANSFER,9206.96,C770456623,741572.1,732365.14,C_LEGIT_807341091,11477.42,20684.38,0,0,L04_00315,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,226,113,3,5,NORMAL,0.0124
L04_001559,435,TRANSFER,109854.77,C770456623,732365.14,622510.37,C_LEGIT_812380706,205390.41,315245.18,0,0,L04_00315,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,226,113,4,5,NORMAL,0.15
L04_001560,461,TRANSFER,93376.56,C770456623,622510.37,529133.81,C_LEGIT_380335201,80041.14,173417.7,0,0,L04_00315,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,226,113,5,5,NORMAL,0.15
L04_001561,395,CASH_OUT,114463.04,C1942080554,1328863.34,1214400.3,C_LEGIT_487444461,0.0,0.0,0,0,L04_00316,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,286,109,1,5,NORMAL,0.0861
L04_001562,432,TRANSFER,47899.1,C1942080554,1214400.3,1166501.2,C_LEGIT_151636288,89538.88,137437.98,0,0,L04_00316,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,286,109,2,5,NORMAL,0.0394
L04_001563,470,TRANSFER,174975.18,C1942080554,1166501.2,991526.02,C_LEGIT_692170360,128037.59,303012.77,0,0,L04_00316,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,286,109,3,5,NORMAL,0.15
L04_001564,512,TRANSFER,132088.63,C1942080554,991526.02,859437.39,C_LEGIT_983679121,152858.91,284947.54,0,0,L04_00316,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,286,109,4,5,NORMAL,0.1332
L04_001565,556,TRANSFER,22638.67,C1942080554,859437.39,836798.72,C_LEGIT_356634794,38480.23,61118.9,0,0,L04_00316,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,286,109,5,5,NORMAL,0.0263
L04_001566,301,CASH_OUT,220971.99,C399874171,1483270.24,1262298.25,C_LEGIT_632685175,0.0,0.0,0,0,L04_00317,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,212,89,1,5,NORMAL,0.149
L04_001567,324,CASH_OUT,106159.2,C399874171,1262298.25,1156139.05,C_LEGIT_180293939,0.0,0.0,0,0,L04_00317,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,212,89,2,5,NORMAL,0.0841
